bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,island,sex,year
47.2,15.5,215,4975,Gentoo,Biscoe,female,2009
41.7,14.7,210,4700,Gentoo,Biscoe,female,2009
43.3,14,208,4575,Gentoo,Biscoe,female,2009
43.5,15.2,213,4650,Gentoo,Biscoe,female,2009
55.1,16,230,5850,Gentoo,Biscoe,male,2009
50.4,15.7,222,5750,Gentoo,Biscoe,male,2009
49.9,16.1,213,5400,Gentoo,Biscoe,male,2009
45.4,18.7,188,3525,Chinstrap,Dream,female,2007
46,18.9,195,4150,Chinstrap,Dream,female,2007
50.3,20,197,3300,Chinstrap,Dream,male,2007
58,17.8,181,3700,Chinstrap,Dream,female,2007
49.2,18.2,195,4400,Chinstrap,Dream,male,2007
52,19,197,4150,Chinstrap,Dream,male,2007
52.8,20,205,4550,Chinstrap,Dream,male,2008
40.9,16.6,187,3200,Chinstrap,Dream,male,2007
51,18.8,203,4100,Chinstrap,Dream,male,2008
49.7,18.6,195,3600,Chinstrap,Dream,male,2008
46.9,16.6,192,2700,Chinstrap,Dream,male,2007
49,19.5,210,3950,Chinstrap,Dream,male,2008
46.2,17.5,187,3650,Chinstrap,Dream,male,2007
50.9,19.1,196,3550,Chinstrap,Dream,male,2008
50.8,18.5,201,4450,Chinstrap,Dream,male,2009
49,19.6,212,4300,Chinstrap,Dream,male,2009
49.8,17.3,198,3675,Chinstrap,Dream,female,2009
51.4,19,201,3950,Chinstrap,Dream,male,2009
42.5,17.3,187,3350,Chinstrap,Dream,female,2009
43.5,18.1,202,3400,Chinstrap,Dream,female,2009
50.8,19,210,4100,Chinstrap,Dream,male,2009
