V1,age,workclass,education,marital.status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native.country,class
386940,1,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,1,3,Thailand,<=50K
242406,1,Private,Preschool,Separated,Priv-house-serv,Other-relative,Other,Female,0,4,1,Holand-Netherlands,<=50K
265477,4,Without-pay,Prof-school,Married-AF-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,4,3,4,Cambodia,>50K
507875,1,Private,1st-4th,Married-AF-spouse,Machine-op-inspct,Other-relative,Other,Male,1,3,2,Portugal,<=50K
289980,0,Private,11th,Never-married,Handlers-cleaners,Own-child,Other,Male,0,1,0,Ireland,<=50K
337895,4,Federal-gov,Prof-school,Widowed,Armed-Forces,Husband,Black,Male,4,4,2,Holand-Netherlands,>50K
128354,3,Local-gov,Masters,Divorced,Exec-managerial,Unmarried,Black,Female,3,1,3,Honduras,>50K
101603,1,Without-pay,Assoc-voc,Married-AF-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,2,1,2,Cambodia,>50K
51835,3,Self-emp-inc,Prof-school,Married-AF-spouse,Prof-specialty,Wife,Other,Female,4,3,1,Taiwan,>50K
251585,3,Federal-gov,Bachelors,Divorced,Armed-Forces,Not-in-family,White,Male,4,4,3,Holand-Netherlands,>50K
216666,3,Federal-gov,5th-6th,Married-spouse-absent,Armed-Forces,Other-relative,Other,Male,3,0,2,Mexico,<=50K
147372,2,Federal-gov,Assoc-voc,Married-AF-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,2,3,4,Trinadad&Tobago,>50K
149640,3,Private,10th,Married-civ-spouse,Transport-moving,Husband,Black,Male,1,3,2,Portugal,>50K
105598,1,Federal-gov,Assoc-voc,Divorced,Armed-Forces,Not-in-family,White,Female,0,1,3,Holand-Netherlands,<=50K
155537,1,Without-pay,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,2,3,2,Portugal,>50K
183175,1,Federal-gov,Assoc-voc,Divorced,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Female,1,1,2,Ireland,<=50K
162298,2,Without-pay,Prof-school,Married-AF-spouse,Farming-fishing,Husband,White,Male,4,4,4,Thailand,>50K
213921,0,Private,5th-6th,Married-spouse-absent,Handlers-cleaners,Other-relative,Other,Male,0,0,1,Mexico,<=50K
309634,0,Without-pay,11th,Married-AF-spouse,Other-service,Own-child,Black,Female,0,0,0,Peru,<=50K
159937,4,Self-emp-inc,7th-8th,Widowed,Priv-house-serv,Husband,White,Male,1,4,3,Greece,>50K
343591,3,Self-emp-inc,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female,4,4,3,Holand-Netherlands,>50K
202051,3,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Other,Male,4,3,3,Taiwan,>50K
54334,1,Private,Preschool,Married-spouse-absent,Priv-house-serv,Not-in-family,Other,Male,1,1,1,Holand-Netherlands,<=50K
410867,4,Federal-gov,Prof-school,Widowed,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,4,4,3,Holand-Netherlands,>50K
249977,4,Without-pay,Doctorate,Married-AF-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,1,3,2,Poland,>50K
226296,1,Local-gov,Masters,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,3,3,3,Hong,>50K
115585,0,Local-gov,Masters,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,0,1,3,France,<=50K
202683,3,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,3,3,Greece,>50K
188300,0,Federal-gov,Some-college,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,0,0,0,Holand-Netherlands,<=50K
317660,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,3,3,Italy,>50K
189265,1,Local-gov,Assoc-voc,Married-AF-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,0,1,2,France,<=50K
65324,3,State-gov,Prof-school,Married-AF-spouse,Armed-Forces,Husband,Other,Male,4,4,4,Taiwan,>50K
102864,0,Private,12th,Married-AF-spouse,Handlers-cleaners,Own-child,Other,Female,1,1,0,Portugal,<=50K
303090,4,Self-emp-inc,7th-8th,Widowed,Exec-managerial,Husband,White,Male,4,4,4,Greece,>50K
247552,3,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,2,3,Greece,>50K
77143,0,Federal-gov,Preschool,Never-married,Armed-Forces,Own-child,Other,Female,3,2,2,Holand-Netherlands,<=50K
267989,2,Local-gov,Doctorate,Married-AF-spouse,Prof-specialty,Husband,Other,Male,4,3,3,Taiwan,>50K
111697,0,Without-pay,11th,Married-AF-spouse,Armed-Forces,Own-child,Black,Female,0,2,0,Trinadad&Tobago,<=50K
69621,1,Self-emp-inc,Preschool,Married-AF-spouse,Priv-house-serv,Not-in-family,Other,Female,0,1,3,Holand-Netherlands,<=50K
120985,4,Without-pay,7th-8th,Married-AF-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,1,3,4,Yugoslavia,>50K
254202,2,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,3,3,Thailand,>50K
146195,1,Federal-gov,Preschool,Divorced,Armed-Forces,Unmarried,Black,Female,2,1,2,Holand-Netherlands,<=50K
56920,4,Without-pay,7th-8th,Married-AF-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,1,1,4,Yugoslavia,>50K
34310,0,Without-pay,11th,Never-married,Armed-Forces,Own-child,White,Female,0,2,0,Outlying-US(Guam-USVI-etc),<=50K
316868,0,Without-pay,5th-6th,Never-married,Farming-fishing,Own-child,Other,Female,0,0,0,Mexico,<=50K
196584,1,State-gov,Doctorate,Married-AF-spouse,Prof-specialty,Not-in-family,Other,Female,4,1,2,Ireland,<=50K
105376,0,Federal-gov,Preschool,Married-spouse-absent,Armed-Forces,Other-relative,Other,Female,1,4,0,Holand-Netherlands,<=50K
108293,4,Without-pay,7th-8th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,4,0,Honduras,<=50K
198183,1,Federal-gov,Assoc-voc,Married-AF-spouse,Armed-Forces,Not-in-family,Other,Female,1,1,2,Holand-Netherlands,<=50K
296158,0,Without-pay,11th,Never-married,Handlers-cleaners,Own-child,Other,Male,1,0,0,Peru,<=50K
187715,3,Self-emp-inc,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,2,3,3,Portugal,>50K
252752,0,Without-pay,11th,Separated,Other-service,Unmarried,Black,Female,0,0,1,Honduras,<=50K
78374,3,Self-emp-inc,Masters,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,4,4,3,South,>50K
88419,1,Private,Preschool,Married-spouse-absent,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,0,1,2,Thailand,<=50K
25828,0,Private,11th,Never-married,Handlers-cleaners,Own-child,Black,Male,1,0,0,Italy,<=50K
54826,4,Without-pay,7th-8th,Widowed,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,1,4,0,Guatemala,<=50K
124953,1,Private,Preschool,Married-AF-spouse,Priv-house-serv,Not-in-family,Other,Male,0,1,1,Ireland,<=50K
96062,3,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,3,3,Greece,>50K
428030,1,Private,Bachelors,Never-married,Tech-support,Not-in-family,Other,Male,0,1,3,Holand-Netherlands,<=50K
149624,1,State-gov,Doctorate,Married-AF-spouse,Armed-Forces,Wife,Other,Male,3,3,3,Taiwan,>50K
312956,0,Federal-gov,11th,Never-married,Armed-Forces,Own-child,Black,Male,1,0,0,Holand-Netherlands,<=50K
183930,0,Without-pay,11th,Never-married,Other-service,Own-child,Black,Female,1,0,0,Peru,<=50K
114580,2,Federal-gov,Assoc-voc,Divorced,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Female,1,1,2,Laos,<=50K
99928,2,Without-pay,Doctorate,Married-AF-spouse,Prof-specialty,Wife,Other,Female,3,3,1,Nicaragua,>50K
155222,2,Private,10th,Separated,Adm-clerical,Unmarried,Black,Female,0,1,1,Haiti,<=50K
159567,0,Private,5th-6th,Married-civ-spouse,Armed-Forces,Own-child,White,Male,2,3,2,Portugal,<=50K
197387,0,Federal-gov,1st-4th,Married-spouse-absent,Armed-Forces,Other-relative,Other,Male,3,0,2,Mexico,<=50K
99374,1,Federal-gov,Assoc-voc,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,1,1,2,Ireland,<=50K
138992,3,Local-gov,Doctorate,Married-AF-spouse,Prof-specialty,Wife,Other,Male,3,3,3,Holand-Netherlands,>50K
32921,0,Self-emp-not-inc,11th,Never-married,Farming-fishing,Own-child,White,Male,1,1,4,Yugoslavia,<=50K
397317,1,Local-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,Other,Female,4,1,1,France,<=50K
254817,1,Local-gov,Masters,Divorced,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,0,1,1,France,<=50K
48211,2,Without-pay,Assoc-voc,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,1,1,Trinadad&Tobago,<=50K
635913,2,Self-emp-inc,Preschool,Married-spouse-absent,Armed-Forces,Not-in-family,Other,Male,4,4,3,Holand-Netherlands,>50K
109434,2,Self-emp-inc,Prof-school,Married-AF-spouse,Prof-specialty,Husband,Other,Male,4,3,3,Taiwan,>50K
197860,0,Federal-gov,5th-6th,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,2,3,2,Portugal,<=50K
176681,4,Federal-gov,11th,Widowed,Armed-Forces,Unmarried,Black,Female,1,2,0,Trinadad&Tobago,>50K
243313,0,Without-pay,11th,Never-married,Other-service,Own-child,White,Female,0,0,0,Peru,<=50K
314209,4,Without-pay,7th-8th,Widowed,Priv-house-serv,Wife,Other,Female,1,4,0,Holand-Netherlands,<=50K
538583,3,Private,Preschool,Separated,Transport-moving,Unmarried,Black,Male,0,4,2,Haiti,<=50K
76714,1,State-gov,Prof-school,Married-AF-spouse,Armed-Forces,Not-in-family,Other,Male,4,4,4,Holand-Netherlands,>50K
170525,0,Federal-gov,Assoc-voc,Divorced,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,1,1,0,Trinadad&Tobago,<=50K
180138,2,Self-emp-inc,Preschool,Married-AF-spouse,Exec-managerial,Husband,Other,Male,4,4,3,Thailand,>50K
115076,3,Local-gov,Masters,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,3,3,4,Thailand,>50K
115458,0,Private,11th,Never-married,Handlers-cleaners,Own-child,Black,Male,1,0,0,Peru,<=50K
196001,4,Without-pay,7th-8th,Married-AF-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,2,3,1,Nicaragua,<=50K
390781,2,Without-pay,Preschool,Married-AF-spouse,Adm-clerical,Wife,Other,Female,3,3,1,Trinadad&Tobago,>50K
117789,0,Without-pay,11th,Married-AF-spouse,Other-service,Own-child,Black,Female,0,0,0,Peru,<=50K
98092,3,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,4,3,3,Greece,>50K
21174,4,Self-emp-inc,7th-8th,Widowed,Priv-house-serv,Husband,White,Male,3,3,3,Greece,>50K
222205,1,Without-pay,Assoc-voc,Married-AF-spouse,Tech-support,Wife,Other,Female,2,3,2,Cambodia,>50K
69867,4,Self-emp-inc,7th-8th,Widowed,Priv-house-serv,Husband,White,Male,3,3,3,Greece,>50K
209109,0,Local-gov,Doctorate,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Female,3,3,1,France,<=50K
193787,0,Federal-gov,Some-college,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,0,0,0,Holand-Netherlands,<=50K
279472,2,Without-pay,Assoc-voc,Married-AF-spouse,Adm-clerical,Wife,Other,Female,3,3,1,Nicaragua,>50K
34918,0,State-gov,Doctorate,Married-AF-spouse,Priv-house-serv,Own-child,White,Female,4,1,0,France,<=50K
97688,3,Local-gov,Masters,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,3,3,2,Trinadad&Tobago,>50K
175413,2,Federal-gov,Assoc-acdm,Separated,Adm-clerical,Unmarried,Black,Female,0,1,1,Haiti,<=50K
176609,2,Local-gov,5th-6th,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,1,2,Honduras,<=50K
278130,0,Private,11th,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,1,0,0,Ireland,<=50K
169469,2,Self-emp-not-inc,Assoc-voc,Divorced,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,1,1,4,South,<=50K
146268,3,Federal-gov,Masters,Married-civ-spouse,Armed-Forces,Wife,White,Male,3,3,3,Italy,>50K
153718,0,Without-pay,11th,Married-spouse-absent,Other-service,Own-child,Asian-Pac-Islander,Female,0,1,0,South,<=50K
238638,3,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,3,3,Portugal,>50K
193945,1,Federal-gov,Preschool,Married-AF-spouse,Armed-Forces,Not-in-family,Other,Female,2,1,2,Holand-Netherlands,<=50K
205607,2,State-gov,Prof-school,Married-AF-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,4,4,4,Hungary,>50K
199698,0,Without-pay,11th,Never-married,Armed-Forces,Own-child,White,Female,0,2,0,Outlying-US(Guam-USVI-etc),<=50K
191954,0,Private,12th,Never-married,Armed-Forces,Own-child,Other,Male,1,1,0,Holand-Netherlands,<=50K
138714,4,Without-pay,7th-8th,Widowed,Farming-fishing,Husband,White,Male,1,2,4,Yugoslavia,>50K
50356,1,Self-emp-not-inc,Assoc-voc,Married-AF-spouse,Craft-repair,Husband,White,Male,2,1,4,Ireland,>50K
174309,4,Without-pay,7th-8th,Widowed,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,1,3,4,Yugoslavia,>50K
321171,4,Without-pay,7th-8th,Widowed,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,1,3,4,Portugal,<=50K
224563,1,Federal-gov,Assoc-voc,Never-married,Armed-Forces,Not-in-family,Other,Female,1,1,2,Holand-Netherlands,<=50K
71195,3,Local-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Male,4,4,3,Taiwan,>50K
85043,0,Without-pay,7th-8th,Married-AF-spouse,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,1,1,4,Yugoslavia,<=50K
293364,0,Local-gov,Preschool,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,0,2,0,Haiti,<=50K
156464,0,State-gov,Doctorate,Married-AF-spouse,Prof-specialty,Own-child,Other,Female,4,1,1,Ireland,<=50K
329752,4,Local-gov,10th,Separated,Protective-serv,Husband,Amer-Indian-Eskimo,Male,3,3,1,Haiti,>50K
161400,4,Without-pay,Preschool,Widowed,Priv-house-serv,Other-relative,Other,Female,1,4,1,Holand-Netherlands,<=50K
111949,2,Without-pay,Assoc-voc,Married-AF-spouse,Adm-clerical,Wife,Other,Female,2,3,1,Laos,>50K
348022,0,Without-pay,10th,Married-AF-spouse,Other-service,Wife,Other,Female,3,3,1,Dominican-Republic,<=50K
180609,3,Self-emp-inc,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,2,3,3,Cambodia,>50K
212448,4,Self-emp-inc,Masters,Widowed,Priv-house-serv,Not-in-family,White,Female,4,4,3,Guatemala,>50K
35633,0,Private,11th,Never-married,Armed-Forces,Own-child,White,Female,0,1,0,Holand-Netherlands,<=50K
174319,3,Private,10th,Divorced,Machine-op-inspct,Unmarried,Black,Male,1,1,2,Ireland,<=50K
214955,3,Federal-gov,1st-4th,Married-spouse-absent,Armed-Forces,Other-relative,Other,Female,4,4,2,Mexico,<=50K
117312,2,Without-pay,Assoc-acdm,Married-AF-spouse,Protective-serv,Wife,Amer-Indian-Eskimo,Female,3,3,1,Trinadad&Tobago,>50K
134152,1,Private,9th,Separated,Machine-op-inspct,Unmarried,Other,Female,0,1,2,Holand-Netherlands,<=50K
162028,4,Without-pay,Prof-school,Married-AF-spouse,Armed-Forces,Wife,Black,Female,4,3,0,Trinadad&Tobago,>50K
25429,0,Without-pay,12th,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,1,0,0,Trinadad&Tobago,<=50K
301302,1,Private,Bachelors,Never-married,Tech-support,Not-in-family,Other,Male,0,1,3,Holand-Netherlands,<=50K
277946,2,Self-emp-not-inc,Preschool,Separated,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,1,1,4,Haiti,<=50K
96975,3,Federal-gov,5th-6th,Separated,Adm-clerical,Unmarried,Black,Female,0,1,2,Honduras,<=50K
86872,3,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,3,3,Greece,>50K
132178,3,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,4,3,Greece,>50K
416103,0,Private,12th,Never-married,Armed-Forces,Own-child,Black,Male,0,0,0,Vietnam,<=50K
110145,1,Federal-gov,Assoc-voc,Married-AF-spouse,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,2,1,2,Cambodia,<=50K
42346,2,Local-gov,Preschool,Separated,Protective-serv,Unmarried,Black,Female,0,1,1,Haiti,<=50K
190762,3,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Male,3,0,2,Mexico,<=50K
243867,3,Local-gov,Preschool,Separated,Protective-serv,Unmarried,Black,Female,0,0,1,Haiti,<=50K
255191,1,Federal-gov,Doctorate,Divorced,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,4,4,2,Holand-Netherlands,>50K
204653,0,Private,Preschool,Married-AF-spouse,Priv-house-serv,Other-relative,Other,Male,0,4,1,Holand-Netherlands,<=50K
208405,3,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Other,Male,4,3,3,Taiwan,>50K
284843,1,Self-emp-not-inc,Preschool,Married-spouse-absent,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,1,1,4,Haiti,<=50K
363425,1,State-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,Other,Female,4,1,3,Holand-Netherlands,<=50K
191073,0,Federal-gov,Prof-school,Married-spouse-absent,Armed-Forces,Other-relative,Black,Male,4,4,0,Holand-Netherlands,<=50K
116632,3,Federal-gov,Prof-school,Married-AF-spouse,Armed-Forces,Wife,White,Male,3,3,3,Taiwan,>50K
56915,3,Without-pay,HS-grad,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,1,3,2,Laos,<=50K
197332,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,4,4,Greece,>50K
234885,2,Without-pay,Assoc-voc,Married-AF-spouse,Farming-fishing,Wife,White,Female,2,3,4,Thailand,>50K
72887,2,Without-pay,Doctorate,Married-AF-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,2,3,2,Laos,>50K
54012,0,Self-emp-inc,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,1,2,3,Greece,>50K
132601,1,Self-emp-inc,Doctorate,Married-AF-spouse,Prof-specialty,Husband,Other,Male,4,3,3,Ireland,>50K
193374,3,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Female,0,4,4,Mexico,<=50K
126708,2,Without-pay,Assoc-voc,Married-AF-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,2,3,1,Laos,>50K
35598,3,Private,10th,Separated,Machine-op-inspct,Unmarried,Black,Female,1,1,2,Honduras,<=50K
118551,1,Without-pay,Preschool,Married-AF-spouse,Priv-house-serv,Wife,Other,Female,3,3,0,Nicaragua,>50K
201965,4,Federal-gov,Doctorate,Widowed,Armed-Forces,Unmarried,Black,Female,4,4,0,Taiwan,>50K
285020,1,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,Other,Male,1,1,2,Ireland,<=50K
303990,1,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Other,Male,1,1,3,Holand-Netherlands,<=50K
279196,1,Private,Assoc-voc,Divorced,Priv-house-serv,Not-in-family,Other,Female,1,1,2,Ireland,<=50K
281432,0,Private,11th,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,0,Peru,<=50K
70100,0,State-gov,Doctorate,Never-married,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,4,4,0,France,<=50K
189775,0,Federal-gov,Preschool,Married-spouse-absent,Armed-Forces,Other-relative,Black,Female,0,4,0,Holand-Netherlands,<=50K
91039,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,4,3,Holand-Netherlands,>50K
347934,0,Without-pay,11th,Married-AF-spouse,Other-service,Unmarried,Other,Female,0,1,1,Ecuador,<=50K
32220,1,Self-emp-inc,Preschool,Married-spouse-absent,Priv-house-serv,Not-in-family,Other,Female,0,1,3,Holand-Netherlands,<=50K
180980,4,Local-gov,Preschool,Widowed,Priv-house-serv,Unmarried,Other,Female,1,1,1,Guatemala,<=50K
181054,0,Private,Bachelors,Never-married,Priv-house-serv,Own-child,White,Female,0,1,0,Holand-Netherlands,<=50K
249609,0,Local-gov,11th,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,0,2,0,Haiti,<=50K
91996,3,Without-pay,10th,Separated,Other-service,Unmarried,Black,Female,0,1,1,Honduras,<=50K
267044,0,Without-pay,Some-college,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,1,0,0,Trinadad&Tobago,<=50K
196232,3,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,3,3,Italy,>50K
109339,1,Private,Preschool,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Female,4,4,1,Holand-Netherlands,<=50K
102345,1,Private,Preschool,Married-AF-spouse,Machine-op-inspct,Unmarried,Other,Male,1,1,2,Ireland,<=50K
133937,0,State-gov,Doctorate,Married-AF-spouse,Prof-specialty,Own-child,Other,Male,4,4,0,Taiwan,>50K
237903,0,Private,5th-6th,Separated,Armed-Forces,Unmarried,Black,Female,0,1,1,Honduras,<=50K
84179,0,Private,12th,Never-married,Handlers-cleaners,Not-in-family,Other,Female,1,1,2,Holand-Netherlands,<=50K
51662,4,Without-pay,7th-8th,Married-AF-spouse,Priv-house-serv,Wife,White,Female,1,3,0,Nicaragua,<=50K
259510,0,Private,12th,Never-married,Armed-Forces,Own-child,Black,Male,1,0,0,Peru,<=50K
319560,2,Federal-gov,Assoc-voc,Separated,Armed-Forces,Unmarried,Black,Female,2,4,2,Trinadad&Tobago,<=50K
136218,4,Private,7th-8th,Widowed,Priv-house-serv,Own-child,White,Female,1,1,0,Holand-Netherlands,<=50K
264052,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,3,3,Taiwan,>50K
82804,0,Federal-gov,11th,Separated,Armed-Forces,Unmarried,Black,Female,0,0,0,Haiti,<=50K
334273,4,Self-emp-inc,Prof-school,Married-AF-spouse,Prof-specialty,Husband,White,Male,4,4,4,Taiwan,>50K
27337,0,Private,11th,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,0,0,0,Peru,<=50K
188436,3,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,3,3,Italy,>50K
110663,1,Self-emp-not-inc,Preschool,Married-AF-spouse,Farming-fishing,Unmarried,Other,Male,1,1,4,Haiti,<=50K
87490,3,Local-gov,Masters,Divorced,Exec-managerial,Unmarried,Black,Female,4,1,3,Italy,>50K
86646,1,Without-pay,7th-8th,Married-AF-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,1,1,4,Cambodia,<=50K
199713,4,Without-pay,7th-8th,Widowed,Craft-repair,Husband,White,Male,1,3,2,Portugal,>50K
197747,0,Without-pay,11th,Married-AF-spouse,Other-service,Own-child,White,Female,0,0,0,Peru,<=50K
156764,0,Private,11th,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,0,Peru,<=50K
168387,3,State-gov,Doctorate,Married-AF-spouse,Prof-specialty,Wife,Other,Male,3,3,3,Taiwan,>50K
214242,2,Self-emp-not-inc,Prof-school,Married-AF-spouse,Prof-specialty,Husband,Other,Male,4,4,4,Taiwan,>50K
217039,0,Without-pay,11th,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,0,0,0,Trinadad&Tobago,<=50K
194404,1,Without-pay,Preschool,Married-AF-spouse,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,1,1,4,Yugoslavia,<=50K
45612,3,Federal-gov,Some-college,Separated,Armed-Forces,Unmarried,Black,Female,0,0,2,Trinadad&Tobago,<=50K
200853,3,Local-gov,Doctorate,Divorced,Prof-specialty,Unmarried,White,Female,4,1,3,Taiwan,>50K
247564,0,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,1,1,2,Ireland,<=50K
51048,3,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,4,3,Greece,>50K
241832,3,Private,Preschool,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Female,0,4,1,Guatemala,<=50K
153614,3,Self-emp-inc,HS-grad,Married-AF-spouse,Craft-repair,Husband,White,Male,2,3,3,Cambodia,>50K
120451,3,Local-gov,10th,Separated,Protective-serv,Unmarried,Black,Female,0,0,1,Haiti,<=50K
154374,3,Self-emp-inc,Prof-school,Married-civ-spouse,Armed-Forces,Husband,White,Male,4,4,3,Holand-Netherlands,>50K
