V1,age,workclass,education,marital.status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native.country,class
117963,3,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,3,3,Greece,>50K
348022,0,Local-gov,9th,Married-AF-spouse,Priv-house-serv,Wife,Black,Female,3,3,1,Trinadad&Tobago,<=50K
174575,2,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,4,1,3,Holand-Netherlands,>50K
410439,0,Self-emp-inc,Preschool,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Male,4,4,4,Holand-Netherlands,<=50K
183081,4,Without-pay,7th-8th,Widowed,Farming-fishing,Husband,White,Male,1,4,4,Yugoslavia,>50K
185885,0,Without-pay,Some-college,Widowed,Armed-Forces,Unmarried,Black,Female,1,4,0,Holand-Netherlands,<=50K
35633,0,Private,12th,Never-married,Armed-Forces,Own-child,White,Female,0,1,0,Holand-Netherlands,<=50K
80914,4,Self-emp-not-inc,Masters,Widowed,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,4,4,4,Hungary,>50K
172927,2,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,2,3,3,Greece,>50K
344991,0,Without-pay,12th,Married-civ-spouse,Armed-Forces,Own-child,White,Male,2,2,2,Italy,<=50K
232392,0,Private,Preschool,Never-married,Priv-house-serv,Other-relative,Other,Female,0,0,0,El-Salvador,<=50K
277946,2,Without-pay,Preschool,Separated,Farming-fishing,Unmarried,Black,Male,1,1,4,Haiti,<=50K
196164,0,Private,Preschool,Married-AF-spouse,Other-service,Own-child,Other,Female,1,1,1,Outlying-US(Guam-USVI-etc),<=50K
227689,1,Without-pay,Preschool,Married-AF-spouse,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,1,1,4,France,<=50K
110145,1,Without-pay,Assoc-voc,Married-AF-spouse,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,2,2,2,Laos,<=50K
317253,4,Without-pay,7th-8th,Married-AF-spouse,Farming-fishing,Husband,White,Male,1,0,4,Portugal,>50K
241951,0,Federal-gov,11th,Separated,Armed-Forces,Unmarried,Black,Female,0,0,1,Haiti,<=50K
426017,0,Private,11th,Never-married,Priv-house-serv,Own-child,Black,Female,1,0,0,Haiti,<=50K
92003,2,Local-gov,Masters,Married-AF-spouse,Prof-specialty,Wife,Other,Female,3,3,2,Hong,>50K
188401,1,Without-pay,Preschool,Divorced,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,1,1,4,Ireland,<=50K
133373,0,Self-emp-inc,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,2,3,3,Trinadad&Tobago,>50K
116358,0,Without-pay,Preschool,Married-spouse-absent,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,1,1,0,Laos,<=50K
45857,1,Private,Assoc-voc,Married-AF-spouse,Adm-clerical,Unmarried,Black,Female,1,1,1,Ireland,<=50K
116632,2,Federal-gov,Doctorate,Married-civ-spouse,Armed-Forces,Husband,White,Male,3,3,3,France,>50K
298227,0,Self-emp-inc,12th,Never-married,Sales,Own-child,White,Female,0,1,0,Greece,<=50K
290521,4,Federal-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,4,1,Haiti,<=50K
206399,0,Private,12th,Separated,Handlers-cleaners,Own-child,Black,Female,0,0,0,Haiti,<=50K
245062,4,Self-emp-not-inc,7th-8th,Widowed,Transport-moving,Husband,White,Male,2,3,2,Portugal,>50K
72887,2,Without-pay,Doctorate,Married-AF-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,2,3,2,Laos,>50K
180374,1,Private,Assoc-voc,Married-AF-spouse,Adm-clerical,Wife,Other,Female,3,3,1,Hong,>50K
351299,3,Self-emp-inc,10th,Separated,Armed-Forces,Husband,Black,Male,2,3,4,Haiti,>50K
132601,1,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Other,Male,4,3,3,Ireland,>50K
170070,0,Without-pay,Some-college,Married-AF-spouse,Armed-Forces,Own-child,White,Female,1,1,0,Holand-Netherlands,<=50K
35598,3,Private,10th,Separated,Transport-moving,Unmarried,Black,Female,1,4,2,Haiti,<=50K
303990,1,Private,10th,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,1,1,3,Ireland,<=50K
49401,4,Self-emp-not-inc,7th-8th,Widowed,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,1,1,1,Hungary,<=50K
279196,1,Private,Bachelors,Divorced,Tech-support,Not-in-family,White,Female,1,1,2,Ireland,<=50K
211870,0,Private,1st-4th,Never-married,Priv-house-serv,Own-child,Other,Female,1,0,0,Guatemala,<=50K
111746,1,Without-pay,5th-6th,Married-AF-spouse,Craft-repair,Wife,Other,Male,1,0,2,Portugal,<=50K
170721,4,Without-pay,7th-8th,Married-AF-spouse,Farming-fishing,Husband,White,Male,1,2,4,Portugal,>50K
164427,2,Local-gov,Masters,Divorced,Protective-serv,Unmarried,Black,Female,3,1,1,Trinadad&Tobago,<=50K
347934,0,Private,10th,Married-AF-spouse,Other-service,Unmarried,Black,Female,0,0,1,Outlying-US(Guam-USVI-etc),<=50K
178107,0,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,1,1,0,Ireland,<=50K
343121,2,Federal-gov,Assoc-acdm,Married-AF-spouse,Armed-Forces,Unmarried,Black,Female,1,1,2,Holand-Netherlands,<=50K
403107,0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Female,0,0,1,Guatemala,<=50K
324960,0,Without-pay,Preschool,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,1,1,4,Hungary,<=50K
114060,4,Local-gov,7th-8th,Widowed,Protective-serv,Husband,Amer-Indian-Eskimo,Male,1,3,0,Trinadad&Tobago,>50K
48925,3,Federal-gov,Assoc-acdm,Married-AF-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,2,2,2,Holand-Netherlands,>50K
388093,0,Self-emp-inc,12th,Never-married,Armed-Forces,Own-child,Black,Female,0,1,1,Holand-Netherlands,<=50K
249609,0,Without-pay,12th,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,0,2,0,Trinadad&Tobago,<=50K
186035,2,Federal-gov,Assoc-acdm,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,3,3,4,Trinadad&Tobago,>50K
85812,1,Without-pay,Assoc-voc,Married-AF-spouse,Adm-clerical,Wife,Other,Female,2,3,1,Hong,>50K
202692,4,Self-emp-not-inc,Doctorate,Married-AF-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,4,3,4,Hong,>50K
109339,2,Private,Preschool,Separated,Priv-house-serv,Other-relative,Other,Female,4,4,1,Honduras,<=50K
197202,3,Local-gov,9th,Separated,Transport-moving,Unmarried,Black,Male,2,0,1,Haiti,<=50K
101739,2,Self-emp-inc,Bachelors,Married-AF-spouse,Exec-managerial,Wife,Other,Female,3,3,3,Hong,>50K
190942,4,Local-gov,1st-4th,Widowed,Priv-house-serv,Other-relative,Other,Female,1,4,0,Guatemala,<=50K
102345,1,Private,Preschool,Separated,Machine-op-inspct,Unmarried,Other,Male,1,1,2,Ireland,<=50K
41493,1,Without-pay,Preschool,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Female,4,4,4,Greece,<=50K
245724,4,Without-pay,Bachelors,Divorced,Farming-fishing,Not-in-family,White,Male,4,4,4,Greece,>50K
27053,2,Without-pay,Preschool,Separated,Other-service,Unmarried,Black,Female,0,4,4,Haiti,<=50K
205343,4,Federal-gov,7th-8th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,4,0,Hungary,<=50K
229328,2,Private,9th,Married-AF-spouse,Machine-op-inspct,Wife,Black,Female,2,3,1,Hong,<=50K
114053,1,Local-gov,Masters,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,1,1,3,Ireland,<=50K
264052,3,Self-emp-inc,Prof-school,Married-civ-spouse,Armed-Forces,Husband,White,Male,4,3,3,France,>50K
334273,4,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,3,4,France,>50K
27337,0,Private,12th,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,0,0,0,Holand-Netherlands,<=50K
188436,3,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,3,3,Greece,>50K
433665,4,Without-pay,Preschool,Separated,Priv-house-serv,Other-relative,Other,Female,0,0,1,Honduras,<=50K
242718,0,Self-emp-inc,11th,Never-married,Handlers-cleaners,Own-child,White,Female,1,0,0,Greece,<=50K
22463,2,Self-emp-inc,Assoc-voc,Married-AF-spouse,Craft-repair,Wife,White,Male,3,3,3,Portugal,>50K
350162,2,Self-emp-inc,Bachelors,Married-AF-spouse,Exec-managerial,Wife,Other,Female,3,3,3,Hong,>50K
168387,3,State-gov,Doctorate,Married-AF-spouse,Prof-specialty,Wife,Other,Male,4,3,3,France,>50K
267147,0,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,0,1,0,Ireland,<=50K
214242,2,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,4,4,France,>50K
200408,0,Without-pay,Some-college,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,1,1,0,Holand-Netherlands,<=50K
136455,1,State-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,Other,Female,4,1,2,Ireland,<=50K
51290,4,Self-emp-not-inc,7th-8th,Widowed,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,1,4,0,Hungary,<=50K
45612,3,Federal-gov,Assoc-acdm,Separated,Armed-Forces,Unmarried,Black,Female,0,0,2,Haiti,<=50K
410114,3,Local-gov,Doctorate,Married-civ-spouse,Protective-serv,Husband,White,Male,3,3,3,Taiwan,>50K
339772,2,Local-gov,Masters,Separated,Protective-serv,Unmarried,Black,Female,0,1,4,Trinadad&Tobago,<=50K
109881,0,Private,12th,Married-AF-spouse,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,0,0,0,Outlying-US(Guam-USVI-etc),<=50K
369027,3,Local-gov,10th,Separated,Transport-moving,Husband,Black,Male,2,2,2,Trinadad&Tobago,<=50K
51048,3,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,4,3,Greece,>50K
102388,3,Self-emp-inc,Prof-school,Married-civ-spouse,Armed-Forces,Husband,Other,Male,4,4,3,Holand-Netherlands,>50K
462440,4,Local-gov,10th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,4,0,Haiti,<=50K
34383,1,Self-emp-not-inc,7th-8th,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,2,3,4,Portugal,>50K
241832,3,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Female,4,4,1,Guatemala,<=50K
153614,2,Self-emp-inc,HS-grad,Married-AF-spouse,Craft-repair,Husband,White,Male,2,3,3,Portugal,>50K
154374,3,Self-emp-inc,Prof-school,Married-civ-spouse,Armed-Forces,Husband,White,Male,4,4,3,Holand-Netherlands,>50K
226181,0,Private,12th,Never-married,Armed-Forces,Own-child,Other,Male,0,1,0,Holand-Netherlands,<=50K
175697,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Other,Male,4,4,3,Greece,>50K
188563,2,Self-emp-inc,Bachelors,Married-AF-spouse,Exec-managerial,Husband,White,Male,3,3,3,Greece,>50K
55849,1,Without-pay,Assoc-voc,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,2,2,2,Portugal,>50K
130959,0,Without-pay,11th,Never-married,Armed-Forces,Own-child,Black,Female,0,0,0,Haiti,<=50K
143774,2,Federal-gov,Assoc-acdm,Separated,Armed-Forces,Unmarried,Black,Female,4,1,4,Haiti,<=50K
106742,1,Private,HS-grad,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,2,0,2,Portugal,<=50K
219288,4,Without-pay,7th-8th,Married-AF-spouse,Farming-fishing,Husband,Other,Male,1,0,4,Portugal,<=50K
174524,3,Private,HS-grad,Married-AF-spouse,Machine-op-inspct,Husband,White,Male,2,3,2,Portugal,>50K
335183,3,Self-emp-inc,Prof-school,Married-civ-spouse,Armed-Forces,Husband,Black,Male,4,3,4,Haiti,>50K
111900,1,State-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,1,1,2,France,<=50K
194360,1,Local-gov,Masters,Divorced,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,3,1,3,Hong,>50K
