"","Area","Perimeter","MajorAxisLength","MinorAxisLength","AspectRation","Eccentricity","ConvexArea","EquivDiameter","Extent","Solidity","roundness","Compactness","ShapeFactor1","ShapeFactor2","ShapeFactor3","ShapeFactor4","Class"
"161",33969,666.389,222.361832581153,194.769037195583,1.14166931142069,0.482473840558548,34260,207.967964107717,0.764705882352941,0.991506129597198,0.961251403316644,0.935268259366488,0.00654602233157151,0.00308959837673042,0.874726716978421,0.998648648654037,"SEKER"
"168",34051,677.272,227.620945797896,190.664003626731,1.19383282354396,0.546225424350395,34502,208.218826569014,0.757901531339031,0.986928294011941,0.932853600767972,0.914761274886763,0.00668470663997814,0.00288730857039714,0.836788190032456,0.998985207614686,"SEKER"
"170",34060,662.146,220.43837742334,196.882203013011,1.11964603224585,0.449779933921597,34367,208.246341849454,0.789083495505514,0.991067011959147,0.976218397502057,0.944691864835896,0.0064720604058526,0.00317967715520119,0.892442719487124,0.999219949880452,"SEKER"
"171",34082,668.346,230.626946957561,188.391282903796,1.22419118020091,0.576827653379046,34364,208.313586123574,0.801740766878382,0.991793737632406,0.958809282221966,0.903249116686731,0.00676682550782116,0.00277840097423797,0.815858966795359,0.998767351438704,"SEKER"
"172",34097,680.595,227.819142013653,190.810171228547,1.19395701259959,0.546359010060335,34502,208.35942204958,0.762250737726907,0.988261550055069,0.925014467241924,0.914582594807124,0.00668150107087583,0.00288366983043577,0.836461322724132,0.998698862034808,"SEKER"
"179",34179,677.064,225.060501742526,193.592892794246,1.16254526958138,0.509987930350184,34576,208.609813766043,0.778015524344996,0.98851804720037,0.936935664759438,0.926905486084345,0.00658475969871928,0.00299820624129148,0.859153780133255,0.998805162936881,"SEKER"
"182",34207,661.138,226.873517660477,192.194708068254,1.18043581917931,0.531362195205578,34421,208.695244571494,0.774299425053194,0.993782865111415,0.983423568596852,0.919874856808156,0.00663237108371027,0.00292929812233685,0.846169752187825,0.998849084588585,"SEKER"
"183",34220,677.527,233.183019314855,186.959104240898,1.24724078167596,0.59763297902688,34577,208.73489698859,0.773752995975218,0.989675217630217,0.936777940865714,0.895154791296126,0.00681423200803201,0.00269891521181276,0.801302100380411,0.999416658037052,"SEKER"
"186",34246,684.324,229.908504189669,189.991144417768,1.2101011596842,0.563116981029543,34732,208.814179233596,0.779558388345094,0.986007140389266,0.918959080399892,0.908249044416946,0.00671344110814895,0.0028180243711208,0.824916326684295,0.998232203563095,"SEKER"
"190",34276,689.626,229.558977214963,190.411506578501,1.20559403861616,0.55855630265462,34738,208.905621358886,0.763113367174281,0.986700443318556,0.905675761120146,0.910030284562838,0.00669736775630069,0.00283339609376959,0.82815511882152,0.998418874300681,"SEKER"
"206",34425,680.503,232.645666600276,188.554405145298,1.23383840553076,0.58576782462685,34791,209.359192125658,0.758928571428571,0.989480037940847,0.934165286025574,0.89990583183899,0.00675804405520046,0.00273394042326226,0.809830506177824,0.999199980492618,"SEKER"
"211",34461,675.775,246.725439312431,178.157783722004,1.38487038937024,0.691799925363614,34691,209.46863237993,0.770181476846058,0.993370038338474,0.948273245107533,0.848994870426305,0.00715955541953022,0.00229448954409669,0.720792290010178,0.998203899321464,"SEKER"
"215",34483,687.567,233.740724315387,188.587866479368,1.23942610242615,0.590790465329702,35051,209.535484396087,0.740677893289801,0.983795041510941,0.916610562183915,0.896444062153926,0.00677843355611133,0.00270023701100326,0.803611956571032,0.996017635195889,"SEKER"
"225",34600,673.252,231.434916466981,190.457822307481,1.21515049192018,0.568123459417987,34919,209.890657838401,0.777790266381926,0.990864572295885,0.959247461028054,0.906910076675253,0.00668887041812085,0.00279119034875542,0.822485887175113,0.999444130398243,"SEKER"
"227",34622,683.382,235.92880475975,187.053084797932,1.26129331154638,0.609433751958981,35010,209.957375478502,0.763726203869146,0.988917452156527,0.931611723511519,0.889918361991893,0.00681441871526054,0.0026363875341415,0.791954691010334,0.998887154819118,"SEKER"
"235",34671,674.874,235.589519493412,187.64972443296,1.25547490253619,0.604623586529932,35015,210.10589771711,0.765769944341373,0.990175639011852,0.956601016661472,0.891830409811526,0.00679500214857986,0.00265154174458171,0.795361479864594,0.998556376414039,"SEKER"
"239",34703,676.387,230.769315544459,191.762660929521,1.20341110425701,0.556315398410006,35025,210.202835187693,0.773239750445633,0.990806566738044,0.953205150506494,0.910878617860252,0.00664983763779669,0.00282379285092195,0.829699856475004,0.998470020482471,"SEKER"
"247",34761,687.872,229.737021397124,192.887572598501,1.19104107279801,0.54320266910642,35171,210.378420505856,0.776816840976133,0.988342668675898,0.923181009636135,0.91573582362329,0.00660904523451925,0.00286681259365223,0.838572098667026,0.998773812014856,"SEKER"
"248",34766,669.475,232.175332190538,190.994047329458,1.21561554109613,0.568579226054799,35054,210.393550310514,0.752103839913467,0.991784104524448,0.974755876299174,0.906183909916197,0.0066782296551383,0.00277783534176017,0.821169278591006,0.998226136925921,"SEKER"
"250",34772,671.947,228.047674630307,194.336638048155,1.17346722121332,0.5232560944664,35103,210.411704640049,0.763179842851499,0.990570606500869,0.96776407502179,0.922665425030758,0.00655837094876071,0.00293192412111733,0.85131148654719,0.99898612450551,"SEKER"
"254",34794,693.537,237.490550847999,186.993337716811,1.27004819395043,0.61647855836511,35187,210.4782571182,0.747197526091998,0.988831102395771,0.909023168065601,0.886259501132374,0.00682561794700233,0.00259755860482031,0.785455903347404,0.997566851474074,"SEKER"
"257",34841,675.857,231.956964125302,191.611272370017,1.2105601160947,0.563576479016081,35137,210.620366959413,0.789079132128459,0.991575831744315,0.958497188007509,0.908014845571253,0.00665758629560869,0.00279169753746849,0.824490959777787,0.998095871987632,"SEKER"
"268",34895,677.7,225.369838410819,197.232923868121,1.14265830466272,0.483847618930669,35227,210.783523818949,0.763032449925654,0.990575410906407,0.954768529025381,0.935278319873129,0.00645851378165407,0.00304842716294364,0.874745535624704,0.99953525074821,"SEKER"
"271",34912,676.03,230.310606076524,193.113979153455,1.19261488518919,0.544911378424838,35245,210.834861884353,0.774376719013397,0.990551851326429,0.959958934583343,0.915437050321075,0.00659688949577579,0.0028578071226283,0.83802499310055,0.999441080932281,"SEKER"
"272",34924,816.638,258.319787463974,181.639925775712,1.42215312168177,0.711032481820071,37992,210.871092993636,0.712095261397928,0.919246157085702,0.658073911453909,0.816318002828353,0.00739662660245031,0.00202605371610072,0.666375081741671,0.947687402709862,"SEKER"
"281",34980,675.203,233.008682688639,191.342760140273,1.2177554171259,0.570665001114299,35276,211.040089259922,0.785290948275862,0.991609025966663,0.964186269651433,0.905717704699988,0.00666119733243681,0.00276505319825998,0.820324560607015,0.998954677480616,"SEKER"
"288",35062,701.948,223.264100757669,200.252371364798,1.11491364240052,0.442171640656619,35579,211.287304203315,0.778740227434257,0.985468956406869,0.894204121957755,0.9463559232599,0.0063676943915826,0.00315050369662331,0.895589533489098,0.998504988878116,"SEKER"
"291",35081,677.561,234.795275157432,190.579238761587,1.23200867357414,0.584098759905428,35395,211.34454445018,0.768443879786209,0.991128690493007,0.96025157469061,0.900122646456458,0.00669294704134524,0.00271021600022533,0.810220778663778,0.998199026823769,"SEKER"
"293",35083,685.515,227.984772665586,196.194184273196,1.16203634429919,0.509351983786621,35477,211.350568837521,0.782700845548045,0.988894213152183,0.938150821312875,0.927038092791992,0.00649844006115744,0.00296059635733801,0.859399625487414,0.998653599093489,"SEKER"
"297",35091,685.847,232.503681071645,192.62691667872,1.20701553594109,0.560004226430895,35452,211.374664669874,0.762367203284886,0.989817217646395,0.937456494320012,0.909123948901004,0.00662573540428159,0.0027919410559069,0.826506354465355,0.997606010393719,"SEKER"
"308",35149,682.373,238.929221311281,187.422334154177,1.27481723237282,0.620222204244549,35509,211.549277375027,0.782549648232256,0.989861725196429,0.948591369225064,0.885405628553978,0.00679761078014399,0.00257694512556358,0.783943127075065,0.999384207595527,"SEKER"
"311",35175,706.545,226.797234116321,197.679157529116,1.14729967969899,0.490196672121028,35707,211.627505268241,0.773552955665025,0.985100960595962,0.885450556817002,0.933113254633873,0.00644768256194232,0.0030152327706356,0.87070034597342,0.998954228049104,"SEKER"
"317",35246,683.282,240.090358737129,186.985513491286,1.28400513095533,0.627256068308807,35599,211.840980439894,0.781282557134307,0.990083991123346,0.948679990984115,0.882338556009387,0.00681184698227114,0.00254674624977945,0.778521327420731,0.999625378966376,"SEKER"
"319",35254,687.045,225.063640101738,199.692033617845,1.12705367372064,0.461251975326137,35676,211.865020496762,0.769805223163595,0.98817131965467,0.938529434058568,0.941356055562732,0.00638405968405678,0.00309237664063666,0.886151223344625,0.9987399917426,"SEKER"
"323",35277,676.858,238.552548526479,188.774182075354,1.26369266127322,0.611387126236739,35527,211.934120470542,0.78755609135356,0.992963098488474,0.967623431363695,0.888416920211681,0.00676226857517588,0.00259860017429926,0.789284624118408,0.997413187154222,"SEKER"
"326",35288,676.973,232.621305702862,193.387722043394,1.20287525622058,0.555762067794155,35608,211.967160321155,0.794953818427574,0.991013255448214,0.96759633128344,0.911211291161399,0.00659207962204891,0.00280335809718397,0.830306017140024,0.998754563108797,"SEKER"
"330",35313,691.229,233.156694785761,193.117146052861,1.20733295593515,0.560326339406872,35743,212.042231744605,0.773898750821828,0.987969672383404,0.928753744489397,0.909440888838481,0.00660257397518651,0.00278606307207021,0.827082730291326,0.998564237565543,"SEKER"
"340",35354,681.226,237.289685150932,189.889846207567,1.24961755401894,0.599673407374131,35666,212.165291375774,0.768565217391304,0.991252172937812,0.95733952878303,0.894119317663652,0.0067118200246346,0.00264607395021722,0.799449354219314,0.999005946581558,"SEKER"
"348",35410,704.701,228.550568204841,197.433811050332,1.15760601990597,0.503746100020513,35997,212.333257590685,0.765952844473286,0.983693085534906,0.896037148330982,0.929042790216907,0.00645440746130587,0.00296605370780759,0.863120506054016,0.999153493712413,"SEKER"
"349",35412,675.129,228.003368422639,197.942791770045,1.15186497262056,0.496289108519473,35693,212.339253926733,0.795918367346939,0.992127307875494,0.976307875846077,0.931298758416278,0.00643859054621708,0.00298762899875987,0.8673173774277,0.99903250720409,"SEKER"
"352",35437,685.657,228.037132015471,198.233124313427,1.15034827204217,0.494281411525393,35804,212.414193844903,0.781549115610251,0.989749748631438,0.947224634601994,0.931489498957968,0.00643500104454302,0.00298841038964524,0.867672686668966,0.99812577580783,"SEKER"
"359",35467,683.515,226.947476005845,199.261077840254,1.13894533978074,0.478650981559671,35845,212.504086862164,0.766721431968524,0.989454596177989,0.953977692494037,0.936358009360238,0.00639883486073943,0.00303422920098365,0.876766321693067,0.998588916169023,"SEKER"
"362",35499,688.485,228.519750691063,197.998262563158,1.1541502825974,0.499284173094856,35887,212.599930852655,0.771650291279019,0.989188285451556,0.941102696501313,0.930335037604997,0.00643735740981614,0.00297471178818617,0.865523282195491,0.998943940740556,"SEKER"
"363",35507,682.142,239.232413666491,189.116163141886,1.26500247092579,0.612446176853882,35835,212.623885099749,0.781920281876239,0.990846937351751,0.958902086844267,0.88877540397249,0.00673761268669533,0.00259330689178559,0.789921718706463,0.999252926001623,"SEKER"
"365",35511,702,224.14210686629,204.151325527742,1.09792138888577,0.41282134262359,36641,212.635861211345,0.759074002821598,0.969160230343058,0.905521032472359,0.948665398858729,0.00631190636327589,0.00315349794836132,0.899966038991791,0.988091963479897,"SEKER"
"370",35544,683.35,232.234703515348,195.029380887113,1.1907677830848,0.542904714711566,35949,212.734638406787,0.784462591039506,0.988734039889844,0.956510554906844,0.916032940756108,0.00653372449683064,0.00283782065751689,0.839116348550284,0.999192714113435,"SEKER"
"374",35598,694.499,245.397667962786,185.348636543777,1.32397881386533,0.655380253739297,36045,212.896174962075,0.753636074944427,0.987598834789846,0.927453646878142,0.867555819619116,0.00689358020008951,0.00240887522462835,0.752653100154996,0.996496758795274,"SEKER"
"379",35610,678.391,234.428595260664,193.826015919139,1.20947951258753,0.562493166292973,35888,212.932055332257,0.756806154761652,0.992253678109675,0.972347904113349,0.908302398414729,0.00658322368044548,0.00276401387051415,0.82501324696595,0.997836619818635,"SEKER"
"384",35652,680.437,227.476881974933,199.809697736229,1.13846767475334,0.477974624433388,36002,213.057589043193,0.798978082560172,0.990278317871229,0.967649150322498,0.936612051270647,0.00638048025285911,0.00302881046802005,0.87724213458541,0.998711813157113,"SEKER"
"386",35677,689.725,235.973947683876,192.7272628363,1.22439318761202,0.577018460325792,36120,213.132276386089,0.768437149995692,0.987735326688815,0.942423824783019,0.903202571631395,0.00661417573461548,0.00271516454688668,0.815774885401566,0.998829212310651,"SEKER"
"397",35704,683.565,241.104351986157,188.654697598884,1.27801933932645,0.622699878681622,35994,213.212909330613,0.766311813186813,0.991943101628049,0.960211940512756,0.884317962634101,0.00675286668121657,0.00254742686862182,0.782018259037327,0.999434458756105,"SEKER"
"400",35725,684.673,235.155394856775,193.905126256892,1.2127342860716,0.565741088489669,36053,213.275602767086,0.765727146072232,0.990902282750395,0.9576695917646,0.906956027511017,0.00658237634308678,0.00274730829581151,0.822569235838565,0.997557914969145,"SEKER"
"401",35730,698.169,242.216334704889,187.990912864718,1.28844703722032,0.630575224137081,36142,213.29052705966,0.78629431570608,0.988600520170439,0.92113176134216,0.88057862538267,0.00677907457892215,0.00251433263468652,0.775418715480833,0.999085946566464,"SEKER"
"402",35734,700.162,249.469799434674,182.915041249451,1.36385612539353,0.679996702477815,36085,213.302465741881,0.766495066495066,0.990272966606623,0.915997786114641,0.855023198099519,0.00698130070618107,0.00230158860866111,0.73106466928833,0.997067027267686,"SEKER"
"404",35736,684.029,235.661573311109,193.377657525935,1.21865977862258,0.571540919940107,36088,213.308434832418,0.752970922882427,0.990246065174019,0.959769124488874,0.905147291666506,0.00659451458784163,0.00273048390659808,0.81929161961121,0.998437743782733,"SEKER"
"405",35738,684.449,237.850027560178,191.889282215502,1.23951700071012,0.590871260020411,36051,213.314403755924,0.799168138822424,0.991317855260603,0.958645243764663,0.896844141428379,0.0066553815983037,0.0026559544727134,0.804329414014406,0.996979982842068,"SEKER"
"409",35772,693.316,245.51020839419,185.67799338822,1.32223643693129,0.654231453759253,36140,213.415849913417,0.74641627543036,0.989817376867737,0.935170159955623,0.869274851377087,0.00686319491205944,0.00241732229328198,0.755638767236656,0.999133111198145,"SEKER"
"412",35789,685.127,233.61876741028,195.22443658144,1.19666764827785,0.549256353317525,36146,213.466554913239,0.777075733889178,0.990123388480053,0.958114167360857,0.913738897262266,0.00652766960267902,0.0028068963708463,0.834918772370062,0.99912028383511,"SEKER"
"415",35804,683.756,236.584733687132,192.932802052645,1.22625458797087,0.578769272302695,36096,213.511284619099,0.785347663961395,0.991910460992908,0.962363431046353,0.902472789733986,0.00660777381541539,0.0027037802861422,0.814457136210244,0.998731799983432,"SEKER"
"417",35822,691.654,235.405304224263,194.237923335661,1.21194306539954,0.564955654498953,36203,213.564947899937,0.749539671911617,0.989476010275392,0.940983282341824,0.907222327057172,0.0065715287874564,0.00274600356503679,0.82305235071103,0.997492588905027,"SEKER"
"431",35954,710.093,251.660768946373,182.014821914745,1.38263887687262,0.690581427553808,36380,213.958067366968,0.794563535911602,0.98829026937878,0.896038386212161,0.850184429868609,0.00699952074724296,0.00225580033249677,0.722813564791011,0.999390135410937,"SEKER"
"432",35955,683.377,242.60431695136,188.873692129594,1.28447913637914,0.627612744621019,36232,213.961042788057,0.743624744059068,0.992354824464562,0.967494358389172,0.881934194233461,0.00674744310808956,0.00251804634741867,0.777807922958225,0.999078049150233,"SEKER"
"435",35969,704.8,222.254153332092,206.8145460189,1.0746543587499,0.366211228847782,36555,214.002694339532,0.81179470975896,0.983969361236493,0.90992675937218,0.962873769201374,0.00617904732775702,0.00327626262358287,0.927125895416061,0.996339884618773,"SEKER"
"437",35975,685.086,235.363792371045,194.902669661328,1.20759655462916,0.560593501793645,36307,214.020542523019,0.767614048563991,0.99085575784284,0.963208887967389,0.909318040667962,0.00654242647313536,0.00275919149817686,0.826859299084221,0.998512440737186,"SEKER"
"442",36006,693.059,229.383392530249,199.926754201879,1.14733715077786,0.490247283891138,36489,214.112734436171,0.772329472329472,0.986763134095207,0.941985734733632,0.933427359646079,0.0063706991204313,0.00298324528184593,0.871286635735851,0.999659526156,"SEKER"
"452",36082,683.764,234.153491346077,196.331650889249,1.19264260390783,0.544941364491841,36409,214.338585544307,0.786083091871637,0.991018704166552,0.969813003747385,0.915376423866841,0.00648948205049821,0.0028105330005425,0.837913997371247,0.999331931675658,"SEKER"
"456",36104,698.492,247.968257777305,185.621901987765,1.3358782294648,0.663054390006564,36456,214.403919094587,0.755946398659966,0.990344524906737,0.929912984227519,0.864642599889294,0.00686816579263529,0.00236792012408476,0.747606825543317,0.998711682442606,"SEKER"
"462",36120,683.177,229.65960220264,200.469554959091,1.14560838053192,0.487901588674313,36437,214.451421902104,0.763539508730394,0.991300052144798,0.972503408020545,0.933779471205747,0.00635823926363899,0.00298190578064692,0.871944100845284,0.998906469283731,"SEKER"
"469",36147,710.044,241.696021950513,190.868238470167,1.2662977553926,0.613488463268173,36675,214.531559038622,0.786146150500218,0.98560327198364,0.900972632578604,0.887608978035012,0.00668647528012041,0.00256014021563601,0.787849697888359,0.997652304022769,"SEKER"
"471",36154,679.696,234.968094635598,196.135972372372,1.1979857228306,0.550652642888043,36386,214.552330447271,0.784285652305957,0.993623921288408,0.98341491213136,0.913112611224988,0.00649908985549589,0.00278695315025672,0.833774640778116,0.998850115710393,"SEKER"
"473",36156,687.239,238.867790590001,193.076136841253,1.23716889356658,0.588774860085622,36461,214.558264766111,0.7627365356623,0.991634897561778,0.961999059174175,0.898230206074054,0.00660658785789361,0.00265281888181534,0.806817503103837,0.998169517625122,"SEKER"
"474",36156,683.782,238.97981067538,192.874917892634,1.23904037542305,0.590447291960557,36404,214.558264766111,0.780401467731491,0.993187561806395,0.971750814708479,0.897809167057873,0.00660968610121085,0.00264909016026301,0.806061300453152,0.998742496327468,"SEKER"
"475",36166,684.301,238.569252898833,193.282952591399,1.23430054073713,0.586187457219617,36460,214.587933898651,0.787347063177603,0.991936368623149,0.970545706461057,0.899478584483175,0.00659650646736806,0.00266352677195221,0.809061723943857,0.998625323353618,"SEKER"
"481",36244,701.396,237.532307801505,194.531878554399,1.22104566905255,0.573836067790455,36667,214.819212500608,0.745485211238636,0.988463741238716,0.925804774433721,0.904378922130131,0.0065537001379954,0.00270438212634188,0.817901234793257,0.99869476045704,"SEKER"
"486",36261,701.08,232.458815965866,198.929629621199,1.16854797552538,0.51736821057913,36685,214.869586334692,0.766633544049557,0.988442142565081,0.927074178266159,0.924333996290524,0.00641071167275767,0.00288670040184875,0.85439333669841,0.998399603901304,"SEKER"
"487",36265,684.137,240.947332496924,191.895025336492,1.25562052520339,0.604745261300947,36514,214.881437285357,0.749834587709867,0.993180697814537,0.973669100934303,0.891819116893938,0.00664407369355919,0.00259251521518327,0.795341337257483,0.998646907603206,"SEKER"
"489",36278,689.943,246.548342581663,187.749212735101,1.3131791020052,0.648152282216561,36580,214.919948361948,0.746153846153846,0.991744122471296,0.957694018583651,0.871715242988342,0.00679608419928506,0.00242067828580398,0.759887464858224,0.997868338727532,"SEKER"
