buying,maint,doors,persons,lug_boot,safety,class
low,low,5more,more,med,high,vgood
med,low,2,4,big,med,good
high,med,3,more,med,high,acc
high,med,3,more,med,high,vgood
high,med,3,more,small,med,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,high,3,2,med,low,unacc
high,med,3,more,med,high,vgood
vhigh,high,5more,2,small,low,unacc
vhigh,high,3,more,med,high,vgood
low,high,5more,2,med,low,vgood
vhigh,high,3,2,small,low,unacc
high,med,3,more,small,med,acc
high,high,3,more,med,high,acc
low,low,5more,4,big,med,good
high,high,3,more,med,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,high,3,2,med,low,unacc
high,med,3,more,med,high,acc
low,low,4,4,big,med,good
high,vhigh,2,2,small,med,acc
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,high,3,2,small,low,unacc
high,vhigh,2,2,small,med,acc
high,vhigh,3,4,small,med,acc
high,vhigh,2,2,small,med,good
low,low,5more,2,big,low,vgood
vhigh,high,3,2,small,low,unacc
med,low,4,more,med,high,vgood
high,med,3,more,med,high,acc
high,med,3,more,med,high,acc
high,med,3,more,small,med,acc
vhigh,vhigh,3,2,small,low,unacc
med,low,4,4,big,med,good
vhigh,high,5more,2,small,low,unacc
high,low,2,4,small,med,good
high,high,3,2,med,low,unacc
high,high,3,more,med,high,acc
vhigh,high,3,2,small,low,unacc
vhigh,high,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,low,5more,2,big,low,vgood
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,high,3,2,small,low,unacc
low,low,5more,2,big,low,good
vhigh,vhigh,5more,2,small,low,unacc
med,low,2,4,big,med,good
low,low,4,4,big,med,good
vhigh,vhigh,2,2,small,low,unacc
high,vhigh,3,2,small,med,acc
vhigh,vhigh,5more,2,small,low,unacc
low,vhigh,5more,2,big,low,good
low,low,5more,2,big,low,vgood
high,med,3,more,med,high,acc
low,vhigh,5more,2,small,low,unacc
med,vhigh,2,2,small,med,good
high,vhigh,2,2,small,med,good
med,low,2,4,big,med,good
vhigh,high,5more,2,med,low,vgood
low,low,5more,4,big,med,good
med,vhigh,2,2,small,med,good
low,vhigh,5more,2,small,low,unacc
high,med,3,more,med,high,acc
vhigh,vhigh,5more,2,small,low,unacc
low,low,5more,more,med,high,vgood
vhigh,high,5more,2,med,low,unacc
vhigh,high,3,2,small,low,unacc
low,low,5more,2,med,high,vgood
med,low,2,2,big,med,good
vhigh,vhigh,5more,2,small,low,unacc
high,high,3,4,small,med,acc
high,low,2,4,small,med,good
high,vhigh,2,2,small,low,unacc
low,vhigh,5more,2,big,low,unacc
high,low,2,4,small,med,acc
high,vhigh,2,2,small,med,unacc
med,low,2,4,small,med,good
vhigh,high,3,2,med,low,unacc
high,high,3,more,med,high,acc
high,med,3,more,small,med,acc
low,low,5more,2,big,med,good
high,med,3,more,med,high,acc
low,high,5more,2,med,low,vgood
low,low,5more,2,big,low,good
high,med,3,more,med,high,acc
vhigh,vhigh,5more,2,small,low,unacc
low,low,5more,2,big,med,good
high,med,2,4,small,med,good
high,med,3,more,med,high,acc
vhigh,high,5more,2,small,low,unacc
high,high,3,more,med,high,acc
vhigh,high,3,2,small,low,unacc
high,high,3,more,med,high,acc
vhigh,high,3,2,med,low,unacc
vhigh,high,5more,2,med,low,unacc
vhigh,high,3,2,small,low,unacc
high,vhigh,2,2,small,med,acc
low,low,5more,2,big,low,vgood
low,low,5more,2,big,low,good
high,low,2,4,small,med,good
low,low,5more,more,med,high,vgood
vhigh,vhigh,5more,2,small,low,unacc
vhigh,high,5more,2,med,low,unacc
low,high,5more,2,med,low,vgood
low,low,5more,more,med,high,vgood
vhigh,high,5more,2,med,low,vgood
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,2,big,med,good
high,high,3,2,med,low,unacc
high,med,2,4,small,med,acc
high,vhigh,2,2,small,med,good
low,low,5more,more,med,high,vgood
high,med,3,more,med,high,acc
low,low,5more,2,big,low,good
high,high,3,more,med,high,acc
med,low,2,4,big,med,good
high,med,3,more,med,high,acc
low,low,5more,2,big,med,good
high,vhigh,2,2,small,med,unacc
vhigh,vhigh,2,2,small,low,unacc
high,low,2,4,small,med,good
vhigh,high,5more,2,med,low,vgood
med,low,4,4,big,med,good
high,vhigh,2,2,small,low,unacc
high,med,3,more,med,high,acc
med,vhigh,2,2,small,med,good
vhigh,high,3,more,med,high,vgood
med,low,2,2,small,med,good
low,low,5more,2,big,med,good
low,high,5more,2,med,low,vgood
high,med,3,more,small,med,acc
vhigh,high,3,2,small,low,unacc
high,med,3,more,med,high,vgood
vhigh,high,3,2,small,low,unacc
high,high,3,more,med,high,acc
low,high,5more,2,med,low,vgood
vhigh,high,5more,2,med,low,unacc
low,low,5more,2,big,low,good
low,low,5more,2,big,low,good
high,med,3,more,med,high,acc
high,med,3,more,med,high,acc
low,high,5more,2,med,low,vgood
high,med,3,more,med,high,acc
high,low,3,more,med,high,acc
low,low,5more,2,big,med,good
vhigh,high,3,2,med,low,unacc
low,low,5more,more,med,high,vgood
high,vhigh,2,4,small,med,acc
high,vhigh,3,2,small,med,acc
low,low,5more,2,big,med,good
low,low,5more,more,med,high,vgood
med,low,2,more,big,med,good
high,high,3,more,med,high,acc
low,high,5more,2,med,low,vgood
med,low,4,more,med,high,acc
high,high,3,2,small,low,unacc
high,med,2,4,small,med,acc
low,low,5more,4,big,med,good
vhigh,high,5more,2,med,low,vgood
high,med,3,more,small,high,acc
low,low,5more,2,big,low,good
vhigh,vhigh,5more,2,small,low,unacc
low,low,5more,more,med,high,vgood
vhigh,high,3,2,small,low,unacc
high,med,3,more,med,high,acc
low,low,5more,4,big,med,good
high,high,3,more,med,high,acc
high,low,2,4,small,med,acc
vhigh,high,3,2,small,low,unacc
high,vhigh,2,2,small,med,unacc
low,vhigh,5more,2,med,low,unacc
low,low,5more,2,big,low,vgood
low,vhigh,5more,2,small,low,unacc
vhigh,high,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,high,3,2,med,low,unacc
vhigh,high,5more,2,small,low,unacc
low,high,5more,2,med,low,unacc
high,med,3,more,small,med,acc
low,low,5more,2,big,low,good
low,low,5more,4,big,med,good
med,low,2,4,small,med,good
low,low,5more,4,big,med,good
high,vhigh,2,2,small,med,good
low,low,5more,2,big,med,good
low,low,5more,2,big,low,good
vhigh,high,3,2,med,low,unacc
vhigh,high,5more,2,med,low,vgood
high,vhigh,3,2,small,med,acc
high,high,3,2,small,low,unacc
vhigh,high,3,2,med,low,unacc
vhigh,high,5more,2,small,low,unacc
vhigh,high,3,2,small,low,unacc
vhigh,high,5more,2,med,low,unacc
vhigh,high,5more,2,small,low,unacc
low,low,5more,2,big,low,vgood
low,high,5more,2,med,low,vgood
vhigh,high,3,2,small,low,unacc
med,low,4,4,big,med,good
low,vhigh,5more,2,big,low,unacc
vhigh,high,3,2,med,low,unacc
low,vhigh,5more,2,small,low,unacc
low,high,5more,2,med,low,vgood
high,med,3,more,med,high,acc
low,low,5more,more,med,high,vgood
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,2,big,med,good
high,med,3,more,med,high,acc
vhigh,high,5more,2,med,low,unacc
med,low,4,4,big,med,good
high,med,3,more,med,high,acc
high,vhigh,2,2,small,med,good
high,med,3,more,med,high,acc
med,low,2,4,big,med,good
vhigh,high,3,2,small,low,unacc
vhigh,high,3,2,small,low,unacc
low,low,5more,2,big,low,vgood
high,high,3,4,small,med,acc
low,low,5more,2,big,low,good
vhigh,vhigh,5more,2,small,low,unacc
high,low,2,4,small,med,good
low,vhigh,5more,2,big,low,unacc
low,high,5more,2,med,high,vgood
high,high,3,more,med,high,acc
high,vhigh,3,2,small,med,acc
low,low,5more,2,big,med,good
low,high,5more,2,med,low,vgood
vhigh,high,3,2,small,low,unacc
high,high,3,more,small,low,acc
low,vhigh,5more,2,small,low,unacc
high,low,2,4,small,med,good
high,med,3,more,med,high,vgood
low,vhigh,5more,2,big,low,unacc
med,low,2,4,big,med,good
vhigh,high,3,2,med,high,vgood
vhigh,high,3,2,small,low,unacc
vhigh,high,3,2,med,low,unacc
high,med,3,more,med,high,vgood
high,high,3,more,med,high,acc
med,low,2,4,big,med,good
high,vhigh,2,4,small,med,acc
high,med,3,more,med,high,vgood
vhigh,vhigh,2,2,small,low,unacc
high,high,3,2,small,low,unacc
low,vhigh,5more,2,small,low,good
vhigh,high,3,2,med,low,unacc
low,low,5more,4,big,med,good
vhigh,high,5more,2,med,low,vgood
high,vhigh,3,4,small,med,acc
vhigh,high,3,more,med,high,vgood
low,high,5more,2,med,low,unacc
low,low,2,2,small,med,good
low,vhigh,5more,2,big,low,unacc
high,high,3,more,med,high,vgood
high,med,3,more,med,high,acc
high,vhigh,3,2,small,med,acc
high,high,3,more,med,high,acc
vhigh,vhigh,5more,2,small,low,unacc
vhigh,high,5more,2,small,low,unacc
vhigh,high,3,2,med,low,unacc
low,low,5more,2,big,low,vgood
high,vhigh,2,2,small,med,acc
vhigh,vhigh,2,2,small,med,good
high,vhigh,2,2,small,med,acc
low,low,5more,4,big,med,good
vhigh,vhigh,5more,2,small,low,unacc
high,high,3,2,small,low,unacc
vhigh,high,3,2,small,low,unacc
high,high,3,more,med,high,acc
low,low,5more,4,big,med,good
high,vhigh,2,2,small,med,unacc
high,med,2,4,small,med,good
low,low,5more,4,big,med,good
high,med,3,more,med,high,acc
high,vhigh,2,2,small,med,unacc
med,low,4,more,med,high,vgood
high,vhigh,2,4,small,med,acc
low,low,5more,2,big,low,good
low,low,5more,more,med,high,vgood
low,low,5more,4,big,med,good
low,vhigh,5more,2,big,low,vgood
med,low,4,4,big,med,good
low,low,2,2,big,med,good
low,low,5more,2,big,low,vgood
high,high,3,more,med,high,acc
vhigh,high,3,2,small,low,unacc
low,high,5more,2,med,low,vgood
high,vhigh,2,4,small,med,acc
vhigh,high,3,2,small,low,unacc
vhigh,high,3,2,small,low,unacc
high,med,3,more,small,med,acc
high,med,3,more,small,med,acc
vhigh,high,3,2,small,low,unacc
high,med,3,more,small,med,acc
high,vhigh,2,2,small,med,unacc
vhigh,high,3,2,med,low,unacc
low,low,5more,2,big,low,good
high,high,3,more,small,low,acc
low,low,5more,more,med,high,vgood
high,med,3,more,small,med,acc
vhigh,high,3,2,small,low,unacc
vhigh,high,3,2,med,low,unacc
low,low,5more,2,big,low,vgood
low,low,5more,2,big,med,good
high,med,3,more,small,high,acc
low,high,5more,2,med,low,vgood
low,low,5more,more,med,high,vgood
vhigh,high,3,2,med,low,unacc
vhigh,high,3,2,med,low,unacc
vhigh,vhigh,5more,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,high,5more,2,med,low,unacc
low,low,5more,2,big,low,vgood
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,2,big,med,good
vhigh,high,5more,2,small,low,unacc
vhigh,vhigh,5more,2,small,low,unacc
vhigh,high,3,2,small,low,unacc
low,vhigh,5more,2,big,low,vgood
vhigh,high,3,2,small,low,unacc
low,low,5more,more,med,high,vgood
high,med,2,more,small,med,acc
med,low,4,more,med,high,vgood
low,low,5more,2,big,high,vgood
high,vhigh,2,2,small,med,unacc
med,vhigh,2,2,small,med,good
low,low,5more,4,big,med,good
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,2,big,low,vgood
low,low,5more,2,big,low,good
low,low,5more,more,med,high,vgood
med,low,2,4,big,med,good
med,low,2,4,big,med,good
low,low,5more,4,big,med,good
high,vhigh,2,2,small,low,unacc
low,low,5more,more,med,high,vgood
vhigh,vhigh,5more,2,small,low,unacc
low,low,5more,2,big,med,good
vhigh,vhigh,5more,2,small,low,unacc
high,vhigh,2,2,small,med,unacc
low,low,5more,2,big,low,vgood
high,vhigh,2,2,small,low,unacc
high,high,3,more,med,high,acc
high,med,3,more,med,high,vgood
low,low,5more,2,big,low,good
low,high,5more,2,med,low,vgood
high,vhigh,2,2,small,med,unacc
med,low,4,more,med,high,vgood
low,high,5more,2,med,low,vgood
vhigh,vhigh,5more,2,small,low,unacc
low,vhigh,5more,2,big,low,unacc
high,med,3,more,med,high,acc
low,low,5more,2,big,low,vgood
high,vhigh,2,2,small,low,unacc
vhigh,high,5more,2,med,low,vgood
vhigh,high,3,2,small,low,unacc
vhigh,high,3,2,med,low,unacc
high,med,3,more,med,high,acc
vhigh,high,3,2,small,low,unacc
low,low,5more,more,med,high,vgood
low,low,5more,more,med,high,vgood
med,vhigh,2,2,small,med,good
low,vhigh,5more,2,big,low,good
low,low,5more,2,big,low,good
low,low,5more,4,big,med,good
high,vhigh,2,2,small,med,unacc
vhigh,high,5more,2,med,low,unacc
low,low,5more,more,med,high,vgood
med,low,2,4,big,med,good
low,low,5more,2,big,med,good
high,med,3,more,med,high,vgood
high,med,3,more,med,high,acc
high,vhigh,2,4,small,med,acc
low,low,5more,2,big,low,good
low,vhigh,5more,2,big,low,good
high,low,2,more,small,med,acc
high,med,3,more,med,high,acc
med,low,2,2,big,med,good
high,med,3,more,med,high,acc
low,vhigh,5more,2,small,low,unacc
high,high,3,more,med,high,acc
vhigh,high,3,2,small,low,unacc
vhigh,high,5more,2,small,low,unacc
vhigh,vhigh,5more,2,small,low,unacc
low,vhigh,5more,2,small,low,unacc
low,low,5more,2,med,low,vgood
high,vhigh,2,4,small,med,acc
low,high,5more,2,small,low,unacc
low,high,5more,2,med,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,vhigh,2,4,small,med,acc
high,med,3,more,med,high,acc
high,high,3,more,small,med,acc
vhigh,high,3,2,med,low,unacc
high,low,2,4,small,med,acc
vhigh,high,5more,2,small,low,unacc
high,high,3,more,med,high,acc
low,low,5more,2,big,low,vgood
low,low,5more,more,med,high,vgood
med,low,2,2,small,med,good
low,vhigh,5more,2,small,med,good
vhigh,high,5more,2,small,low,unacc
high,low,2,4,small,med,acc
med,low,2,4,big,med,good
vhigh,vhigh,5more,2,small,low,unacc
low,high,5more,2,med,low,vgood
vhigh,high,3,2,small,low,unacc
high,high,3,2,small,low,unacc
low,low,5more,2,big,low,vgood
low,vhigh,5more,2,big,low,unacc
high,med,3,more,med,high,acc
vhigh,high,3,2,med,low,unacc
vhigh,high,3,2,small,low,unacc
low,high,5more,2,med,low,vgood
low,low,5more,2,big,med,good
high,vhigh,3,2,small,low,unacc
vhigh,high,3,more,med,high,vgood
high,high,3,more,med,high,vgood
high,vhigh,2,4,small,med,acc
high,vhigh,2,2,small,low,unacc
low,low,5more,2,big,med,good
vhigh,high,3,2,med,low,unacc
high,high,3,more,med,high,acc
med,low,2,4,big,med,good
high,med,3,more,med,high,acc
vhigh,high,3,2,med,low,unacc
med,vhigh,2,2,small,med,good
high,vhigh,2,2,small,low,unacc
high,high,3,more,med,high,acc
high,med,3,more,med,high,vgood
high,low,3,more,big,med,acc
vhigh,high,3,2,med,low,unacc
low,low,5more,2,big,med,good
low,low,5more,2,big,low,vgood
low,low,5more,more,med,high,vgood
low,vhigh,5more,2,big,low,good
low,low,5more,2,big,low,good
med,vhigh,2,2,small,med,good
high,med,3,more,med,high,acc
high,vhigh,2,2,small,med,good
low,low,5more,2,big,low,good
high,vhigh,2,2,small,med,unacc
high,low,2,4,small,med,good
low,low,5more,4,big,med,good
low,low,5more,2,big,low,vgood
med,low,4,more,big,med,good
high,low,2,4,small,med,good
low,vhigh,5more,2,small,low,unacc
high,vhigh,2,2,small,med,unacc
low,low,5more,4,big,med,good
med,low,2,2,small,med,good
low,low,5more,2,big,low,vgood
high,med,3,more,med,high,vgood
low,low,4,more,med,high,vgood
