buying,maint,doors,persons,lug_boot,safety,class
med,vhigh,5more,4,small,high,acc
med,vhigh,3,4,small,low,unacc
vhigh,vhigh,5more,2,small,low,unacc
med,low,5more,4,big,high,vgood
low,high,4,4,big,low,vgood
high,med,3,2,med,med,acc
low,low,2,more,small,med,good
low,low,5more,2,med,high,vgood
vhigh,low,2,2,med,high,unacc
low,low,5more,4,small,med,good
vhigh,low,2,more,small,med,good
vhigh,vhigh,5more,4,small,med,good
low,low,4,more,small,low,good
med,med,3,4,small,med,acc
high,vhigh,2,more,small,med,acc
med,med,3,more,med,high,vgood
vhigh,low,5more,4,med,high,good
low,med,4,2,med,low,vgood
med,low,4,more,small,low,good
med,vhigh,4,more,small,low,vgood
low,low,2,2,med,med,good
med,vhigh,5more,4,small,high,acc
high,low,2,more,med,med,acc
vhigh,vhigh,5more,4,small,low,vgood
low,med,4,more,small,low,good
low,med,5more,4,big,high,vgood
vhigh,high,2,2,big,low,vgood
med,vhigh,3,2,small,low,vgood
low,med,5more,2,med,low,vgood
vhigh,low,2,2,small,low,unacc
med,med,3,more,small,high,acc
low,med,4,2,med,med,good
high,vhigh,3,2,med,med,acc
high,med,3,4,med,high,acc
vhigh,vhigh,2,2,med,low,unacc
vhigh,vhigh,5more,2,med,low,unacc
med,vhigh,3,2,med,low,unacc
low,high,4,2,big,low,unacc
med,vhigh,3,2,small,low,good
high,high,5more,2,med,low,unacc
low,med,4,2,med,low,unacc
med,med,3,4,small,high,acc
med,low,2,2,med,high,vgood
high,high,2,2,big,low,unacc
high,high,2,more,big,low,unacc
vhigh,high,5more,4,med,med,acc
high,high,4,more,big,med,acc
high,vhigh,3,more,small,low,unacc
high,high,2,2,med,high,vgood
low,low,4,more,big,med,good
low,low,4,2,big,low,good
med,vhigh,3,more,small,high,acc
high,high,3,4,big,high,acc
high,med,3,more,med,high,acc
vhigh,high,2,2,big,low,unacc
med,vhigh,3,more,small,low,unacc
high,med,3,4,med,high,acc
med,med,5more,4,small,high,good
med,vhigh,5more,2,small,low,unacc
vhigh,high,5more,2,big,low,unacc
low,med,4,2,big,low,good
low,vhigh,2,2,med,high,vgood
high,high,4,2,big,med,unacc
med,vhigh,5more,2,med,low,unacc
vhigh,vhigh,5more,4,med,high,vgood
vhigh,low,2,more,med,high,vgood
med,vhigh,3,more,small,low,unacc
low,med,4,2,big,low,vgood
vhigh,low,2,2,med,med,good
med,high,2,more,big,high,vgood
med,vhigh,3,more,small,low,unacc
high,high,3,2,big,high,vgood
low,med,4,2,big,low,vgood
high,high,3,4,big,med,acc
vhigh,high,2,2,big,high,vgood
med,high,3,more,big,high,vgood
med,med,3,2,med,high,vgood
high,low,2,more,big,med,acc
low,low,4,4,small,med,good
high,med,3,more,med,high,acc
med,vhigh,3,2,small,med,unacc
med,vhigh,5more,2,small,low,unacc
med,vhigh,3,2,small,med,unacc
high,med,4,2,med,med,unacc
high,med,4,2,small,low,unacc
med,med,3,4,small,med,acc
med,low,3,more,med,high,vgood
low,med,4,2,small,low,unacc
vhigh,vhigh,5more,4,small,med,acc
med,med,3,more,big,high,vgood
med,low,2,more,small,high,good
vhigh,high,2,2,med,low,unacc
high,high,3,2,big,high,vgood
vhigh,high,2,2,small,low,unacc
high,vhigh,2,more,med,high,vgood
