"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"61","GP","F",18,"U","GT3","T",3,3,"services","services","home","mother",2,2,1,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,4,5,1,17,11,11,9
"62","MS","F",18,"U","GT3","T",3,1,"at_home","services","course","mother",2,2,2,"yes","yes","no","no","yes","yes","yes","yes",4,3,2,1,1,4,13,8,7,6
"63","GP","F",16,"U","GT3","T",2,2,"services","other","reputation","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,1,1,3,0,15,17,15
"64","GP","F",18,"U","GT3","T",2,2,"services","services","course","mother",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,3,6,12,13,14
"65","GP","F",17,"U","GT3","T",2,1,"other","other","home","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,1,3,1,2,4,4,12,13,15
"66","GP","F",17,"U","LE3","T",4,4,"teacher","teacher","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,4,1,2,2,3,16,18,19
"67","GP","F",17,"U","GT3","T",4,2,"teacher","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,2,1,1,1,2,16,19,15
"68","GP","M",16,"U","GT3","T",4,4,"health","teacher","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,2,1,2,4,0,15,13,16
"69","GP","M",16,"U","LE3","T",4,4,"health","teacher","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,2,1,3,3,1,12,12,18
"70","GP","M",21,"U","GT3","T",2,2,"services","other","home","other",2,2,2,"no","no","no","no","yes","no","yes","no",4,4,5,4,5,5,9,8,10,9
"71","GP","M",17,"U","GT3","T",4,3,"teacher","other","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,4,2,1,1,4,2,16,16,15
"72","GP","F",17,"U","LE3","T",3,2,"other","other","course","mother",2,2,0,"no","yes","no","no","yes","yes","yes","yes",3,2,2,1,1,2,0,15,19,14
"73","MS","F",18,"U","GT3","A",3,2,"other","services","course","mother",2,2,1,"no","yes","no","no","yes","yes","no","yes",3,3,3,1,1,4,4,6,7,10
"74","GP","F",18,"U","GT3","T",2,0,"services","services","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,1,1,3,6,15,13,14
"75","GP","F",17,"U","GT3","T",3,2,"at_home","other","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,3,3,0,17,18,14
"76","GP","F",17,"U","GT3","T",4,2,"teacher","services","reputation","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","no",4,3,2,1,1,4,1,15,18,16
"77","GP","F",17,"U","GT3","T",3,2,"other","services","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,2,3,0,16,15,15
"78","GP","M",17,"R","LE3","T",1,2,"other","services","course","mother",2,1,0,"no","no","no","yes","yes","yes","yes","no",4,3,4,2,4,5,0,10,9,12
"79","GP","F",17,"U","GT3","T",4,2,"other","services","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,2,1,1,1,2,15,17,17
"80","GP","F",17,"U","GT3","T",2,3,"other","other","home","mother",1,2,0,"no","no","no","no","yes","yes","yes","yes",4,2,2,1,1,3,13,11,11,9
"81","GP","M",18,"U","GT3","T",3,2,"at_home","other","course","mother",1,3,0,"yes","yes","no","no","yes","yes","yes","yes",4,1,1,1,1,3,8,10,10,1
"82","GP","M",18,"U","GT3","T",2,1,"services","services","other","other",1,1,3,"no","yes","no","yes","yes","no","yes","yes",4,4,3,5,5,4,15,7,7,12
"83","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,3,1,2,3,3,15,13,15
"84","MS","M",19,"U","GT3","T",2,2,"at_home","at_home","course","mother",1,1,3,"yes","no","no","yes","yes","no","no","no",4,4,4,2,3,5,0,5,7,0
"85","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",2,3,3,1,2,4,2,16,15,17
"86","GP","F",17,"U","GT3","T",2,1,"services","other","course","mother",1,3,0,"no","yes","no","no","yes","yes","yes","yes",4,3,2,1,1,1,5,15,18,15
"87","MS","F",18,"U","GT3","T",2,1,"other","services","course","other",2,2,1,"no","no","no","no","yes","yes","no","yes",4,3,3,1,1,3,0,6,6,11
"88","MS","F",17,"R","LE3","T",4,2,"other","services","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,3,4,1,1,1,2,16,18,18
"89","MS","F",18,"R","GT3","T",2,2,"at_home","services","course","mother",2,3,1,"no","no","no","yes","yes","no","no","no",4,4,4,1,2,2,0,0,8,10
"90","GP","M",15,"U","LE3","T",4,4,"teacher","other","reputation","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,4,2,4,5,1,11,12,9
"91","MS","F",18,"R","GT3","T",2,0,"at_home","services","course","father",2,2,1,"no","yes","no","no","yes","yes","yes","yes",3,3,3,1,2,5,5,5,9,10
"92","MS","F",17,"R","GT3","T",2,2,"at_home","other","other","father",2,2,2,"no","no","no","no","yes","no","no","no",5,5,4,1,1,4,0,8,9,0
"93","MS","F",17,"R","GT3","T",2,2,"at_home","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,3,0,14,18,17
"94","MS","M",17,"U","GT3","T",0,2,"services","other","course","mother",3,1,1,"no","yes","no","no","no","yes","yes","no",4,4,4,5,5,5,7,10,9,10
"95","MS","F",18,"U","GT3","A",1,1,"at_home","services","course","mother",2,2,2,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,2,3,8,7,7,8
"96","MS","F",17,"R","GT3","T",1,1,"at_home","other","other","mother",2,2,1,"no","yes","no","no","yes","yes","no","yes",4,5,5,1,1,4,1,6,9,10
"97","GP","F",16,"U","GT3","T",2,2,"services","other","course","other",1,3,0,"yes","yes","no","no","yes","yes","yes","yes",4,3,2,1,1,3,3,15,13,10
"98","GP","F",17,"U","GT3","T",2,2,"at_home","other","other","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","yes",5,3,3,1,1,1,1,16,15,16
"99","MS","F",18,"R","GT3","T",1,0,"other","other","course","mother",3,2,1,"yes","no","no","no","yes","no","yes","yes",5,3,3,1,2,4,4,7,7,10
"100","MS","F",19,"R","GT3","T",0,1,"other","other","other","father",3,1,3,"no","no","no","no","no","no","yes","no",5,5,3,1,3,4,4,9,7,8
"101","MS","F",18,"U","GT3","T",2,0,"at_home","other","other","other",2,1,2,"yes","yes","no","no","no","no","yes","yes",4,3,3,1,2,3,5,9,8,8
"102","MS","F",18,"U","GT3","T",1,1,"at_home","services","course","mother",2,1,2,"yes","yes","no","yes","yes","no","no","no",4,4,3,1,2,5,5,6,8,10
"103","GP","F",17,"U","GT3","T",3,3,"other","services","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,4,1,1,1,1,18,15,17
"104","GP","M",17,"U","LE3","T",4,4,"teacher","other","other","mother",1,2,0,"no","no","yes","yes","yes","yes","yes","no",3,3,4,3,4,5,14,11,11,17
"105","MS","F",18,"U","GT3","T",2,1,"other","other","course","other",1,2,1,"no","yes","no","no","yes","yes","no","yes",2,3,2,1,1,4,5,8,7,7
"106","MS","F",18,"R","GT3","T",2,1,"at_home","services","course","other",2,2,2,"no","no","no","no","yes","yes","no","yes",4,3,3,1,1,4,3,8,9,14
"107","GP","M",17,"U","LE3","T",4,3,"teacher","services","course","father",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,4,2,4,5,1,11,12,11
"108","MS","M",16,"R","GT3","T",1,2,"other","other","course","mother",3,1,0,"no","yes","no","yes","no","yes","no","no",4,4,4,2,4,5,3,10,10,0
"109","MS","F",16,"R","GT3","T",1,2,"at_home","services","course","father",2,2,0,"no","yes","no","no","yes","yes","no","no",4,3,3,1,1,5,0,11,10,11
"110","GP","M",17,"U","GT3","T",4,4,"health","teacher","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,3,1,2,5,0,18,16,13
"111","GP","F",16,"U","GT3","T",2,2,"other","other","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,5,2,12,11,16
"112","MS","F",18,"U","GT3","T",2,1,"at_home","other","course","other",1,2,1,"no","yes","no","no","yes","yes","yes","yes",3,3,3,1,1,4,13,8,8,15
"113","MS","M",20,"U","GT3","T",0,2,"other","services","other","mother",3,1,1,"yes","no","no","yes","yes","no","yes","no",5,5,4,4,5,3,0,8,8,0
"114","MS","F",18,"R","GT3","T",0,1,"at_home","services","course","mother",2,1,2,"yes","yes","no","no","yes","no","yes","yes",4,5,4,1,1,3,4,6,9,0
"115","MS","F",16,"R","GT3","T",0,2,"other","other","other","other",4,2,0,"yes","yes","no","yes","yes","yes","no","no",4,4,5,1,2,5,1,11,10,10
"116","MS","F",18,"U","GT3","T",3,1,"other","services","course","mother",1,2,1,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,1,4,4,6,7,11
"117","MS","F",17,"R","GT3","T",2,1,"at_home","other","course","mother",1,2,1,"no","yes","no","yes","yes","no","no","no",4,2,3,1,2,3,0,6,5,9
"118","GP","M",16,"U","GT3","T",4,3,"teacher","teacher","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,2,5,2,12,12,16
"119","GP","F",17,"R","LE3","T",4,2,"teacher","teacher","course","other",1,3,0,"no","yes","no","yes","yes","yes","no","yes",1,3,3,1,2,2,0,16,18,17
"120","MS","F",19,"R","GT3","T",2,2,"at_home","at_home","course","father",2,1,2,"no","no","no","yes","yes","no","no","no",5,4,3,1,1,3,1,9,9,8
"121","GP","F",17,"U","GT3","T",2,0,"at_home","other","other","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,2,3,1,1,1,5,15,15,14
"122","GP","F",18,"U","GT3","T",2,2,"other","other","home","mother",1,3,0,"no","no","no","yes","yes","yes","no","no",4,3,3,1,1,3,0,14,14,17
"123","GP","F",17,"U","GT3","T",2,2,"at_home","other","reputation","mother",2,3,0,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,2,4,1,15,17,18
"124","MS","F",17,"R","GT3","T",1,1,"at_home","other","course","mother",3,2,0,"no","no","no","yes","yes","yes","no","no",4,3,3,1,2,3,1,12,13,15
"125","MS","M",17,"R","GT3","T",0,2,"services","services","course","other",3,1,1,"no","no","no","no","yes","yes","no","no",4,4,5,3,4,5,7,8,9,11
"126","MS","F",16,"U","GT3","T",2,0,"at_home","other","course","other",1,2,1,"no","no","no","no","yes","no","no","no",3,3,3,1,2,5,5,8,7,9
"127","GP","F",17,"U","LE3","T",4,2,"teacher","teacher","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,1,1,3,0,15,18,11
"128","MS","F",18,"R","GT3","T",1,0,"at_home","services","course","mother",2,2,2,"no","no","no","no","yes","no","no","no",4,4,3,1,3,4,4,6,9,9
"129","MS","F",18,"U","GT3","T",2,1,"at_home","services","course","other",2,2,2,"no","yes","no","no","yes","yes","yes","yes",4,3,2,1,1,3,9,8,9,11
"130","MS","M",17,"U","GT3","T",1,2,"services","services","course","other",3,1,1,"no","yes","no","yes","yes","yes","yes","no",4,4,5,4,5,5,9,9,10,10
