V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
412,994,791,7651,7106,2720,5392,8081,39,3387
3260,3313,2699,2334,4368,734,352,6569,6637,1105
1503,7142,21,3154,6188,65,6749,4722,7387,2055
5045,7097,1044,9,4661,7927,2363,5448,6479,424
1431,5428,819,4741,1161,2581,6597,2202,5048,7543
7419,1924,3751,2523,4465,3005,290,5977,777,5
7695,5844,6592,6893,4404,5155,3844,750,4248,2506
5969,1425,817,7238,6417,7694,2608,858,7264,3406
1800,7997,4042,3364,4295,2721,4449,6951,5046,3169
7696,6096,6837,1386,1883,1175,4688,5736,2,295
1933,4239,7309,5015,6936,4888,7243,3085,2268,5710
2008,6744,4666,3420,3311,7856,6652,7996,2393,3054
2067,439,1648,3140,1069,174,7115,5661,948,7248
4362,7959,6233,7773,7676,4799,4476,3321,1357,6263
6595,7145,4263,3134,3774,1586,2118,7556,3157,7888
7609,4723,6631,5257,4485,5346,1404,580,6525,4552
5663,6581,4623,671,6180,562,6757,7992,4900,2314
5992,2972,5753,4955,6189,1094,7167,3418,2987,6704
4412,5333,3446,1062,4255,6145,2281,6458,3279,7498
4341,3575,7162,5348,5871,6104,134,2687,3794,5325
6881,5133,881,3496,56,442,6769,5579,2167,2115
7041,2680,5444,4403,6467,6835,4255,7700,1431,5784
2103,5770,3259,3100,4970,4459,4330,2380,3710,6986
1005,2156,7629,4763,6530,7584,2969,2000,3276,2767
931,2819,2337,7567,5415,3635,3207,1110,1628,3051
7250,2927,5054,1257,5543,5879,6737,5703,413,7369
395,997,1926,4497,7704,680,589,3824,1310,2205
974,6841,7134,6394,2374,5201,7533,7274,3246,871
3242,5374,1151,4976,6935,984,1302,512,4152,3896
7731,550,8032,4577,4712,7809,3118,4075,1570,3390
5913,4484,686,2577,325,4144,5601,7629,6739,7984
1997,2950,4388,393,4058,7096,4034,467,5016,4359
2483,5352,7165,6547,6431,1548,2049,6159,4860,6239
5251,103,7971,6648,6438,4432,1078,7616,3331,237
5349,7800,282,1393,4288,5538,2048,968,3565,4327
5304,7909,768,5282,5370,2954,5171,3528,2151,3793
3069,6530,3031,5229,1922,1172,4925,2322,6808,7867
6360,1628,444,7768,4863,3722,7654,1206,897,4072
5820,4590,6055,469,3,2334,5965,7634,293,6690
2905,5830,3119,7382,4506,7,3738,5357,4705,450
679,1569,7602,4818,3846,3553,7706,5273,4682,1021
7395,5548,722,6113,2317,5713,5644,2276,5865,5439
3385,4655,4334,1396,5114,6233,1828,3992,7487,3768
2620,4576,5155,6902,5558,6522,7255,5711,5737,4107
2190,5504,2621,2580,5126,3932,1031,1416,792,1559
2417,3635,7179,2182,7450,6898,4573,2761,366,3291
1707,5683,1913,6747,939,463,3629,988,2288,1363
1551,190,2300,6767,746,4528,1262,7026,3082,8011
4423,6226,1904,996,4032,3742,7526,806,4153,7741
82,7895,1255,2268,7250,6483,1101,6057,4768,2558
7994,5505,1243,641,2014,2492,4315,6542,4358,3595
3627,677,8106,8124,4937,5233,4147,3432,1768,3734
7439,3430,4756,6532,1491,709,8108,1108,7910,5962
105,6194,2977,3968,7712,3372,3391,7221,7093,6411
3250,3195,478,7401,7385,774,3522,6979,6446,769
6239,5136,2487,2076,3039,6057,7673,1717,6090,2859
3112,1120,2322,7074,8085,2425,1863,697,2840,1695
5514,5167,1370,7407,6865,2520,82,6234,3199,1884
5485,3769,7650,3203,3186,2355,7454,6392,7063,7173
1585,1088,4483,4344,7272,7072,365,3538,2372,28
7219,2341,4156,7439,891,5484,1638,1282,7067,6787
4605,5112,6972,2462,2479,1076,2009,2619,4458,6655
8036,5082,4590,6316,3102,6528,3371,642,1992,3063
5623,1973,7813,5607,5321,3318,5557,2261,6285,2063
5300,2619,3574,2469,7268,4026,4562,5542,3492,2934
7006,1007,1461,374,1775,7662,712,165,4937,1924
870,5724,7402,3889,1428,7109,6965,7143,1214,2651
1934,4688,7383,2981,8076,7178,4042,5533,4909,6602
7730,4054,7127,4440,572,3436,6431,4316,5112,816
3254,8123,5722,1679,5711,5803,4090,4029,7177,6882
6015,1590,965,6183,5233,3739,236,3428,3923,1690
1317,1466,34,4028,2742,1746,1363,229,7956,3968
3595,6939,1525,900,916,4614,3121,3881,5124,5788
1395,2352,6848,2718,6769,2842,932,328,936,1067
1033,6083,1990,4272,1687,8052,1829,2044,4301,5108
7309,36,505,7809,3170,4323,6518,1699,7463,5357
2644,4178,7150,6705,2219,7993,5366,40,1845,1732
6405,124,5819,2553,1603,1172,4067,835,4135,1034
3214,2825,5224,3212,6724,3315,7518,4993,7776,3439
746,882,3458,6520,672,382,5840,2273,100,6296
4929,6320,1225,7757,7266,1188,10,2817,2944,7380
6441,5647,6862,1710,2875,4619,665,3183,955,2819
6301,6137,6080,2185,6967,1513,5727,183,5990,2594
5920,1997,5478,2827,2400,2437,3524,1762,5288,2449
221,459,5308,282,2903,314,2664,2961,3963,1806
5129,847,8013,5553,5288,2726,703,7483,5110,5391
4577,7418,2170,1593,2011,1170,7497,393,2859,7702
1271,1715,7969,4117,7076,4835,4554,2425,3038,6608
5701,4616,7,4364,5482,5782,1223,4263,6857,4849
1210,167,3491,4357,5401,1420,4826,4108,7589,2520
1262,3094,4521,1848,2449,7370,6946,356,2706,3776
4409,6364,6874,1166,5463,2186,2166,3553,1130,7270
4688,8038,2119,6901,5896,1729,392,3468,5580,7923
8024,7504,7014,4250,3994,5104,1387,5759,7187,1908
2741,1099,6991,7370,2240,5222,4666,1700,2384,1911
2272,3083,4482,2310,3168,2190,5616,4663,2822,6874
685,5356,4412,655,3327,6294,6491,21,3434,1897
645,7103,3439,841,6705,5637,5996,7931,5497,5802
7277,4535,2448,7291,8073,7564,1480,2060,1401,5830
6481,1040,4991,5068,3015,5853,6981,5660,4868,7441
6585,6462,3601,3194,1914,5810,5669,4325,7190,2850
996,5194,3134,2800,7806,18,4581,7013,3815,3283
3384,7747,4601,3021,2131,7766,7731,7563,2494,5163
2605,4837,4600,2272,4068,7228,6428,3629,3063,3395
6916,3408,624,2958,3829,889,6899,3844,5338,2649
1150,7432,7650,6446,1575,533,5153,7897,8099,2096
559,4539,5889,6034,1073,8077,7588,6750,2410,6196
7122,3445,4497,8050,4996,7258,1473,6035,4854,6119
4482,6794,864,6131,2086,2118,3933,7493,4238,52
5203,3901,7236,1295,2183,2020,2356,6645,1653,6616
2689,4427,1881,6754,6337,5050,6753,2116,7456,6283
3948,6213,2235,821,4278,2599,1119,7078,2647,7633
1342,4990,6710,6887,5736,6081,5047,2451,3132,1709
2623,683,5571,520,5827,1329,6936,827,4279,566
2487,5079,6201,4287,4350,5977,5295,6058,5000,7072
7655,7783,5687,6168,5947,864,4322,3435,2827,7220
751,2199,2400,1705,1801,2205,2032,5943,6035,2223
6772,7419,7129,4022,881,3697,6414,5567,1826,4980
2729,2627,7723,2500,5408,2987,7020,3617,3784,5482
3118,1393,7065,3856,7605,3694,7041,3345,3915,2043
790,5422,2026,2202,237,302,1002,4730,4001,2694
3229,5996,4316,6704,2323,7720,4029,5026,3501,5038
77,7587,6455,6750,3252,949,5222,7255,3183,4781
7572,1878,3719,7547,5226,1543,6323,7322,5460,7637
7489,5202,1104,1018,4791,6464,3811,2654,6726,1815
6840,1827,4483,917,5099,7401,4305,6863,5802,2048
35,6515,4123,2698,7109,1910,6463,2727,2570,3389
3830,7886,2752,5274,2404,7685,6427,7736,902,7316
6164,2237,3465,4742,4195,6716,884,5734,2252,5182
7712,5633,1458,6408,3518,5813,2342,6755,5211,5604
21,3763,1470,2587,7240,2513,6082,2014,4768,655
1268,7758,4336,893,6747,4464,6471,3239,1890,7321
226,7694,1426,7198,7848,7397,4741,2707,4236,7172
7817,3038,214,5730,4907,6887,6671,5118,402,3199
4399,7530,7594,6132,2493,4306,4624,6318,7219,924
4451,893,4901,757,6348,2788,2031,3646,4069,2785
254,1289,1117,2640,5996,5558,2394,2602,7477,737
5013,7764,1952,3135,7568,5487,832,6079,6890,7748
3842,3398,344,769,7458,716,6307,3752,4477,868
3993,2206,8080,5577,2575,534,4776,5588,8089,6382
6047,4474,4442,5186,6438,3348,5525,4968,3310,5836
5934,6525,3074,2491,6411,689,5522,5018,4027,2810
4549,1755,6834,3740,6524,1505,6171,5903,6566,1250
2489,8064,402,2308,98,5974,7760,2355,2272,2848
1880,4105,4517,354,2431,1553,3501,4514,4161,3294
7650,6638,5257,6899,4992,817,2531,3106,1175,4139
2187,7382,3526,2627,1948,7324,4484,1275,7421,1536
3693,1778,3682,6810,4944,5990,2806,5817,3934,4984
2971,1439,4116,6453,1181,1989,264,7250,3335,2180
6894,3859,668,4767,2892,6368,655,1823,3412,5142
7563,5493,3912,3056,5474,7312,5419,7897,3265,2259
1203,1252,2864,326,7648,274,3921,7283,7645,713
1083,7897,6287,1881,7593,1659,4448,2586,6690,3752
2507,1013,6887,3738,5708,3710,6525,4532,168,6220
1463,2134,7366,5607,3228,5481,4008,1843,6180,7189
1721,1643,2910,1069,6901,6873,5226,153,7816,1477
3432,6323,2245,7557,968,3414,262,6604,2305,616
5186,5252,1698,7217,3605,5360,4106,2061,6413,3719
4715,6923,3934,7353,1351,6859,1412,3424,7046,2089
7596,5059,7511,5307,3741,876,947,7509,7313,6671
7098,5578,7500,4886,7215,3910,3231,2568,1595,7070
719,6799,357,1610,6787,7814,6235,5205,3274,1074
3968,2307,4103,3269,4595,4833,1242,3348,4368,1104
2332,5233,5115,5321,3063,6135,6590,2590,7942,1043
5504,3841,306,5950,5319,5061,675,5242,3559,6327
327,5017,6577,981,8025,1296,6068,4410,7376,7784
8036,4858,2642,6570,7165,5905,1975,274,2002,7465
2387,7603,4372,7488,5441,279,485,7011,7116,673
2089,782,4073,6003,5900,3980,2929,5043,107,7518
5201,3210,6855,7914,7149,6423,5437,1148,7999,3957
6080,5632,535,6888,2604,7234,4333,670,1188,1882
7898,359,6546,5096,5917,6337,3964,5736,559,3194
2986,1218,2446,2413,2142,1806,3965,2755,1845,6241
2951,3125,3582,3248,4218,4891,1172,2831,5425,198
3133,6951,1720,4228,6529,4200,7506,3232,7012,6386
155,4813,2830,5895,569,816,3386,2696,7333,4539
6412,4564,472,579,5347,2352,5660,4682,7662,4659
2257,2258,3892,1598,6400,760,5148,5505,3225,6700
784,5657,1019,1693,4685,5875,2769,4754,7055,4164
7620,4031,4210,1742,2072,2788,7654,7188,4802,243
5966,7250,7038,4768,1803,1711,6848,488,4084,7930
7079,3333,2243,5731,5817,6379,4790,4349,5693,3787
4183,2716,2766,623,7685,303,2387,5771,6606,1936
7685,1221,4146,7153,5498,2923,3980,2361,1218,5946
636,107,7871,6510,6488,5039,3418,6409,3232,2917
7981,2763,4980,2817,335,7467,7979,1274,291,3084
331,3336,3127,376,3574,126,3711,4175,2020,526
1316,1060,450,5528,3061,6945,3232,7443,7650,7590
164,6272,3599,7579,7671,5177,1355,455,3831,2086
3702,3305,3590,4804,3545,5234,2059,926,5194,3622
4708,2300,2973,837,1977,4674,2264,1943,2902,3161
6225,4904,5370,3271,2275,1206,5351,3777,4618,5617
1505,3277,518,5787,4669,2040,2479,7345,7361,1478
4331,303,15,37,4817,4784,3461,6308,2958,2182
5794,1557,262,1648,3829,5353,6401,1929,5623,7799
7549,6951,5382,2503,4906,1348,1372,7764,7408,6881
1563,5994,6916,88,5510,6148,3525,6536,4311,3637
120,3300,5213,4220,1616,1396,595,4972,5690,3481
1668,4415,440,5896,6263,220,3426,6234,3298,7737
2859,7800,5521,3737,4385,3016,2367,2798,7121,5741
5690,6358,575,4203,6158,5109,4255,2171,7950,6314
3000,1270,859,4340,5932,70,1025,3013,6335,6722
220,1555,4016,7014,2554,1292,3940,7320,5139,1701
3198,6483,6442,5414,7043,3679,3805,5636,1296,1945
6254,2039,1701,1673,6287,7952,552,2684,169,5814
1100,6887,7235,3567,3682,3323,867,2829,6643,8069
409,6361,708,344,390,6795,2378,5741,7315,1987
4081,1009,559,3422,2847,5604,4933,6274,5169,5266
7518,3571,2628,1063,5266,5046,4089,958,1937,200
2138,4431,3636,8044,4126,3706,811,5746,3958,1797
423,4675,2333,5976,3866,7492,2885,1168,4884,1530
7505,3963,8063,2751,4457,3461,662,7328,2436,6047
4520,2025,6196,4311,5497,2026,6214,199,5748,7338
6417,5122,4108,4672,6809,345,7055,4923,3822,52
1172,5088,6711,1281,5985,5530,5798,5791,7801,5483
110,4407,1748,4612,2956,106,2921,802,6686,1640
7565,7381,1061,5785,2426,7991,2041,1860,6604,6688
4028,2552,4676,3303,2812,7496,389,4202,4446,1360
7334,7220,6450,260,5854,2779,6360,4727,675,6925
6244,5847,2584,2127,3390,1814,2570,530,6282,7350
2269,3749,1935,4282,6179,482,5534,4556,3619,3158
7133,3009,3214,1086,2649,3088,5153,7226,711,8054
2683,1760,2863,1632,7353,1185,7808,7722,7937,4207
877,6117,7234,3000,7690,1807,8015,6335,4940,1588
6696,2114,2809,3522,6219,3204,6012,8041,3703,3975
5409,6689,5797,3960,7009,295,7332,2627,3788,6546
3779,4436,6852,3524,1955,7771,7714,59,1794,4787
8082,3024,245,6835,5801,1867,3166,6160,836,2308
6847,1658,1497,4164,7616,7912,2910,6857,3593,2833
2688,4425,7553,4492,4932,7310,672,5510,1506,7212
1465,7363,3576,7303,278,4890,4463,2150,7477,3724
964,3703,6488,3620,998,4214,2970,585,7830,7396
2337,2406,7508,1901,4764,2799,4379,3853,1471,5523
7540,204,6262,6738,5639,1411,4978,3420,1896,743
4240,2748,5292,2227,5743,5993,3435,1268,6114,8043
999,1618,7779,7157,8114,7211,1821,6426,3161,4608
1521,65,456,3622,1428,7969,7110,5382,3664,5446
3439,2030,57,4366,7681,7137,5982,3599,5263,563
3695,5574,2577,6313,7598,2115,5312,4555,7388,4400
4110,444,3490,518,6287,2172,27,3977,4054,345
5631,2117,99,1992,1526,7195,1738,7741,1816,5513
2176,2788,2394,287,3740,3562,1891,6914,7213,5121
7013,5532,3865,815,4096,7265,2295,5150,7782,4621
3778,505,6254,3322,3927,4471,2883,7362,3572,6451
289,6311,2304,2992,7253,5347,1249,862,128,4696
3660,8040,5379,3712,7974,409,3907,987,7376,3237
7833,3812,388,4669,1551,8119,4721,5419,5851,5448
1129,1016,1208,5784,6527,2281,838,1062,6235,180
2833,1303,2113,3568,4658,5079,439,1975,1554,3548
5001,1342,7785,790,3110,1413,1843,480,1836,5957
3353,5453,104,5706,6676,6837,839,419,7202,2670
854,4040,4130,981,7179,5423,5488,6415,3865,4294
2235,6905,1661,254,4117,5807,4209,431,4964,5129
3700,6606,4065,5182,3028,3931,744,6424,4288,2395
3835,843,1075,6360,5303,7114,2429,6436,5649,1809
4437,7045,4074,2929,7912,546,7350,6334,1740,2153
5925,7699,6052,3984,4826,6844,1507,670,7676,2915
6012,5928,1626,2644,2379,7324,5271,1280,2471,633
1739,1628,1515,7629,5470,5363,5461,4880,3186,6997
8005,2769,346,932,5364,4540,2405,3130,4093,3512
1106,4456,7332,5852,7707,591,268,404,1958,274
656,50,4911,6678,7515,1665,1053,6769,4440,7600
4719,1867,5533,3689,4282,6519,5879,7276,4062,8107
2548,1951,2217,7540,4402,7262,1120,5442,2648,2831
1603,7151,3562,7197,1530,1265,5695,1617,2144,1841
528,4470,7310,2501,6269,4315,220,6641,3624,7847
6608,4215,2889,2810,1274,3432,6401,3593,7274,7346
4664,5503,1001,3044,7274,2657,1021,4699,5449,2352
4747,5728,4879,242,668,1733,5904,6458,8020,5338
8034,2782,4284,517,2493,3616,1351,1604,1484,3219
2329,1493,4290,974,5709,6169,166,2636,4730,2184
3632,6019,6516,7097,3499,7864,3357,674,811,1081
4078,7688,6342,266,7030,7512,5764,5860,3189,5892
1596,3310,4040,2064,5646,944,646,4545,1867,5874
4383,4637,6147,5399,2183,3433,1988,5725,7850,6436
6631,7562,7365,2068,5936,8106,3266,1624,6046,417
5559,1109,2840,2734,3482,6510,3087,7130,5527,1176
4054,8031,2774,3259,363,5963,7294,2188,870,4582
3341,6412,490,1438,7527,4534,6249,8038,303,4320
953,6762,7950,5627,3073,3630,7937,6192,661,7382
6889,7003,5343,1853,323,246,5329,7130,5547,23
4232,5000,7298,1947,7522,2888,1853,4740,4339,1733
6784,2125,5443,4963,3676,3689,8020,6106,3983,5786
7769,7976,7474,3349,6881,3991,2605,1545,2334,781
6836,387,3772,6210,349,1213,4114,247,1562,564
4742,4889,5168,6520,5730,6438,2348,4038,865,6777
4693,7466,8109,247,4094,6851,5917,7559,6649,6085
7454,8029,5561,3620,6464,9,6443,2647,2063,7156
3425,5801,1081,6359,991,5866,3061,1473,1537,2007
5884,3206,2632,7962,7811,4378,6766,1713,2550,5941
1182,6556,1650,7464,6723,24,3386,3339,2745,3324
1727,4652,164,2711,7611,2656,2442,2029,6413,1829
2961,3685,3805,4410,5844,2548,1984,8022,6873,4116
910,1640,7135,1839,1401,422,7644,5407,7098,6444
6933,2612,1859,4566,4790,4406,5932,8030,3395,4975
6532,609,7320,5110,2749,1538,4786,5384,6359,5941
2290,3056,1449,3078,2800,344,6645,4825,5613,4688
4704,7358,6673,3556,4656,1106,6424,5420,4984,1017
1088,6363,5098,3945,3731,2095,3095,5689,3469,5740
3425,410,4871,5072,2335,2426,899,444,617,3397
6347,7665,1948,6786,5681,1791,4473,3883,7214,2588
3183,6285,2901,3029,5376,4694,1869,1225,1467,3619
1693,26,6136,3081,5570,5959,4263,1316,6276,5482
2086,8032,4184,920,7789,2735,3514,5427,154,7588
2061,560,2946,6817,5857,1338,2435,7864,5328,1339
1334,820,2360,1928,6704,6113,5999,3038,172,1158
1386,7801,1807,463,4348,2363,5323,5836,2780,2811
1347,574,3651,3073,4485,1349,4536,5479,19,1826
6403,2778,5361,7270,7620,6631,7377,7913,119,6450
7316,2245,5673,5074,7891,1324,4255,7224,394,1100
3682,2324,6673,3076,7287,2741,5317,7438,1233,3345
7093,2920,2631,7951,7421,1137,6716,6514,1618,5093
1993,3932,2843,1419,5257,226,7555,4631,6462,7388
7475,3223,2639,6497,5249,423,2157,1770,8069,6368
3084,3056,7683,7975,4595,3156,5291,675,149,6949
6564,3753,4061,6852,2183,5414,3477,904,7684,7768
2132,4913,120,4938,2987,2707,2275,4456,7187,7458
7025,2789,4859,3764,1823,2716,2629,5564,2245,6036
1603,2670,463,7299,881,2258,5208,6646,4361,7702
7766,5329,8068,7027,3575,2768,2328,3551,5004,6833
7676,6701,880,5450,1109,1726,6872,6603,791,3219
1163,6030,8115,7982,4411,5434,3311,2340,6012,7241
258,7865,4213,4012,3281,6729,6470,5662,463,979
1366,8089,2477,5781,575,2202,7848,4665,7383,5554
7179,7670,2231,120,7880,6421,6618,7215,4509,540
5152,1688,7198,6832,861,985,5670,1363,3360,6855
1188,8002,958,1425,2058,8054,7808,1672,5818,4642
4984,3403,6698,5740,7965,2792,4468,7978,5930,3524
1129,2663,3706,1207,452,5943,2886,234,3506,6639
5251,4795,5427,3315,6495,2937,7384,6642,8074,7875
5074,6522,928,3424,2641,6508,3683,3509,8118,7614
31,7351,534,1759,6196,4568,4847,545,362,7958
5370,4371,6733,976,762,7261,2430,7720,5208,235
7742,5826,4450,2143,2006,1796,5331,4059,1493,1816
4396,2901,5862,297,2605,966,5761,2485,1305,7953
5002,2019,6011,5829,6504,3378,1761,4110,6010,2207
2477,3222,2946,5746,7923,4513,6914,3440,4141,6454
1483,3393,2873,6186,1162,1477,7972,7349,5059,435
2875,3222,6593,2806,141,3903,5324,7153,2606,3586
1125,6384,2789,4588,5215,970,4703,2272,10,4853
5527,3997,1807,6330,5966,1290,4034,7700,3162,5808
602,7223,2517,6794,4198,401,2531,5821,3294,4422
8017,5274,1619,786,4503,6653,2314,3896,6637,995
4874,1529,1717,2768,2126,2512,900,6155,6394,273
3092,421,6293,5180,1491,7130,7192,1967,3914,1711
1302,4990,3792,6768,5155,327,3398,6628,7133,2228
6699,5204,1010,737,5431,1799,6601,5090,2105,5525
5487,7844,7589,1865,4078,4654,7674,7777,2230,2918
1986,7857,6662,3934,2945,4618,324,5308,3726,1262
897,5541,5148,3931,675,2723,3105,5622,1004,589
1315,1263,2130,1295,1356,7855,3110,7923,2907,2394
3596,2047,2361,7889,7716,7281,3350,6194,5127,5007
6947,7173,6828,336,4375,5324,5393,2828,6730,7734
8026,5877,393,5662,5054,4129,2466,2695,1099,4088
7648,3872,2812,7022,1064,6814,940,114,7269,5208
3962,1662,652,2675,4107,4081,3479,7388,7882,7483
1117,6426,7310,2022,6568,2539,3362,3772,5273,5037
1051,4452,3721,3994,761,3388,8078,5197,5778,7723
3523,3970,2152,4035,6732,7206,7523,6984,2884,1939
1722,7547,3280,5099,8052,3753,5913,7617,5554,50
4009,7450,5698,7873,3087,2055,5782,3045,2345,4949
1924,4314,7784,1100,4217,2260,7164,3619,5574,7798
7314,763,5450,1629,756,7438,706,2631,2256,5183
1401,962,3139,2806,7441,4852,1776,6543,2115,574
4323,7029,7973,7447,1475,5410,2206,2525,7717,5204
4521,3833,6086,242,2904,7470,3208,5157,7374,6607
2899,2049,2742,3938,2525,5695,2322,2492,3250,830
4989,910,349,5206,7104,8047,6974,6081,784,1442
2762,27,2188,941,6533,7217,3769,8000,3397,8069
1883,481,3911,3397,3157,5364,6050,5193,1137,3576
5321,7636,1964,2075,4252,2270,2379,3020,3162,1651
2403,943,4536,4124,1613,3772,3035,2253,683,3893
6739,3594,495,1038,1089,3957,7168,3306,6673,2969
5662,7200,6626,7270,2718,8050,4610,4010,4865,3106
5574,3610,4265,4121,1646,4978,2058,6267,1382,2945
2737,6243,7597,8034,6123,5959,4351,2487,7848,5013
4216,2024,7420,6755,5180,3779,8034,1257,130,4186
3562,2430,2963,5467,4475,5773,1011,5453,2305,8081
7174,3819,6840,5979,951,6054,705,656,6576,5820
3915,5187,7223,2731,1524,3681,7455,3843,5575,2546
4727,5922,3576,3064,591,5098,1362,1501,5181,749
6700,7496,4398,6343,2989,3314,3674,5033,7715,4672
925,4483,160,4765,6943,373,5107,6328,6574,2369
4181,2947,6353,1275,3408,4097,5056,6695,348,1224
4449,3728,4062,1033,3240,7240,5350,6064,6590,5385
3262,1408,5340,3012,6142,3260,4348,5550,534,5927
5729,6504,1152,2368,4732,2772,7260,3864,1203,2717
4188,1391,5826,2539,198,7347,3386,7467,1295,7387
2455,6443,6458,2276,164,3647,1284,217,1412,2494
1647,7623,6297,5033,7865,7218,20,3408,1567,6103
4160,1722,105,6329,105,7725,1167,7272,1165,5666
3525,7686,3817,5176,2225,1819,6605,1948,8118,6028
708,1887,3167,4552,6252,4058,1798,6806,1454,8046
6957,6720,7745,6181,1183,2576,5924,7405,4108,992
5593,7303,1796,6423,935,4046,2369,6468,3149,6188
50,1796,1087,1546,843,7640,7146,4897,2584,1984
5635,6765,4767,462,2091,1590,6058,4713,3182,796
5731,597,2992,2177,6521,2169,33,1702,1226,4805
7666,525,6125,4535,5706,5024,570,4147,3413,122
6850,935,7861,273,6601,7997,3136,5164,22,6515
615,1828,6352,6969,5863,7173,1384,4163,1618,6027
1618,1504,6881,3986,7347,1182,713,2197,2140,5372
4313,254,7229,2835,102,6415,5896,6658,259,3525
1008,795,5798,7777,6379,297,1783,7027,6974,3243
4741,8118,3624,6925,1460,7152,6112,5284,5616,4184
5582,7848,5908,5470,6207,6217,6262,7667,3769,413
1573,89,1092,646,2868,1020,7890,5297,6817,3849
6952,1957,3440,4043,5232,3257,7444,5759,5760,1236
2369,3640,3641,6862,5000,3641,7515,4374,3204,3056
5467,2346,6488,2316,7805,1690,3625,4101,1258,1427
3543,2733,5665,6009,5453,7113,6252,4119,1900,6339
5857,5290,3898,96,2569,3161,5500,8102,3347,7562
512,1236,2115,5090,7616,5043,5608,2052,1335,5204
7923,175,4025,1598,1329,8054,4509,1986,27,7707
3129,5332,7821,2958,987,4022,6727,3730,6559,6394
6188,7523,7395,1108,4040,7281,607,1307,5969,4321
752,4821,2464,4425,6586,87,4037,2596,2247,4068
7802,689,420,1575,5071,1244,6164,5831,3096,1911
2715,2580,4988,4840,2568,7009,3690,7770,4617,105
6659,5312,6138,6676,2675,6368,6208,719,5385,7103
2418,1386,4973,6507,2310,168,5157,4898,4438,7326
1894,1887,5931,466,2519,5890,2887,3308,1524,2550
2158,7554,4520,3927,3253,5934,1561,5766,563,4545
624,6119,3005,440,1284,3748,2409,3418,5290,3579
1234,6090,6522,6876,6906,6637,7350,749,6247,7016
7777,5268,2948,6135,3784,1768,1306,2386,3216,6211
1790,2533,2451,1224,1577,4806,3841,2969,1679,6032
301,6838,6038,1599,470,3245,7034,5523,4901,7254
6561,5183,4466,243,3548,5437,7354,7550,7456,2870
6536,291,8028,4532,5659,6934,1938,7265,2110,1068
2353,192,7087,5552,7138,7393,495,7046,5848,4067
5387,19,1829,2582,6094,1068,7996,4810,5621,3931
5949,6284,6327,6338,7128,567,3940,3788,882,1795
3461,1938,7716,1264,5852,4131,1756,7208,3299,2797
4031,6235,3840,7556,5068,3219,385,529,4503,4088
2350,1867,719,1336,1238,4171,804,2271,3667,5224
6086,1485,4391,7656,4352,7302,5510,5435,1215,3719
1254,3809,7523,2867,7877,4284,4312,7105,4575,3087
1287,3721,6562,3374,5587,228,5173,7729,4335,4604
