V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
65,125,264,197,79,176,254,150,145,173
165,182,125,185,41,174,128,326,232,58
109,257,180,2,5,239,288,155,144,315
106,91,331,250,13,96,44,246,303,213
122,239,70,242,317,242,92,319,26,62
127,63,326,254,219,77,323,75,42,266
109,31,297,270,203,180,256,98,96,196
170,274,279,64,214,286,56,226,313,2
118,168,184,120,113,111,213,3,3,77
34,53,89,177,204,62,329,166,158,213
177,153,278,54,123,241,123,222,169,24
249,85,70,235,51,176,135,295,110,294
33,315,81,50,304,109,249,169,54,93
132,157,270,287,4,241,193,166,331,5
296,242,167,306,141,112,295,245,96,112
35,171,107,283,297,98,25,71,13,106
102,118,284,126,271,308,140,265,192,92
324,322,6,255,18,156,204,102,136,205
326,193,262,90,54,312,6,137,139,241
48,276,76,148,167,295,247,317,295,83
187,266,229,211,199,248,20,133,254,180
319,50,194,329,247,99,79,39,333,49
258,117,209,329,272,317,217,223,278,219
292,132,292,68,98,45,202,23,315,111
323,138,268,15,179,115,199,45,333,288
9,213,217,194,231,207,80,230,314,247
32,312,128,177,242,129,235,143,68,58
15,111,126,67,257,78,100,102,121,47
190,88,167,214,126,63,3,16,106,303
128,48,253,120,311,134,60,113,220,286
47,230,197,330,103,228,211,323,54,143
70,185,16,28,290,327,287,54,208,111
122,66,95,226,303,29,134,86,250,199
281,227,35,188,191,332,59,292,314,279
169,182,166,21,210,205,248,139,31,154
305,141,54,238,237,292,176,298,167,290
141,54,233,285,78,309,226,208,46,288
324,18,173,111,51,97,55,333,174,125
165,278,124,222,155,192,110,85,17,73
54,7,276,45,320,31,239,331,18,230
27,138,9,310,106,223,37,21,243,31
170,226,101,244,44,65,86,332,316,18
238,295,200,30,189,217,239,146,319,1
253,137,125,266,294,212,176,166,61,188
305,179,325,309,98,191,136,1,129,278
22,12,184,155,305,308,281,285,82,259
161,221,143,232,289,118,188,214,20,10
271,20,70,278,141,172,168,132,177,232
259,127,62,89,87,5,180,322,212,122
328,114,33,100,204,45,42,201,36,296
207,39,140,255,295,168,319,94,302,21
312,9,73,82,185,9,158,207,163,267
7,51,275,227,69,185,302,33,280,35
202,18,218,68,180,24,205,40,229,305
72,309,9,133,279,100,117,215,45,30
313,171,245,91,8,319,103,67,15,230
124,244,268,113,208,83,90,258,70,151
230,328,115,90,197,251,84,313,172,246
193,23,219,130,116,109,206,138,330,220
199,210,121,157,223,234,294,46,321,263
194,92,266,273,103,19,97,111,177,237
3,204,280,197,297,186,119,99,308,176
50,300,58,202,196,217,226,127,94,202
38,6,58,45,11,175,191,172,110,198
305,30,18,235,128,98,68,331,78,32
111,8,193,80,69,153,200,253,288,310
74,324,100,136,168,233,299,302,218,53
302,73,119,189,107,309,82,184,264,84
64,250,180,202,46,21,142,121,296,94
247,79,35,173,227,265,157,214,297,106
279,61,143,39,287,146,167,321,116,31
105,138,87,191,39,154,262,58,85,256
281,139,155,118,113,263,98,135,6,54
5,121,211,53,124,89,85,96,75,313
131,134,93,74,93,147,136,113,216,285
147,62,121,269,111,43,282,10,80,277
92,90,316,212,257,128,17,223,8,124
25,310,84,239,144,298,6,142,212,15
252,81,327,149,47,101,38,121,58,270
327,209,240,166,325,129,123,84,83,130
319,162,329,87,151,167,75,327,167,28
75,69,74,224,131,129,9,321,267,51
59,181,111,164,262,279,95,265,134,24
223,264,47,282,169,297,35,52,156,252
59,87,173,256,294,147,187,222,196,13
164,226,276,30,118,159,168,151,238,102
6,183,180,298,217,107,110,129,230,155
255,68,74,266,193,199,54,146,184,53
146,305,145,167,271,196,147,192,184,78
172,116,10,239,218,287,219,154,127,143
60,87,261,22,267,40,147,5,141,274
271,37,292,86,167,33,188,180,216,140
201,85,117,289,246,200,12,102,159,328
51,118,249,248,69,123,135,48,290,217
91,40,225,10,238,261,207,37,14,189
147,5,324,63,146,7,21,218,128,244
52,179,72,242,331,130,175,141,59,37
180,45,27,273,22,113,213,29,176,278
20,175,254,137,221,268,142,69,140,126
220,330,40,98,68,266,237,33,300,101
35,99,12,252,95,142,13,43,64,318
255,86,82,45,210,214,264,66,173,255
89,215,321,145,133,324,47,196,268,81
134,227,191,207,109,232,44,16,20,181
225,290,244,153,147,302,39,168,254,233
250,223,152,289,121,78,59,211,20,153
194,333,51,239,111,294,177,330,42,118
153,331,322,148,326,141,212,65,237,76
53,164,83,78,176,220,166,184,316,81
135,157,258,287,283,276,181,160,63,309
153,268,245,91,134,156,65,262,99,99
161,297,12,252,282,161,28,88,224,149
76,297,4,318,303,286,68,207,97,141
220,329,177,36,63,333,267,51,9,63
331,293,289,201,196,109,80,58,20,142
246,162,159,99,39,324,169,225,18,71
127,324,277,282,157,81,6,169,54,80
122,123,305,312,323,137,284,217,163,77
225,239,257,114,77,261,36,16,123,142
26,237,191,36,59,129,39,76,283,316
163,260,222,60,240,260,159,234,18,234
148,312,290,161,175,172,35,42,148,290
72,36,271,139,42,269,64,222,14,242
108,318,279,164,240,283,172,145,95,205
239,194,229,296,150,151,53,304,237,116
67,333,289,50,66,153,158,205,303,322
135,99,101,244,86,156,308,294,160,296
303,179,258,142,119,297,154,256,216,211
327,238,140,235,126,246,43,325,196,80
72,212,195,162,86,235,321,120,253,113
299,219,280,162,297,211,84,309,170,160
256,128,326,174,180,102,205,27,258,55
46,209,116,209,28,31,135,177,221,54
259,171,260,255,130,22,82,73,186,311
285,203,302,157,257,215,109,66,148,24
17,95,333,296,76,220,137,19,120,101
55,215,129,116,208,137,83,20,220,24
185,60,309,3,192,268,200,252,85,47
224,153,99,218,244,41,322,182,296,131
36,236,70,70,134,245,326,302,83,218
200,327,105,222,104,160,46,169,50,316
293,285,92,327,264,139,156,178,95,176
87,231,331,303,47,155,284,269,314,235
283,76,246,151,65,223,126,301,127,157
179,241,94,160,59,97,193,35,24,314
96,50,253,95,76,20,93,313,54,108
99,47,177,205,163,181,41,240,277,107
178,211,28,73,33,176,170,112,217,17
203,72,120,197,164,243,208,102,229,178
167,166,224,102,213,219,274,204,240,19
111,295,266,183,49,293,255,290,256,207
202,184,163,192,55,157,36,56,176,193
327,93,255,91,50,222,202,251,138,179
271,162,226,112,110,300,242,230,247,118
83,287,272,107,234,168,21,211,292,248
151,189,201,9,246,163,3,326,140,228
306,236,27,323,88,142,174,235,188,257
280,14,293,141,162,228,154,332,233,79
103,300,141,136,14,152,57,203,112,327
180,205,168,310,39,330,226,58,223,99
314,86,193,250,176,313,215,233,141,215
198,89,229,177,225,183,225,291,204,143
72,191,183,275,118,81,294,42,116,221
212,12,190,276,67,108,182,20,118,159
108,157,155,42,98,232,215,82,163,238
206,53,65,115,24,268,202,253,75,239
165,138,249,248,196,62,168,300,114,25
313,200,322,46,46,6,53,94,64,284
144,35,155,224,261,122,30,32,234,104
284,307,316,142,289,168,226,110,266,14
197,217,16,277,58,302,18,265,73,139
293,219,93,171,145,58,225,260,327,8
143,213,181,7,60,125,52,86,13,201
72,99,24,155,191,44,257,53,324,239
37,29,222,284,155,5,305,288,187,107
169,164,32,93,118,213,211,56,75,211
259,309,106,322,204,18,17,121,145,112
113,249,281,275,113,239,145,195,66,1
193,176,253,21,135,22,246,11,139,67
140,300,62,153,175,244,275,188,174,294
167,186,149,126,212,86,87,41,31,312
97,314,78,73,251,124,13,131,134,301
285,193,327,257,175,161,4,285,222,41
72,213,77,218,27,128,209,319,240,99
239,60,55,183,217,77,323,182,209,29
295,276,137,294,185,177,88,125,326,325
274,302,70,237,286,54,95,56,103,175
228,183,4,258,293,295,281,109,124,184
183,229,85,15,38,180,331,174,155,108
2,215,125,211,58,53,280,208,287,174
68,218,96,228,149,235,206,79,120,41
140,83,85,16,87,264,80,3,103,241
249,195,286,172,253,128,35,107,95,297
170,325,188,152,175,253,162,66,104,333
127,253,64,269,93,55,309,297,231,170
332,151,35,272,256,241,253,204,259,14
194,261,248,132,282,192,7,324,210,14
166,10,32,178,208,37,31,20,121,320
170,215,323,102,117,106,2,188,332,158
179,80,60,258,211,219,212,88,281,139
55,194,173,159,203,170,103,193,330,237
254,25,107,86,329,73,227,179,131,13
63,91,148,276,238,13,223,81,303,163
146,128,191,216,223,255,38,175,51,260
201,282,93,54,161,91,51,281,117,131
12,123,164,93,95,31,3,119,183,147
100,258,150,323,223,152,87,218,191,272
154,92,82,119,138,306,5,168,111,35
169,143,109,145,218,19,224,160,23,101
2,241,187,21,121,290,114,278,293,8
187,75,6,237,214,283,259,327,160,145
89,251,293,124,136,22,34,17,103,328
153,250,240,188,140,97,63,139,235,256
295,185,128,299,191,204,12,234,299,104
116,314,272,223,202,305,226,226,104,325
110,208,292,252,176,76,19,191,196,260
242,242,121,326,66,20,166,195,12,218
132,237,324,64,24,160,139,59,317,329
289,84,178,302,122,157,150,215,91,48
290,99,305,3,30,268,331,48,255,271
222,321,233,180,188,16,307,307,291,7
122,187,107,77,304,93,278,36,168,274
251,199,287,246,200,184,62,200,46,230
13,211,325,58,235,225,156,196,31,67
135,128,314,5,87,186,126,26,145,40
64,1,115,239,210,286,65,192,310,278
235,313,288,77,285,122,270,36,158,193
310,219,275,297,124,292,157,237,252,229
158,293,141,103,117,249,36,283,19,90
105,58,318,88,62,231,320,75,167,98
265,295,36,304,285,149,308,7,113,290
257,116,72,228,110,311,203,103,173,76
206,326,298,220,32,78,250,1,289,295
16,236,95,264,26,170,201,291,297,87
287,188,87,201,209,88,267,36,161,274
309,191,303,137,152,9,283,284,161,77
296,282,63,68,28,181,193,287,158,128
157,205,147,63,52,122,25,145,170,48
98,58,267,255,255,165,196,242,36,298
92,10,161,153,282,273,84,151,112,1
251,320,169,261,102,246,263,104,178,45
12,264,99,186,39,57,147,59,236,60
88,147,220,110,240,131,118,276,104,150
210,98,126,23,87,231,7,293,52,62
43,114,139,219,13,147,192,263,53,63
155,153,183,258,124,91,207,307,59,302
253,331,312,236,272,65,101,98,312,272
102,247,146,125,113,84,120,97,284,297
291,173,273,226,129,196,185,74,274,230
175,162,131,266,163,42,66,318,273,176
225,153,249,286,177,110,278,90,32,245
58,265,90,92,19,279,326,322,110,93
24,89,117,38,127,49,173,120,160,282
273,147,264,216,327,180,274,78,263,44
85,197,20,255,127,232,63,234,265,194
330,67,2,230,69,183,68,164,109,245
188,264,272,225,297,90,216,220,41,257
8,215,144,205,196,108,154,42,262,291
278,291,14,325,32,284,8,157,280,87
285,229,159,306,141,203,134,325,41,176
257,290,78,134,331,215,206,124,226,163
271,127,33,260,134,287,302,148,290,233
53,4,23,213,121,50,256,198,159,151
274,239,17,172,213,280,152,120,304,305
234,89,22,237,216,275,87,302,328,175
23,89,106,152,293,46,194,125,309,288
19,167,52,42,248,153,19,207,188,140
