V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
122,192,597,642,165,208,337,43,229,132
21,8,277,490,301,37,277,56,129,404
370,274,197,280,173,440,412,304,170,497
420,51,305,314,105,421,583,184,588,128
236,149,333,663,334,559,499,617,544,586
607,729,348,469,719,546,79,461,8,690
94,335,461,385,17,83,476,544,668,432
517,205,217,151,99,636,545,210,726,202
617,299,55,466,348,121,445,587,587,356
705,440,693,598,559,294,239,695,35,56
170,220,358,717,133,146,372,341,490,64
730,257,12,21,293,142,122,124,250,160
128,372,58,706,712,367,634,239,695,329
386,537,718,171,514,491,728,31,366,532
506,460,557,572,381,413,669,535,110,163
316,141,205,304,469,464,188,49,503,40
709,433,432,172,204,69,621,378,358,277
334,156,656,517,59,643,460,82,124,634
467,681,406,95,108,41,432,138,334,314
299,423,429,214,461,381,653,671,526,340
102,18,351,687,304,676,72,44,588,691
138,104,443,617,652,653,365,128,669,468
263,122,266,598,726,289,647,510,154,481
587,250,160,212,344,166,405,669,385,732
619,430,458,136,503,689,150,85,9,126
683,87,727,86,670,633,198,143,231,470
729,510,553,55,182,125,654,516,471,669
555,136,141,615,418,536,624,676,208,26
317,361,677,300,733,238,454,104,623,11
83,404,592,225,599,226,260,53,153,628
44,136,593,559,735,297,155,728,705,563
88,371,303,97,344,293,24,184,612,51
136,422,361,28,29,24,202,227,313,230
613,98,702,293,374,235,11,221,486,514
47,578,17,685,117,69,312,44,611,422
349,400,613,366,630,719,725,230,649,536
581,134,160,572,531,100,63,493,164,207
5,431,332,310,50,444,667,473,14,575
412,482,554,52,100,702,395,304,525,279
714,262,69,564,695,263,104,728,733,103
164,629,400,30,617,691,724,38,66,189
307,47,106,45,574,710,100,72,173,503
16,571,458,260,4,684,648,368,704,630
427,246,237,525,215,601,276,279,243,388
239,636,391,513,690,148,381,434,621,317
218,436,735,189,386,517,651,158,360,494
582,384,70,559,159,186,44,83,674,103
78,681,71,629,2,586,681,569,129,573
199,174,172,101,134,394,86,518,480,396
12,221,220,433,285,558,139,635,427,142
727,191,45,326,368,243,298,523,237,603
125,279,213,715,123,260,24,185,349,178
283,578,571,225,499,682,572,48,378,650
50,592,443,492,538,473,629,218,357,520
94,610,367,594,419,1,484,65,286,166
659,447,712,645,500,409,549,639,23,87
625,479,384,272,681,509,163,570,613,464
359,735,558,116,65,142,209,146,163,465
3,318,568,312,269,614,270,466,698,248
143,474,138,383,128,118,649,225,343,682
279,418,639,448,263,139,217,93,293,16
610,7,548,492,415,155,544,372,153,532
342,263,620,206,652,449,423,526,715,244
518,113,531,629,476,346,9,665,100,386
730,505,354,556,199,677,624,638,271,605
621,567,153,514,414,586,359,377,544,329
596,16,248,138,20,114,612,510,271,81
733,152,15,19,500,294,231,116,683,213
681,686,664,710,712,612,529,633,91,155
415,72,708,136,563,249,455,21,623,221
375,48,530,682,302,710,269,117,472,156
205,389,194,318,166,157,579,131,18,479
246,15,95,193,189,140,725,706,201,618
245,269,477,50,481,7,294,402,653,527
114,125,560,350,387,354,504,435,669,608
259,346,586,11,674,256,2,724,58,83
610,349,697,374,34,64,219,80,550,713
96,380,300,688,529,332,416,527,300,25
594,640,579,484,666,518,222,474,363,146
343,594,205,138,581,645,516,233,704,204
609,391,717,705,86,455,581,70,593,50
222,384,345,667,235,719,437,338,444,597
29,454,149,462,164,490,653,535,518,262
623,728,40,516,427,566,78,666,476,37
236,658,726,463,630,108,516,707,538,162
520,427,609,120,417,381,169,558,173,645
17,346,322,130,365,451,40,212,181,543
25,2,154,618,170,94,178,249,140,372
194,172,506,534,510,676,641,66,656,169
720,724,501,457,259,54,481,642,149,598
487,177,572,422,388,242,509,187,622,30
651,603,491,703,552,372,273,511,249,612
679,603,142,244,237,607,467,324,91,667
178,446,342,373,205,339,434,553,107,460
353,477,293,258,495,674,498,292,596,131
632,716,651,618,5,318,172,316,65,443
549,271,360,388,462,640,139,613,414,38
305,348,676,230,442,284,717,366,706,107
566,294,177,461,288,649,692,476,271,147
3,15,41,237,297,321,60,489,2,548
311,462,254,211,681,276,94,277,564,392
429,3,441,234,418,399,372,130,479,682
534,369,71,716,148,706,481,478,509,680
530,517,724,48,116,433,56,235,679,465
705,97,598,194,591,228,403,320,573,53
145,628,608,255,516,265,281,396,162,438
590,710,704,287,589,280,148,213,130,566
715,703,151,667,286,5,260,38,173,358
684,491,146,478,714,730,140,389,176,241
702,635,119,311,294,305,21,112,382,492
146,356,290,232,19,134,152,6,394,98
219,361,686,535,433,248,439,372,191,462
438,292,433,496,218,647,576,309,402,616
575,119,160,322,477,644,209,242,129,372
607,671,188,481,152,688,52,343,90,645
412,720,319,446,21,159,443,372,724,547
618,548,227,420,494,331,360,636,453,98
480,685,436,219,705,4,284,401,620,496
135,257,675,414,502,578,711,494,673,679
63,61,93,689,555,263,611,622,152,627
360,66,651,364,626,354,542,376,192,455
336,208,32,692,453,606,72,428,33,178
488,337,617,442,587,108,136,173,260,8
680,685,433,166,440,669,611,613,442,26
305,335,1,556,372,726,438,224,82,177
282,618,236,724,312,635,371,646,518,224
713,471,391,446,153,88,473,595,270,325
198,583,546,78,361,461,286,529,260,220
568,672,48,313,512,188,140,316,313,72
512,122,188,563,83,723,645,602,344,279
226,410,378,567,373,104,31,457,159,515
604,712,69,368,138,194,112,549,295,292
682,503,31,3,461,731,664,520,361,419
374,623,565,331,620,654,62,466,83,682
648,274,1,540,569,158,439,96,245,98
285,440,272,546,391,62,736,731,201,269
161,25,263,165,369,61,718,68,162,29
79,727,405,35,581,221,528,93,690,45
88,2,668,3,338,222,623,646,614,493
666,622,101,538,45,506,209,418,148,345
732,134,438,579,332,734,524,407,142,615
562,455,96,2,615,359,42,220,33,119
63,323,710,305,522,431,480,519,222,287
77,93,125,415,355,687,446,444,64,28
6,331,651,732,57,585,255,536,579,252
501,326,12,511,11,90,92,85,296,635
683,227,94,23,364,538,668,279,431,69
366,284,709,553,180,43,505,376,16,689
329,657,136,95,33,687,705,64,130,580
657,81,296,80,573,415,38,96,187,677
652,636,225,425,431,679,606,277,231,488
209,119,462,53,476,148,126,43,571,154
74,181,371,561,164,612,21,430,382,655
688,284,677,199,567,536,385,564,599,350
465,696,699,627,722,725,129,281,128,248
534,160,429,444,438,363,142,321,172,116
541,68,49,606,566,396,553,431,280,509
562,73,106,371,562,342,151,248,380,708
104,135,606,127,645,575,735,582,275,102
452,453,462,55,123,735,85,302,24,136
235,284,116,534,287,95,457,365,216,428
399,556,154,24,460,45,34,656,362,158
670,490,511,339,77,28,606,600,138,411
255,86,261,622,331,186,731,733,374,572
289,191,628,453,32,369,133,11,232,595
680,192,616,600,416,190,526,586,382,618
465,618,634,89,636,609,264,314,368,471
30,40,138,173,277,171,320,237,210,459
679,201,341,191,626,125,121,133,259,473
41,535,227,675,142,290,106,708,512,134
473,341,469,97,6,632,532,278,419,90
640,309,592,299,441,578,243,307,401,128
493,291,384,335,657,215,151,202,291,313
534,51,245,355,567,391,364,364,36,407
578,196,352,359,570,102,60,2,184,35
714,2,163,182,2,553,612,107,336,483
547,145,290,123,244,713,538,227,154,276
185,350,725,488,399,624,606,313,298,204
39,591,252,379,658,212,279,122,161,722
247,233,410,532,220,156,331,376,453,33
718,595,454,445,231,476,174,639,360,106
585,296,342,625,236,154,732,726,704,710
606,250,465,193,489,357,116,646,213,429
389,462,4,357,44,144,617,288,146,517
492,136,109,702,429,158,1,187,20,203
324,548,540,430,360,112,470,224,264,471
181,160,726,655,73,14,722,83,695,577
333,385,345,56,302,577,47,210,111,584
316,401,733,158,571,353,347,665,545,392
366,405,11,557,460,378,708,89,459,254
127,126,323,706,60,224,106,583,349,86
698,126,559,525,18,220,197,124,137,705
688,167,35,581,645,104,654,505,578,564
650,424,437,161,191,420,560,635,574,651
567,617,591,456,732,15,132,182,646,50
184,287,357,284,729,642,417,204,362,432
676,139,700,425,341,325,339,655,675,267
7,329,549,714,67,424,59,647,649,36
569,644,326,198,716,511,145,681,213,734
33,108,283,734,360,207,683,558,690,631
693,525,736,625,46,381,678,645,309,266
687,61,451,586,538,379,229,487,283,251
718,171,720,314,627,215,438,693,311,102
279,125,43,353,370,672,57,557,684,191
705,645,451,14,130,332,175,192,439,232
236,286,608,318,328,268,295,547,683,93
465,161,41,73,674,566,130,420,225,175
53,251,540,20,391,149,493,61,538,680
305,719,26,416,137,590,317,208,380,224
613,383,167,728,310,109,633,144,382,45
220,25,701,372,112,236,48,301,642,625
407,249,492,472,339,106,230,39,219,670
218,458,329,215,657,248,624,682,442,640
325,432,571,578,132,603,373,708,494,731
438,251,676,141,532,616,208,16,411,416
488,192,150,618,493,79,512,120,698,82
244,205,275,454,229,665,197,599,249,365
384,490,136,414,213,290,469,199,13,691
460,199,734,101,500,141,621,307,336,586
676,163,332,608,251,103,116,594,387,344
621,400,465,633,35,254,101,198,675,583
403,596,503,133,12,73,318,300,534,113
267,258,213,732,165,589,132,560,164,159
692,258,536,265,401,428,296,321,269,57
178,619,281,686,16,84,336,535,179,109
357,625,18,230,233,261,597,97,476,655
344,272,291,493,131,322,114,534,236,441
335,649,694,459,423,288,429,350,400,506
4,286,323,528,643,633,19,164,200,245
340,396,594,654,79,659,486,225,603,587
72,670,423,173,10,139,369,202,494,199
332,733,536,358,271,736,44,244,278,523
380,501,411,398,710,286,668,218,71,289
440,546,156,561,228,670,513,123,534,306
306,143,270,398,90,715,474,166,136,424
445,175,138,141,492,725,126,64,106,280
631,181,302,43,30,336,103,336,729,222
292,178,443,673,586,430,631,717,413,403
135,619,382,370,357,627,489,73,386,211
547,113,624,456,268,198,357,499,169,403
636,199,718,91,76,728,268,267,714,505
230,634,720,550,381,63,406,150,202,276
589,152,398,327,116,352,586,692,628,572
413,87,560,464,277,493,644,663,634,268
269,83,78,249,267,563,644,45,413,695
430,485,138,323,560,587,284,459,105,514
128,304,103,453,557,186,373,113,41,424
248,447,523,429,209,226,523,524,103,43
288,200,88,158,193,398,611,165,255,366
542,258,670,368,645,677,726,174,435,693
587,463,257,713,83,524,697,291,54,115
257,358,733,425,225,699,88,16,83,426
5,383,415,237,59,350,542,473,462,373
359,666,234,186,179,74,73,315,684,220
497,497,419,122,664,492,330,396,693,140
683,628,315,419,673,429,315,137,362,565
188,626,382,423,444,345,202,208,391,438
348,531,394,132,446,428,309,628,714,321
735,84,724,555,678,137,721,672,353,107
593,663,441,524,731,733,636,587,347,183
381,728,536,512,666,116,333,682,538,38
69,525,562,151,222,421,648,539,448,178
515,417,271,57,244,133,44,37,504,296
152,446,230,378,6,210,71,9,618,632
432,672,430,578,438,273,139,3,24,146
58,356,48,402,461,29,218,324,120,15
721,520,271,411,656,394,42,579,137,156
559,640,735,72,194,103,415,202,22,576
273,639,361,478,552,474,86,401,195,76
487,4,531,333,34,216,583,450,539,373
247,370,85,382,496,729,132,376,281,643
172,544,636,631,569,87,607,352,527,12
495,622,512,322,616,312,59,39,357,104
698,43,605,325,589,302,270,188,376,91
711,187,111,592,414,683,588,360,350,4
4,702,461,412,546,488,217,94,216,704
33,440,593,615,324,496,472,357,278,290
616,268,706,321,263,6,272,71,387,645
87,41,340,223,726,287,50,447,220,574
126,163,124,270,15,220,527,336,445,343
20,684,75,664,711,9,638,476,604,467
468,59,733,673,417,567,171,326,585,151
6,496,440,682,733,361,253,539,686,353
227,584,549,66,92,267,330,10,76,114
594,357,512,199,45,430,88,209,273,371
274,670,368,316,238,633,173,165,346,245
234,408,513,6,459,533,656,312,30,130
438,717,233,643,149,411,443,60,499,145
576,86,520,240,48,446,517,72,270,453
87,585,604,305,591,608,361,122,303,159
582,6,112,291,648,352,41,335,683,45
622,572,342,100,534,420,613,544,275,682
559,165,225,58,136,345,707,728,699,455
336,286,183,37,643,508,205,154,120,289
223,688,213,273,349,559,131,684,668,501
659,188,575,243,697,363,253,182,663,643
680,429,69,156,285,403,142,534,508,45
453,344,410,139,435,233,587,75,289,142
28,189,197,478,725,636,335,348,696,481
643,482,621,696,412,564,675,99,228,78
528,428,171,670,675,371,102,11,106,612
299,91,528,190,190,102,414,417,420,6
535,282,16,17,569,86,277,421,407,242
109,141,296,629,18,572,70,247,518,649
43,270,584,126,274,728,479,627,686,61
665,102,136,626,213,114,79,396,453,3
115,310,221,4,331,423,10,346,282,83
204,67,269,328,447,199,660,119,317,120
608,64,20,736,266,217,186,729,5,371
251,14,223,128,447,35,507,268,70,95
370,639,36,447,93,299,636,363,369,136
410,6,205,594,589,565,188,452,85,238
141,585,441,550,473,300,448,710,237,546
730,590,200,686,309,291,57,42,293,506
432,461,278,545,620,114,516,162,442,689
674,34,21,317,545,397,585,358,80,116
468,155,616,533,203,483,222,582,232,168
114,716,594,66,20,372,328,376,613,241
237,96,446,692,454,81,544,712,106,296
545,232,575,276,88,397,215,88,365,239
132,401,83,281,211,387,129,502,678,513
73,561,565,435,159,199,50,378,512,446
556,436,608,481,120,54,34,547,394,268
155,97,574,505,460,320,92,221,143,420
708,675,681,502,374,21,223,591,341,433
67,149,303,674,153,10,399,736,536,652
586,200,302,130,81,396,509,336,641,295
141,165,331,135,288,587,264,139,663,601
664,686,285,260,691,153,369,315,637,668
419,141,469,350,523,298,422,38,106,413
632,472,164,242,137,624,360,120,670,520
545,422,647,30,615,116,291,157,44,660
455,74,487,21,410,61,708,351,309,721
306,133,58,718,692,19,587,630,645,575
666,390,443,604,138,276,604,93,281,566
452,446,602,611,704,625,249,590,15,498
568,132,498,330,214,347,228,55,682,377
363,51,514,594,208,262,262,199,227,114
527,602,381,403,532,243,248,135,33,245
419,272,347,139,266,219,175,404,212,217
319,260,167,171,273,108,67,518,474,649
267,676,335,502,203,84,397,53,491,520
736,616,56,121,456,697,556,177,512,556
465,254,681,604,412,219,426,96,711,207
621,196,437,630,514,191,728,680,406,501
476,435,426,95,431,74,216,709,670,227
533,271,282,607,536,440,213,281,660,331
305,405,80,506,665,402,471,79,82,731
300,588,389,188,173,703,710,660,350,190
489,381,523,103,658,696,117,220,616,135
33,368,447,37,360,680,108,338,185,230
449,196,113,523,96,102,53,631,390,409
653,667,686,53,463,291,127,481,230,326
134,435,636,54,577,567,661,116,640,270
68,617,700,691,460,579,221,599,726,306
438,545,466,79,493,553,233,655,359,135
308,425,555,371,183,11,128,549,107,693
553,137,584,260,404,670,211,644,438,251
180,117,502,57,330,137,693,84,245,137
60,176,436,10,542,453,61,692,298,688
493,193,715,721,608,54,656,735,540,297
541,447,631,720,692,686,5,674,112,607
23,468,401,722,474,449,374,337,270,121
242,333,479,160,230,77,444,115,612,506
326,364,113,617,96,244,295,141,74,67
35,403,724,293,526,696,494,194,397,372
396,64,296,485,321,716,269,447,139,703
256,690,54,479,172,211,516,118,484,225
171,112,499,545,128,455,684,189,142,705
350,227,336,414,28,378,128,670,338,234
309,653,121,19,629,459,614,727,151,539
307,470,154,301,540,75,552,380,490,673
318,190,704,478,630,434,38,638,628,535
126,304,460,281,444,345,535,401,609,385
33,691,534,648,83,83,85,441,303,121
294,227,514,512,82,604,86,461,215,163
379,715,656,33,79,451,270,605,649,359
714,448,219,18,554,411,430,196,478,331
539,542,76,498,12,469,464,201,376,437
409,566,2,613,148,633,143,166,36,298
618,705,336,670,610,547,675,557,656,152
463,609,703,147,571,663,716,282,375,322
606,256,511,373,686,734,639,224,694,363
557,198,409,167,666,102,501,87,355,424
182,663,589,82,513,236,182,110,383,676
191,440,537,610,199,441,214,166,305,87
514,413,612,201,646,567,616,234,131,50
454,647,51,2,136,265,514,356,661,365
594,182,239,226,124,521,609,98,588,687
239,435,127,7,375,268,107,234,353,535
390,14,97,289,420,637,43,428,595,454
296,172,375,727,122,381,717,263,293,152
239,631,148,160,604,317,54,248,636,536
574,444,407,71,538,638,699,623,534,225
704,7,22,45,159,548,266,62,508,137
736,298,682,290,538,725,727,288,109,624
483,445,332,500,683,599,613,254,104,595
195,79,226,337,330,160,361,324,234,570
579,375,433,26,198,248,212,396,305,433
324,282,501,602,72,535,519,431,559,134
308,566,203,78,65,144,701,704,411,522
708,246,451,234,563,109,689,424,154,714
5,64,734,327,708,410,451,422,539,685
387,547,682,270,243,191,15,571,438,589
693,30,704,112,650,296,1,202,579,146
361,576,291,637,348,156,284,546,713,391
705,97,297,112,184,304,134,27,663,410
410,67,401,614,374,544,224,518,492,290
409,723,548,576,438,627,233,531,368,320
147,589,56,131,140,68,232,328,459,209
328,358,581,231,228,18,12,367,512,458
483,664,55,409,732,469,255,532,708,364
684,187,421,596,16,131,619,135,644,93
288,384,517,702,88,314,565,350,704,147
569,603,318,26,541,225,426,243,508,256
226,681,224,20,230,686,707,318,442,396
388,130,329,189,426,678,204,645,374,561
572,440,665,328,521,648,299,715,147,701
200,191,632,330,637,474,21,100,272,494
656,354,46,3,422,603,522,484,523,355
466,470,733,490,31,672,700,297,451,379
207,591,543,714,444,185,490,248,102,237
229,424,130,521,654,243,309,267,346,39
266,70,12,393,643,461,347,250,583,21
438,213,194,568,68,470,495,723,53,338
403,272,640,566,136,479,698,201,379,651
127,60,645,381,186,666,515,458,683,640
349,110,644,260,48,203,419,73,179,82
668,570,712,192,211,712,80,390,258,52
566,134,97,290,580,606,201,602,617,251
321,463,245,697,171,106,43,306,39,548
556,430,186,710,628,138,665,532,173,418
619,144,675,565,127,688,319,442,628,198
587,267,606,120,76,372,65,580,353,209
694,258,706,707,321,155,685,576,626,585
565,422,450,147,91,297,29,280,116,202
156,277,33,503,109,581,40,337,1,158
364,283,522,415,588,622,156,334,487,547
714,258,735,449,515,502,326,219,549,731
86,202,323,82,245,45,32,396,421,519
476,485,556,600,58,59,140,653,122,385
28,237,514,305,189,519,46,62,241,236
583,74,526,359,511,103,623,73,535,378
538,507,113,428,440,364,416,4,358,152
72,154,518,165,711,248,332,725,132,87
444,585,598,203,377,88,363,272,523,389
530,489,567,683,548,630,638,163,365,426
430,186,652,249,653,678,241,618,383,657
668,715,403,425,583,231,189,339,72,565
523,66,146,585,609,257,397,287,226,622
508,257,672,54,710,505,545,627,224,641
282,707,544,107,288,500,382,329,624,338
399,202,666,730,22,666,181,572,367,384
365,506,102,166,215,697,418,400,210,680
389,72,128,399,624,206,605,316,170,590
352,422,2,731,437,238,73,483,563,623
27,201,163,707,507,260,448,576,242,672
636,602,229,367,332,156,698,516,11,222
302,93,187,96,344,651,315,659,472,335
449,198,649,640,49,516,690,53,361,164
446,276,682,730,494,257,52,612,579,27
593,160,326,667,391,157,79,41,436,588
97,101,366,475,98,292,679,317,70,528
425,352,98,151,608,5,216,548,513,400
311,304,328,623,557,572,298,431,365,53
80,345,592,81,599,275,610,491,198,678
205,274,263,216,574,519,569,567,266,451
159,296,465,554,459,212,600,731,723,478
12,468,382,44,674,146,547,93,616,278
23,541,267,517,59,674,353,143,227,120
667,29,670,183,392,293,724,366,230,443
460,443,581,655,192,203,325,459,309,534
276,280,529,224,598,658,164,702,376,612
618,404,653,565,481,242,411,240,53,60
129,439,694,697,156,181,489,580,254,463
513,411,709,326,81,707,501,202,86,415
105,132,365,213,621,154,734,394,409,260
232,102,578,262,150,570,51,404,122,615
469,196,582,478,229,113,593,198,8,255
194,713,102,542,349,442,593,497,684,352
674,599,696,733,449,173,560,445,604,408
23,271,558,555,598,143,156,682,409,191
420,389,469,556,699,456,534,332,244,403
331,713,150,338,464,564,451,299,664,280
116,304,405,347,174,631,266,325,680,688
146,360,562,569,336,496,137,316,597,382
12,60,457,259,458,236,4,651,113,244
470,65,298,467,87,428,319,79,366,188
478,236,84,11,731,268,442,553,240,227
635,637,33,51,251,194,240,111,351,279
354,708,26,151,174,25,619,259,45,308
9,459,191,692,325,95,459,650,196,516
262,113,58,399,672,184,197,259,128,421
383,435,605,274,379,603,125,503,718,274
667,592,602,572,329,482,92,719,345,65
263,699,631,14,592,527,100,136,256,593
656,570,313,170,377,273,513,504,632,457
166,516,118,203,92,591,635,666,261,379
322,730,713,416,536,17,183,582,364,157
124,108,138,6,716,602,290,494,655,572
337,672,285,483,569,111,714,312,112,587
377,88,663,194,619,270,223,637,594,86
113,329,537,410,7,304,679,288,239,487
240,315,601,66,641,89,629,556,52,355
205,368,192,472,512,529,502,568,284,61
423,312,378,602,652,356,656,229,135,570
70,511,70,709,443,671,312,104,229,541
497,407,312,106,35,154,61,460,157,431
73,465,80,419,506,211,464,354,721,533
226,180,171,722,279,90,691,117,422,569
438,460,455,45,227,418,435,214,542,673
121,323,537,220,591,441,213,393,376,593
643,88,710,195,548,30,155,444,219,198
243,329,436,450,324,93,594,479,619,372
55,410,411,312,24,95,220,151,129,408
291,702,77,200,221,376,122,497,91,585
114,599,100,429,246,736,503,558,66,616
478,635,309,189,158,148,307,671,339,139
106,452,219,102,277,666,537,729,127,456
290,166,568,101,732,223,14,83,535,32
338,494,233,586,591,103,142,166,505,50
443,203,700,729,63,114,296,112,649,137
328,242,306,144,207,1,586,518,396,297
449,433,702,32,88,33,212,11,219,11
678,474,232,514,265,605,33,678,714,138
277,560,98,251,613,641,256,426,241,246
144,705,724,523,664,347,416,619,170,559
548,671,270,628,111,415,520,260,420,227
125,47,471,95,235,631,698,184,477,635
623,661,94,645,319,437,64,171,726,20
268,700,698,73,70,158,734,86,471,209
142,678,95,344,92,98,165,457,193,150
13,617,507,278,642,161,299,60,466,638
266,388,657,215,154,528,234,6,171,244
600,527,165,366,1,24,131,655,38,614
307,409,115,707,334,263,144,557,176,102
689,90,373,248,623,169,128,451,464,55
555,651,716,135,573,145,532,590,729,708
375,308,96,300,660,107,624,227,444,676
483,147,150,393,327,342,722,517,526,700
133,138,147,458,412,317,193,136,331,567
23,389,500,19,237,416,482,456,298,550
643,272,714,271,88,94,57,211,271,48
143,226,408,564,523,72,505,128,163,532
546,368,86,189,18,235,72,94,176,39
631,634,694,73,303,426,52,735,513,701
460,175,160,105,46,477,292,570,604,165
358,127,21,164,283,672,623,606,683,337
90,633,192,160,210,53,392,115,482,240
488,289,408,676,156,505,559,252,603,184
98,70,419,374,345,692,86,117,635,59
55,61,257,100,680,352,513,453,575,668
222,394,386,646,46,486,539,360,51,252
577,159,11,171,271,304,18,724,148,513
372,458,207,96,87,235,643,256,461,186
461,151,350,414,59,57,346,401,357,262
437,312,549,536,354,273,659,621,58,287
681,674,376,45,647,390,333,683,660,163
131,422,677,607,42,63,560,619,196,683
252,538,73,259,644,665,276,57,142,711
66,424,545,723,260,732,148,378,57,438
126,109,61,183,164,244,370,87,347,403
481,490,554,303,420,260,598,629,602,57
191,570,460,12,449,324,68,203,209,194
645,512,577,171,166,661,148,220,152,649
181,577,291,13,207,286,284,228,341,412
521,317,478,598,453,273,730,240,77,85
504,161,591,374,591,399,711,269,504,446
702,242,288,233,173,647,546,30,205,454
61,210,311,625,224,198,104,37,634,20
14,106,514,78,648,554,25,363,329,224
224,430,210,24,286,36,387,236,263,258
344,102,331,71,256,355,62,218,571,284
297,306,651,243,201,374,206,265,645,211
334,611,367,524,317,436,409,672,458,138
467,582,269,652,220,205,251,288,646,563
519,217,180,605,441,729,489,506,446,629
55,655,191,156,518,417,65,42,411,596
204,360,254,104,520,619,400,99,333,623
279,379,722,164,573,193,348,234,614,74
35,120,311,650,619,307,703,144,704,223
388,250,361,375,214,446,508,327,240,265
664,696,695,686,639,467,71,275,183,99
602,1,73,71,244,77,386,676,326,679
2,405,132,397,567,428,199,567,462,575
72,617,519,357,222,340,404,153,57,96
542,585,612,670,553,463,133,614,205,607
100,297,704,679,457,338,567,587,433,73
469,347,534,428,725,65,516,334,171,501
79,358,141,390,281,712,70,424,348,21
520,225,2,397,646,246,483,604,109,377
418,116,44,419,134,284,372,318,441,176
678,182,433,473,354,506,98,699,347,480
520,587,9,415,330,155,456,251,285,598
716,347,452,377,278,310,481,121,404,147
411,643,665,231,284,561,284,599,513,61
77,638,66,136,578,494,491,22,122,16
339,10,726,324,657,288,616,95,244,330
430,53,322,649,179,62,132,299,551,151
60,301,315,577,2,588,143,14,41,429
672,627,594,489,563,340,294,219,435,285
504,100,131,304,132,6,38,397,34,599
8,336,320,181,49,559,471,53,565,5
613,88,697,432,28,609,324,213,477,686
648,500,346,273,12,643,592,135,17,580
556,698,132,56,69,680,162,18,384,130
406,668,437,361,159,200,261,297,628,372
679,658,549,355,358,87,544,477,5,346
326,427,88,219,565,628,141,378,322,495
513,448,200,432,181,638,204,82,31,204
578,493,545,53,204,311,53,418,413,197
14,126,11,162,89,417,511,114,571,540
525,132,620,42,513,22,286,638,82,581
347,47,265,122,122,735,604,24,342,239
501,247,578,659,189,522,644,551,19,258
150,87,569,65,653,713,18,713,724,481
104,532,531,320,236,378,254,140,181,632
382,310,599,719,422,665,577,451,184,484
736,348,473,227,423,693,25,549,546,523
273,253,399,685,304,717,409,20,627,56
38,664,605,727,157,269,78,466,730,67
178,401,690,655,335,211,167,664,328,670
612,250,523,394,665,110,333,258,62,611
555,187,579,579,143,713,65,448,339,669
32,619,264,283,236,492,199,337,8,55
687,154,599,117,518,596,313,670,417,736
700,142,252,505,459,8,460,651,589,176
170,657,27,449,295,459,570,710,335,98
373,22,297,14,503,474,477,48,620,16
410,486,420,566,29,274,161,489,726,36
63,416,248,230,49,665,527,418,707,579
48,319,168,168,340,334,141,701,245,156
670,106,549,672,266,273,32,658,696,84
5,415,257,671,445,64,657,92,717,132
426,176,8,648,286,414,626,161,447,95
658,139,479,561,297,98,394,260,259,209
133,214,679,610,100,348,241,580,444,649
159,317,659,562,414,99,541,588,358,36
6,347,735,141,619,289,577,511,426,476
347,82,310,513,487,258,242,610,575,607
618,357,109,287,585,611,299,527,292,347
676,47,229,733,371,681,268,201,123,273
69,558,594,220,564,44,524,528,603,476
264,296,640,114,270,552,160,276,660,391
49,449,86,172,520,257,144,357,478,202
619,620,580,76,56,196,280,502,700,84
