V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
1176,4726,5515,5649,4762,1522,7584,26,9359,7429
4460,7249,4726,4615,1828,5290,7510,4592,1828,3034
4179,2878,996,7862,6984,8586,9953,9796,8135,7993
5967,597,1846,3803,7114,2444,8085,1719,2186,7187
2451,5272,8259,5487,6346,7201,2988,6141,1160,7058
9246,7087,5561,4757,5514,3486,4854,3670,2153,6732
6903,7336,8451,8975,4325,7575,7014,7286,2519,2830
4194,1590,11,3788,3477,4490,2519,2947,5631,4705
5575,2370,4834,6973,5982,3970,3665,3715,7259,9261
5899,1876,1807,2366,3342,1490,381,7523,4575,7676
9880,5363,9211,2324,9563,9818,7291,8371,9693,8272
3057,6871,9988,1781,8694,890,1462,3953,8952,4775
8591,9011,1827,5204,7760,9556,2640,4711,9245,8343
3910,5333,5245,2922,9860,8957,4313,2034,3059,9015
2599,3365,4176,3740,7459,4982,8847,8466,4992,1593
4829,8361,6898,3971,9005,9418,72,8499,1260,8059
1809,9652,9763,3907,7137,8505,2987,7364,6323,1277
3369,8999,9244,3526,9043,8632,3227,9390,4149,809
358,9422,9134,445,4247,7182,6115,6873,7837,7445
6730,2305,6589,3473,7604,7942,5339,3890,3970,5990
9928,7793,4600,126,5103,2110,768,9454,121,8610
1585,6947,5642,3368,4142,1424,2736,8117,6099,4731
5468,6703,1529,6009,6605,8661,8845,2284,9354,4772
6794,1251,819,6178,2178,3243,8666,5630,3114,5737
820,9629,6377,2325,7188,5685,136,3309,7762,5514
3815,5075,1393,6133,5446,3234,6233,1550,5742,4948
8342,3307,4841,7563,1288,5512,9531,9991,3873,9446
5452,7501,1857,5023,5786,7409,6227,2339,8328,2020
9567,4575,8385,272,135,2077,5867,2582,5624,7728
4192,2524,1256,1731,8272,529,2325,6259,5414,5074
5208,3840,6243,4915,6934,7293,8466,4174,4917,5861
7119,449,6544,5276,1775,4479,6093,2552,8349,1887
9883,4896,7961,3819,9212,2781,9026,9035,1227,4157
5376,1944,3969,3180,8948,2574,5788,9225,1366,3738
7588,3777,3093,9945,2530,8369,5908,161,848,3761
5030,4690,9748,8711,6791,9538,6111,4163,360,3697
9565,8449,5898,3974,9033,6368,6784,9631,7281,1045
4459,3241,127,2898,4627,373,240,5610,9714,6749
2712,6051,4260,3388,5975,5113,2432,41,6620,7759
9627,8067,4190,2847,5657,7650,4370,6040,7482,1528
1851,8612,196,4883,8993,8021,6635,1178,8503,1576
9298,4116,2311,1619,7648,9536,2147,8408,4633,3186
6456,3664,3144,1493,9654,4729,5061,1512,989,240
1629,9149,5743,1321,8392,3897,5091,729,9970,4352
5968,4530,3431,4640,2594,2693,1806,845,485,6799
1756,2436,3610,4611,5899,7000,8353,2290,1763,7236
7037,5270,2753,2523,4464,3553,9464,1750,4715,4518
7841,4030,9128,2640,7507,759,5222,7155,7802,6513
4709,2388,4828,3919,3868,5692,779,9659,3655,469
2953,3311,3358,2666,7409,7165,7465,5542,3496,1831
3222,509,6206,389,1111,7035,5593,8014,3648,5052
9407,2584,9269,8139,5872,3834,1809,9746,3737,4746
2927,2569,4625,1080,8361,5039,7146,3555,285,3481
7447,7545,3054,6760,1707,8716,6092,4981,8141,4882
472,1968,2746,846,9067,7295,6031,145,6848,5306
5886,479,8738,8120,6904,4058,4398,4321,7890,1345
7465,3004,903,1800,6151,1812,8582,9694,9432,5432
4640,9177,1838,6818,5742,6356,8401,9452,1365,531
206,10,7419,6226,2146,7869,8599,2593,325,6218
961,4653,1386,7495,6196,6947,2888,1225,5906,1981
8589,8954,1234,5402,9696,4571,4297,3782,9797,9987
3433,9766,3857,2667,1114,3420,896,5795,8923,1742
9570,9924,5794,9860,6091,3741,7923,4161,2190,2054
7584,2053,7330,469,2652,5828,4163,7912,9447,5546
7968,6850,5053,404,3209,8774,3071,7057,6782,5810
7368,688,7492,3166,8869,6750,2690,1963,4479,3032
4871,228,2255,2646,8336,390,7514,180,2696,6097
5354,7927,2621,8926,9015,6809,2444,7519,4776,3718
7556,6131,1523,8676,398,6641,3365,966,2565,8800
9643,2095,2681,6190,2215,4951,7131,7590,3417,3054
5958,3323,2697,5633,1455,2629,5553,5719,6485,785
8204,9132,2976,6127,1951,9305,5200,3527,6139,3511
1753,8672,139,2011,2463,2591,1635,3082,258,9720
6127,1663,3871,4704,3134,828,8585,736,5598,935
8309,2306,2561,8035,5214,709,1579,5708,9800,1367
7161,3922,5547,6624,6064,7873,6332,9107,1525,4086
1047,2322,4267,4934,4487,2446,8049,3483,383,3238
8867,7096,9985,7452,6666,6373,8745,678,2612,6783
4350,2708,2958,1556,8494,4527,9569,1288,5955,9377
5169,4761,8243,7991,3352,8873,5718,9614,9010,8192
7572,5436,1277,4210,2134,3752,3296,4254,1248,4179
7583,8339,8478,2398,7811,2776,8485,5306,7375,6244
5950,6402,2507,6072,8429,6247,5065,418,443,663
9049,3670,5089,6882,3490,9161,4174,3566,5948,2772
5492,1537,988,8246,7953,4773,2444,7151,1736,2854
1202,3295,4458,8207,1535,5238,1863,1669,7359,3759
3450,3361,2133,6308,3779,5832,8738,9284,4527,3797
7383,127,9452,3758,5654,7070,7073,4527,4423,8356
940,9209,9372,2378,1129,9256,9998,5378,8449,6923
4793,7760,4192,8523,1142,100,7289,2962,2035,8712
3998,6613,1373,3542,6685,7992,6816,3798,2367,2416
6003,7671,6987,579,9294,5553,1512,6885,1377,9881
9333,1986,8479,4328,1725,8593,3533,1614,1833,1299
7274,9660,3471,8585,7041,5603,7393,8212,3024,367
729,1151,2708,4140,1104,8714,4619,9905,5600,7898
3165,7541,785,4023,6824,7921,3820,3724,364,2238
9563,4006,2956,7877,9383,2835,3166,2094,9250,2945
1889,3402,6289,3875,6291,7183,689,8858,4530,3527
6979,4357,2742,6081,8160,4977,7688,8360,8256,1653
3561,3002,6426,8787,3279,4079,5166,1746,9349,2576
6933,6218,8561,4731,4882,7400,5845,8315,3452,4626
7264,1078,5362,8581,9218,7726,3729,93,1758,6148
8490,1691,7387,5752,5590,7459,6419,6941,6517,3653
91,2647,493,2156,9222,4915,2436,2516,619,3539
8119,4174,6448,9480,7888,487,1986,7497,3440,7176
9952,8506,4488,974,5810,9011,3254,7414,3929,2546
9224,2140,3558,2428,8791,1844,7394,5752,5040,3731
2043,1284,9882,2765,9736,8861,3172,5830,6131,4847
41,3745,2136,1517,5875,2564,3079,596,2768,6858
6823,4193,6169,3723,3876,819,498,4252,4660,7110
8873,873,1259,7720,4614,1602,4944,4031,6857,567
1377,458,1726,7057,6712,9393,6921,6491,8284,5659
774,2423,8171,2442,5616,3525,8847,9965,1286,1314
404,7852,1823,3202,3248,1579,7956,495,2773,9689
559,1964,8921,7855,51,8315,3097,4986,3984,5599
6916,4907,2944,9675,2128,100,1922,9503,4174,3132
3668,1346,2445,5861,2097,3078,2089,5846,9385,3023
3002,9952,2383,1171,6517,7976,8630,3774,3703,7100
3820,7601,7131,2842,4551,7403,7145,5296,3077,4176
181,9170,5838,2233,3025,3572,2537,3451,6939,7572
1964,6896,7241,4313,2855,9006,2668,426,1305,835
6243,270,583,8920,6757,1920,4542,6684,9981,8472
2784,8904,4712,3721,3188,8948,9581,813,2465,2303
8694,383,7237,4354,9054,1936,9977,9885,3105,204
5919,4143,7056,8560,5802,8139,1883,1514,4286,3380
7795,4968,3093,5917,8540,9978,5051,4106,5924,65
234,6928,6385,9341,8777,5949,4799,3004,5533,2002
71,2433,5874,8761,9025,2506,3677,2592,662,9518
1620,7184,860,613,3163,2029,5831,6022,6965,2407
8897,7828,865,7751,2606,8237,5712,1913,9579,6751
914,8883,1370,1840,6778,6292,7825,3930,9849,7216
5923,167,6780,5470,6402,1523,8872,5352,4902,9775
9809,8474,7699,2971,5864,8268,2677,9373,5431,2637
5539,615,1936,2577,2676,6008,4421,4535,6119,306
515,6423,7254,4412,2866,3538,9485,3903,3854,5629
913,4538,3136,4417,4310,4489,6019,7115,6654,1456
7512,4050,3457,4303,3474,6854,270,9655,3281,4783
2506,7908,7231,3698,5998,2630,9391,9531,4867,9713
3964,3717,9009,9046,8201,4819,3912,9327,7385,3144
5472,4000,7475,6191,3678,4960,1488,4765,2722,8053
8064,8103,9450,7171,2003,6337,9459,1806,5658,9378
6897,6649,5084,2916,6588,8052,5896,3204,8632,2692
281,6926,1969,7788,5570,6132,1200,9827,1380,8708
3827,9995,1707,7306,8616,2129,6588,4389,3606,677
4205,2274,1428,1046,5788,7588,3930,9975,5614,8201
7422,2143,7551,2453,2151,5678,8064,9725,5344,4841
3015,9614,7959,7330,8156,3352,3168,6788,4308,7891
2298,4024,4834,6298,7151,2995,5828,9028,4010,6599
5778,8099,727,7360,5827,9420,8156,6406,5479,7057
6120,8460,1650,2922,7543,6228,244,5086,6388,6623
275,1626,7033,3436,922,3544,4751,4565,6550,9161
5361,8267,4762,6368,9286,2023,6380,7750,5661,5203
2489,2048,7493,5289,6030,5124,1391,8339,4534,1245
1133,2981,6345,8669,7427,6543,5450,5406,1019,3747
8792,9148,9005,2279,2733,9681,692,4459,2462,6330
2381,9859,9579,587,3624,3631,3866,9806,4901,9562
9403,5451,6040,1842,8064,7251,8235,2105,1353,4872
1723,122,3322,8659,2712,7502,6805,2614,9870,8025
4506,2113,8939,5840,9969,2694,2060,5622,9539,8420
6447,9788,4384,7587,1190,2792,4107,4632,8945,1173
9778,1487,50,721,2294,6500,7166,9264,3695,7732
8368,2929,8083,3878,9755,5268,1266,5380,9180,5047
873,4303,8415,6111,8346,6832,6789,8348,7651,5400
9535,5603,8201,7793,7317,1283,9370,8755,7107,8854
6816,4735,5482,7800,4635,1739,563,5960,8727,4928
7937,433,2354,2137,6857,8809,9907,2343,3695,1722
5007,7529,3944,8800,1,8214,5672,3535,4632,3730
5548,7829,8664,8389,2768,3285,1786,7252,6156,6745
9120,4821,7834,2080,8971,6847,9388,3563,1663,9000
7060,5378,1946,3038,5881,8405,9913,9537,1266,1918
7604,2696,3341,9335,6822,9827,3702,2086,3852,347
5414,7828,4875,2778,9989,7031,363,2608,3625,8907
5499,7433,8438,5297,1011,3947,1795,4425,8859,4321
9910,4938,6351,1453,4568,8082,3924,5565,2421,231
5435,5072,4884,8997,2715,1326,1809,6779,9909,8377
2443,6158,5494,8620,8848,8125,7907,3917,9088,8372
9233,4861,338,2948,2337,746,1256,7049,6671,2058
8447,8905,3111,927,7416,1872,8431,3931,4888,321
3612,3041,38,526,167,9107,6252,7652,7946,3078
365,7438,7230,1180,7008,6215,509,469,7109,5578
8735,3427,5539,7557,7743,4465,4711,8711,9857,5895
9908,2106,6712,6487,4538,897,602,8618,2040,2580
6020,2594,6448,5997,4668,2918,895,9388,3334,8179
9799,7873,7907,7963,9128,6832,3273,9523,9102,6794
2579,9137,5363,1054,1835,60,9362,5412,4617,5434
9928,6021,8984,4180,9055,7451,1874,6315,2322,1664
5862,4723,4471,7174,6683,9557,6770,8429,7163,1479
9,2053,9780,4861,4464,670,6917,1258,9171,2852
4508,789,9648,651,7934,4374,3711,6178,5777,9982
4704,1732,8641,5930,1706,1140,2052,6340,3354,5757
3529,4793,4115,776,2411,3469,4808,6571,2760,6185
2086,6388,1083,7056,6839,7184,6251,3004,9573,7149
4279,1257,76,6071,8706,2114,4880,8469,9865,6808
6438,5868,6901,7311,5155,4513,9288,6853,7788,8116
166,7360,7312,1521,3169,7204,281,5981,6162,4071
6537,5035,5273,5130,2489,7859,8944,5884,6356,70
3437,8911,2551,3659,3395,2241,2265,4662,7366,9363
3986,5570,2645,834,4903,2195,4155,5366,7284,8589
4506,3861,4837,2411,9666,8150,1324,5060,4385,3456
8595,6407,2746,9179,3968,7444,4763,271,2334,6861
6272,2500,4228,6743,9992,8816,5589,4650,3825,3637
8269,2124,7862,3028,4571,7970,4496,7620,2357,3766
9786,6187,531,6586,756,5712,6395,4685,484,1087
4483,226,6779,1637,5517,918,2884,7024,6669,6451
307,8914,8018,8520,9162,5708,3732,390,5903,4211
3520,3286,4908,7426,8366,9251,8671,2241,1287,8427
4723,379,4940,2193,4097,7602,1425,8443,4972,1417
1959,2691,4550,8928,8431,4530,4169,9289,9764,1158
3584,4048,3498,8931,5368,6796,8904,3674,1356,2569
2472,4965,2435,2401,215,6266,3356,6665,8940,7497
9382,2943,1605,5938,299,3908,4354,5237,3581,3988
8935,2924,4715,7453,8336,9799,3285,4022,8536,3419
4420,8060,1122,3098,1740,2410,7936,7326,8041,6754
936,9684,1032,6601,1924,5788,963,5068,5412,6530
3380,248,4457,5556,4353,9532,4584,6331,3452,3194
2821,5516,7809,7868,3525,8748,9336,5536,4197,7341
3452,5825,7100,3503,5450,1466,7226,1080,604,8568
2561,8822,3209,6666,5866,1146,9040,4413,9105,2438
192,6438,1760,6563,6584,4636,5961,956,2411,739
3332,986,3937,7665,5692,3294,5508,7191,6827,6885
8604,2038,549,9248,2698,7315,4347,4340,9728,4710
4115,5899,4788,6616,4669,6784,6099,9518,1587,8421
9743,8720,8956,7845,3614,9060,3730,502,5746,4467
7460,7457,4317,6684,8205,1645,5509,9086,9894,526
4068,6528,9426,3932,3662,6230,8129,9633,7904,5371
7444,5496,3119,1214,4165,1785,2093,9458,8950,8730
6468,2712,4301,5260,9417,5433,6451,4020,4016,7244
1754,5034,4889,2186,8654,7814,9832,3203,8403,7252
7053,2022,8531,7899,9580,9771,8297,8879,1544,5065
4888,6397,7359,7803,1785,3959,9372,6647,34,1502
3122,1090,3892,335,9236,5032,5577,5412,4518,8225
8192,2087,4610,8674,6795,3723,5768,8166,2615,4993
3281,7323,9350,9571,8729,8773,1490,3622,2965,5302
699,8724,751,1515,8471,164,7749,2958,9615,4120
4403,7934,7442,1456,6577,8670,7876,527,1050,227
6981,2460,2134,136,5371,1927,3282,6200,8066,9807
4935,3918,6287,6860,6154,5087,8797,7964,6160,1493
1309,236,23,5907,4183,9382,2229,4666,9526,6426
2326,2007,4168,5097,6498,610,5974,6223,1248,3174
6256,1093,189,2544,6054,9525,6859,7828,2981,9116
6740,5815,1997,1083,871,1816,4842,9311,1726,7636
3612,4593,7760,1264,6791,8915,2827,3402,9923,3826
231,8554,6900,2920,4266,7937,344,8249,8975,7915
9264,7965,1697,6095,9170,5938,3331,11,1315,2313
4195,3806,2067,1412,1182,4295,4163,5814,3381,5643
9210,3946,4927,4315,1080,2629,5012,2887,3584,7828
4048,67,2366,7957,8893,4509,6917,8778,3459,9888
9428,4682,7253,9534,4539,6444,8324,5198,8397,9988
9413,4590,1071,694,7557,8338,5162,4839,1935,9264
754,6728,7453,8223,6354,4798,7997,4389,9954,2901
7045,7381,5929,4898,3714,2593,1082,5603,6508,745
2175,690,7481,2448,438,8855,4248,9386,403,2398
111,63,6301,2285,6330,9146,3558,9216,5294,8590
2449,494,3124,645,2381,1553,6760,1646,1091,4195
9434,139,2872,8899,5450,1014,6940,9935,3590,7918
5733,6447,6731,106,9840,6207,491,7438,6728,6816
6178,6961,2765,6969,3172,9387,423,8825,6820,8175
5394,6640,9969,858,8600,4027,7372,3251,8309,9950
1678,9439,6333,8552,8247,1813,4644,2848,580,5316
3478,9161,6700,9151,4277,694,5836,888,352,5704
7045,8742,1964,2448,837,3963,8640,7165,5514,9492
2935,7857,5348,6509,5031,124,2093,2145,5325,5514
3931,2650,8146,4386,4787,2917,2088,3891,8770,1636
2203,6567,2437,2808,6613,4684,6216,286,6548,9906
2477,5375,875,3987,2,8714,4747,7147,5185,9495
3764,8738,2954,2988,5963,8644,2643,2589,7168,2431
333,5517,2786,8024,9993,1468,8524,5132,9027,7529
7167,5070,2571,8744,3411,3341,8174,173,7913,4716
8048,4299,7827,9913,3926,209,9514,8867,2304,543
3790,1115,3850,588,4890,704,7220,1662,3457,5908
2539,4800,1643,121,7422,6949,6353,8368,4316,9619
6314,7715,9338,3235,4155,1261,6182,2715,4664,3656
8975,8415,7381,6132,8289,2755,4023,2015,6848,5468
8119,2782,8816,4957,5387,5578,2508,8727,5375,1720
861,2719,9979,1169,8763,7525,8089,500,3394,2649
9198,8518,6696,9441,8019,4858,1952,3522,3915,7738
2223,9611,3603,5620,2908,6125,8057,1761,2524,2769
8948,5015,5489,4108,780,441,981,9095,7284,528
8159,8939,2350,6281,6581,3581,635,6807,1380,7499
1804,6663,5790,8469,4653,6313,5102,9095,2860,6385
8987,4095,1761,9059,8831,7394,959,8242,510,4122
6332,5925,7791,2277,8904,3963,8540,7506,4362,9702
8095,8010,4043,5826,3306,4269,4576,2901,2159,8447
6270,4671,3798,9608,7328,6294,2566,6054,7254,5439
5019,2151,6264,6734,2106,9495,8661,5922,8721,6594
3869,9941,7084,5873,3944,9540,5772,6169,9256,5697
17,5043,3619,5715,7306,7459,6580,6397,6901,2422
181,6983,4286,1380,3205,8072,2099,6637,9585,3290
676,2621,5445,7820,1514,8379,267,5579,3552,5592
2310,4661,3020,1653,5726,8583,3401,545,6724,8409
4016,445,2526,7685,2103,6418,7413,2522,9138,8160
9912,7560,7814,6827,5610,6661,9430,2963,3388,1810
8279,9814,3844,8210,8403,7914,9450,7602,2499,2621
3147,6494,4171,8119,4929,9779,14,4439,4185,2225
8430,522,8317,1306,9108,7905,4809,5008,445,3738
1789,4782,8588,6376,3407,1550,4632,1707,572,1840
493,6317,5577,535,855,5123,7271,7096,5300,7388
5999,6730,4584,6534,5227,1572,6968,6860,5752,4785
6150,6228,3725,7124,3529,5560,7485,2610,1056,8704
6418,7417,2139,6519,8954,4974,9187,7439,2532,964
7920,9900,6686,8905,2223,2327,4900,4033,3018,127
2601,814,1236,4511,3837,2421,1070,3215,1803,2107
7723,1849,5560,5458,5940,1851,8093,6173,1897,8423
4528,2636,2827,1585,8666,5969,4015,8441,5539,9101
9637,2208,7937,601,2789,8369,9431,1168,3151,703
356,1528,2518,1345,5382,8391,695,5950,3619,7897
2026,9667,4460,548,9212,3652,8505,763,726,9701
9955,1700,9806,2276,9628,725,7481,3408,9016,9910
8541,1017,2708,171,8309,696,8363,2584,7634,4910
7563,9156,7167,4616,3925,4676,350,2327,6278,8308
1602,1081,9630,3426,4370,1128,822,7624,6493,6286
2662,3908,7290,3121,8362,7343,793,8253,9872,713
9723,6778,6743,7259,4778,7069,4993,1837,6074,4221
