V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
196,136,293,148,154,4,286,267,38,139
84,51,197,188,120,95,172,174,31,296
83,295,181,68,78,220,1,64,68,280
250,222,64,65,214,110,229,18,148,64
17,85,2,205,43,184,112,136,116,11
281,131,136,203,261,209,43,187,4,62
163,31,111,100,295,215,181,141,123,82
175,150,157,265,191,15,246,236,126,95
30,159,10,80,166,232,226,233,251,217
10,289,78,284,46,3,121,170,237,248
22,135,71,227,245,185,291,248,127,11
49,231,169,146,74,221,12,73,166,109
80,163,152,278,57,53,80,32,77,189
73,227,222,120,55,93,172,62,77,268
148,204,30,8,147,107,53,263,256,179
12,57,284,138,236,251,195,22,163,180
293,29,48,133,120,74,185,183,234,267
195,127,30,55,173,25,225,214,103,252
86,55,269,25,16,132,246,176,10,104
166,215,54,213,170,178,75,190,97,24
147,279,32,60,63,39,54,205,121,95
146,165,66,175,171,53,178,26,118,125
107,190,279,249,122,255,35,88,186,212
240,132,127,24,294,257,29,275,120,72
31,263,297,65,48,139,154,98,201,16
6,76,264,6,166,170,22,162,57,230
263,191,54,131,134,116,121,23,144,285
4,141,51,231,37,271,294,92,76,99
43,238,29,62,60,266,176,281,144,50
189,229,130,70,140,177,98,271,128,280
171,75,242,197,27,191,234,180,124,26
39,118,48,256,117,225,191,45,156,288
216,192,241,124,23,36,209,109,154,193
235,223,7,71,94,284,42,261,179,230
291,218,184,183,182,184,55,170,76,163
58,187,171,55,114,288,9,156,91,45
184,121,236,172,281,206,88,67,147,81
225,23,56,21,39,59,91,78,234,21
22,61,168,250,38,262,79,121,119,19
170,71,193,277,176,66,201,133,290,152
76,176,206,222,190,161,263,146,244,167
63,250,248,242,82,72,2,166,26,140
170,284,168,295,111,10,115,160,126,102
148,123,140,31,273,239,172,62,220,26
61,133,187,214,177,107,180,21,68,169
70,2,220,138,23,273,263,9,55,277
59,38,165,16,197,156,3,153,130,224
131,279,268,72,277,135,64,293,187,72
292,292,42,253,69,83,93,135,174,175
203,53,187,60,161,246,223,110,218,87
227,123,136,246,142,221,102,257,245,56
243,21,290,195,169,173,162,2,290,70
65,112,20,162,209,193,223,36,161,250
30,124,296,166,185,231,167,132,281,128
61,38,136,113,83,204,186,57,47,185
10,91,65,204,278,247,136,173,140,143
204,259,49,170,45,31,24,285,193,89
285,97,14,100,262,9,280,110,70,54
95,35,51,275,158,140,267,208,246,10
289,17,50,157,195,40,115,164,153,252
266,22,240,50,150,262,201,35,5,90
205,276,93,52,260,250,50,50,91,20
104,234,135,203,290,89,277,18,233,220
210,32,268,50,26,187,182,110,150,295
159,133,117,219,149,217,243,297,221,209
66,71,43,282,236,119,192,181,219,203
88,225,92,65,84,136,167,268,133,10
89,226,178,186,193,6,27,91,271,273
142,168,290,278,157,233,259,67,274,45
294,12,199,104,161,280,286,273,216,244
203,278,95,124,51,121,197,183,166,225
160,221,185,86,16,169,183,137,203,234
220,275,81,100,297,158,242,39,139,88
116,86,255,137,126,3,256,267,48,172
15,250,76,279,61,182,17,131,221,247
254,267,294,106,291,43,26,136,252,253
213,22,129,36,49,136,8,121,204,253
290,264,60,50,237,294,150,280,295,90
281,110,134,192,39,36,271,50,157,290
178,19,84,148,82,78,105,265,9,289
107,42,224,59,262,294,180,111,70,278
115,245,247,277,163,79,176,96,1,122
165,272,152,70,68,117,147,199,58,292
194,32,232,86,190,219,158,84,74,56
230,124,73,182,289,128,7,234,45,147
87,4,208,5,52,16,99,29,255,268
155,94,279,251,22,139,218,269,51,263
166,103,201,21,199,71,17,59,191,115
207,13,233,26,29,215,169,235,269,270
214,143,227,239,37,162,231,49,98,184
105,49,132,148,251,104,169,182,237,36
75,34,145,95,228,155,143,179,266,264
280,13,25,117,117,62,20,84,60,32
251,280,67,227,196,150,278,211,274,178
231,253,182,239,113,13,42,155,197,155
52,177,292,92,130,90,235,96,74,20
294,165,165,117,254,191,167,173,120,132
101,11,256,228,130,9,182,110,256,233
100,253,252,16,115,11,286,78,105,133
188,147,204,202,102,284,160,177,4,4
141,63,126,189,229,67,282,10,7,166
258,215,229,213,233,238,282,117,209,16
36,14,291,47,176,236,190,98,156,258
114,192,83,194,271,151,27,278,132,216
276,243,258,283,21,13,146,138,272,229
273,170,116,210,296,180,211,231,66,217
196,3,59,182,282,175,230,183,282,296
86,122,76,156,155,239,272,47,95,192
138,222,104,124,150,18,156,192,171,223
211,191,115,15,97,122,228,297,180,259
169,48,189,15,152,213,22,40,274,271
155,176,99,247,148,120,37,31,181,244
215,174,9,32,183,118,244,211,93,54
79,7,33,241,286,136,258,91,3,47
30,268,27,236,200,136,123,285,216,296
122,28,245,137,26,143,283,67,98,166
202,254,253,224,139,163,185,199,292,152
205,136,51,254,27,179,202,128,179,117
188,174,204,124,195,71,43,248,58,203
99,37,80,118,91,30,242,3,103,217
97,106,242,5,194,65,264,196,101,227
49,155,82,292,244,27,35,38,223,295
242,179,192,288,94,18,168,63,8,37
175,27,3,96,150,182,16,283,141,190
260,126,78,269,37,50,175,217,120,82
188,166,253,79,250,208,200,207,274,140
142,278,135,245,29,84,234,268,255,41
174,12,82,21,283,74,98,149,72,53
145,160,32,21,47,167,207,290,99,18
42,28,38,209,60,146,208,250,181,293
183,240,86,221,88,251,56,254,291,282
74,289,77,85,171,237,13,185,201,286
273,297,194,259,291,168,28,194,86,226
142,66,147,199,286,83,27,153,98,172
214,225,202,76,155,145,287,37,84,282
118,280,247,184,272,165,162,111,192,284
271,152,295,2,112,169,3,168,145,283
39,135,78,39,188,241,220,238,70,53
252,208,37,15,228,96,286,238,259,13
155,270,279,209,271,141,142,96,194,268
166,132,136,17,91,203,272,96,140,54
61,260,291,161,190,254,130,212,38,276
54,170,112,92,105,86,284,238,46,219
240,201,174,245,118,296,255,245,272,285
179,153,200,246,115,120,82,195,63,292
272,25,40,176,210,37,77,123,264,110
76,82,268,230,235,195,272,106,159,33
87,3,196,280,47,146,255,51,95,250
224,283,157,189,78,123,109,280,155,133
164,215,151,243,17,78,272,97,34,147
13,171,204,2,112,70,123,255,7,78
125,86,38,117,7,148,48,268,221,55
14,119,91,96,207,62,65,251,137,145
41,6,113,115,124,15,289,52,277,253
147,112,138,118,248,52,64,241,87,176
64,203,248,5,91,192,146,182,234,161
33,64,125,269,239,85,92,79,278,77
260,214,289,173,130,286,191,267,193,241
95,223,201,110,13,188,183,96,178,144
10,114,126,116,203,297,91,185,37,75
269,244,196,82,279,261,137,5,236,14
219,24,4,168,41,224,159,55,185,225
234,57,57,113,3,96,41,277,261,269
243,287,290,28,121,235,20,283,63,51
53,71,251,125,263,165,213,33,267,171
219,97,217,45,106,170,85,190,87,84
54,41,168,199,99,132,281,275,285,242
123,52,267,67,104,55,23,112,109,89
177,291,151,281,217,285,153,157,57,237
270,152,135,87,52,130,170,188,143,255
142,182,81,5,13,69,128,68,283,145
274,279,242,91,188,82,135,277,23,261
256,82,115,92,213,144,108,48,105,66
214,225,185,223,75,245,153,180,94,21
168,88,178,224,249,117,183,117,184,34
141,127,152,168,262,229,91,11,24,159
276,181,8,103,88,196,133,221,9,194
95,90,87,175,90,223,244,24,285,275
191,17,203,14,253,203,265,18,133,215
259,54,120,237,22,192,181,163,224,207
182,214,170,121,180,131,230,190,47,158
31,297,56,39,290,47,26,74,222,220
74,296,100,8,221,44,75,233,227,252
170,35,19,138,273,1,41,19,215,150
18,192,62,201,145,89,120,217,85,69
154,187,254,111,249,62,92,14,258,249
67,284,77,135,117,109,124,158,39,196
260,265,284,171,260,72,5,15,255,213
