V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
369,626,226,553,2,26,318,189,477,455
538,422,207,247,285,563,547,329,97,60
396,69,257,331,603,618,499,220,257,110
337,600,470,7,27,359,556,331,287,114
645,105,515,423,13,286,417,282,89,32
54,121,210,127,81,648,219,332,128,25
334,594,351,122,116,389,568,371,443,52
206,156,151,560,361,482,619,301,283,102
372,206,83,284,466,409,502,242,337,487
628,153,452,425,483,124,125,411,159,301
552,52,136,227,114,649,273,40,442,528
98,105,42,226,507,516,505,375,644,603
129,582,388,470,527,554,464,506,553,590
359,67,370,518,20,436,34,77,551,36
3,546,197,551,264,647,574,33,175,519
502,507,129,293,623,407,482,178,24,347
349,86,477,252,427,79,621,348,217,570
552,319,609,368,205,50,50,42,500,115
256,625,414,283,484,607,207,189,324,272
357,555,645,529,94,168,203,294,332,122
452,531,394,430,5,347,258,159,466,369
56,449,350,626,299,462,435,414,126,483
372,460,432,464,13,635,100,52,421,91
289,506,531,358,121,350,544,311,257,156
49,557,232,469,633,557,621,24,242,505
431,173,73,567,468,53,170,438,156,533
520,31,194,134,497,381,586,376,584,3
428,580,235,189,589,184,39,584,644,61
534,343,284,377,243,318,275,118,186,50
637,610,121,520,559,104,229,407,197,337
213,134,435,627,644,420,620,339,584,307
330,319,615,339,389,557,518,225,540,587
506,10,291,357,126,226,425,102,298,89
47,135,173,544,457,580,190,416,616,603
611,598,549,260,482,358,49,463,400,160
612,596,31,276,556,555,631,498,436,117
559,262,486,281,579,154,492,572,602,254
149,564,380,493,470,585,57,422,170,559
123,118,525,215,194,298,597,44,398,530
113,442,4,459,548,266,627,245,432,449
213,562,631,83,321,479,559,216,630,252
231,69,320,254,168,89,248,97,272,155
111,246,39,536,554,264,566,225,350,279
240,282,344,622,410,233,338,212,411,274
545,332,217,123,519,274,80,485,142,25
543,208,21,463,477,192,34,391,484,499
366,366,553,262,137,460,468,489,49,472
410,561,486,192,117,498,462,156,495,121
76,643,554,527,557,394,560,115,78,6
168,183,611,398,562,49,348,28,565,114
558,624,271,187,528,600,133,501,576,271
140,581,11,580,50,66,74,17,87,109
161,116,588,609,492,484,452,86,31,583
523,155,495,634,558,352,460,216,357,16
452,582,644,332,488,455,488,187,77,372
186,591,262,600,430,183,34,46,398,189
600,304,204,530,353,183,332,260,483,594
464,177,432,480,522,250,639,640,647,583
69,620,18,402,113,424,515,533,290,550
16,208,589,381,137,187,135,340,364,649
497,3,450,114,178,144,233,13,537,530
231,158,633,1,132,195,540,540,599,562
140,378,173,584,165,419,583,94,249,607
521,424,118,325,287,530,353,490,564,234
40,373,645,396,205,55,182,29,601,433
437,510,486,265,285,353,168,52,198,617
185,58,420,146,357,277,84,149,438,176
492,229,483,527,548,569,596,380,167,401
336,538,148,94,466,377,508,425,188,450
523,559,202,252,273,344,201,448,639,465
74,275,421,480,532,635,334,478,553,300
412,195,17,3,335,195,591,91,625,195
19,394,431,598,276,124,126,31,197,441
531,453,492,365,78,101,410,627,432,539
603,293,205,186,416,412,529,453,591,202
62,197,6,495,273,616,579,311,244,405
356,1,435,147,76,498,276,382,36,181
396,18,472,538,383,502,590,384,196,458
558,252,408,403,15,380,78,528,405,519
221,139,417,71,288,358,302,586,485,128
633,645,593,495,325,53,577,157,31,111
336,420,352,623,430,502,172,30,439,474
603,632,261,588,325,266,435,374,127,328
578,154,593,145,453,291,293,630,481,609
144,508,532,107,495,286,442,416,434,166
427,251,646,97,499,134,363,295,375,409
634,132,553,208,352,247,163,647,435,148
309,431,413,53,241,308,18,402,17,473
307,5,609,62,297,71,440,160,357,452
323,579,354,307,421,236,647,314,419,86
5,139,457,108,114,602,417,592,643,554
174,432,478,283,450,282,594,322,30,53
464,595,63,550,404,631,539,557,470,572
346,186,236,146,503,447,107,126,615,368
348,126,210,382,442,504,106,315,353,173
640,430,483,415,513,39,620,230,514,436
487,558,14,239,227,143,71,157,159,602
119,98,425,125,287,25,352,155,70,588
197,629,281,195,439,235,550,226,345,7
15,36,445,478,416,89,556,527,583,611
535,481,595,383,412,597,57,497,480,38
589,426,649,124,582,424,334,544,363,254
604,295,228,375,198,236,594,91,201,232
562,528,392,49,111,495,305,571,452,130
97,185,637,104,72,614,387,88,326,264
198,444,102,544,136,322,401,351,340,256
368,145,195,491,303,296,268,377,430,10
552,477,116,273,433,442,443,239,634,426
169,59,340,574,104,206,472,573,176,130
479,540,57,214,261,294,116,339,578,13
316,615,102,105,103,31,221,88,576,493
411,134,160,108,86,636,568,153,60,314
487,572,494,437,48,85,347,67,145,218
474,603,375,110,257,213,121,179,320,636
58,599,431,164,390,594,544,120,171,135
552,575,560,484,139,175,335,382,585,267
181,282,492,154,511,389,47,460,53,567
231,247,566,173,152,90,197,495,613,442
524,477,106,555,566,376,361,6,544,525
637,564,302,310,132,397,137,10,179,463
598,203,573,73,501,367,261,649,58,251
135,224,534,437,465,365,182,590,2,378
635,181,238,462,154,475,583,179,313,401
450,67,461,163,464,148,582,293,403,241
554,113,556,217,98,155,396,417,184,172
44,487,509,509,333,456,327,584,462,337
264,70,119,444,279,144,637,386,473,169
430,158,217,138,69,568,615,590,213,500
277,497,165,326,108,192,533,67,182,391
528,142,16,212,363,237,120,192,206,558
382,631,206,555,434,632,105,431,419,292
595,346,560,552,144,58,405,149,497,608
125,561,27,31,641,121,540,176,475,251
120,371,123,438,100,597,594,274,326,437
7,597,201,307,175,429,405,253,359,115
117,446,156,99,147,137,382,107,192,498
413,241,295,50,304,535,267,231,436,294
313,274,115,406,257,443,64,223,179,81
87,214,63,306,340,617,191,248,148,497
107,634,511,569,222,410,230,601,87,53
183,200,322,157,525,248,640,621,203,32
565,649,205,188,269,563,87,470,509,261
65,124,570,639,2,8,524,311,323,95
100,417,602,435,540,520,327,395,267,250
153,305,554,268,165,391,148,419,612,446
92,616,368,26,466,315,339,9,222,386
571,1,486,182,527,118,116,331,2,585
235,145,90,31,85,21,137,175,80,392
450,644,425,253,95,354,304,330,187,59
87,547,417,524,403,644,321,634,619,238
4,233,249,61,485,150,556,203,645,443
33,208,606,148,583,68,272,619,561,356
267,508,438,375,384,35,10,592,101,192
447,598,269,386,450,395,632,378,546,88
168,344,277,496,578,373,67,33,53,181
104,538,257,104,203,148,503,424,377,244
155,324,646,358,356,493,479,207,497,271
160,559,368,102,168,299,473,342,518,81
138,47,585,454,412,575,332,562,452,16
485,485,559,358,417,32,501,456,346,369
390,190,242,164,252,455,76,584,37,53
3,132,214,173,336,293,265,86,509,385
458,270,585,169,263,60,267,1,607,484
149,604,494,358,609,25,327,545,456,261
405,517,231,242,406,248,594,484,167,384
600,415,564,584,602,80,635,255,226,530
532,527,74,4,75,612,371,269,96,29
520,584,457,288,45,381,343,605,109,587
398,568,420,526,91,607,448,6,393,337
193,106,588,565,220,404,102,286,553,477
492,500,449,90,308,443,432,500,52,402
523,277,620,636,222,302,419,37,16,562
499,391,128,378,148,491,283,20,322,124
185,89,265,23,225,85,540,239,171,545
550,190,172,168,490,160,637,324,214,203
615,278,604,449,310,44,237,328,4,367
362,430,62,5,578,208,360,38,563,585
199,249,592,418,168,421,221,291,624,571
131,8,636,252,467,277,566,36,345,227
389,417,464,642,112,107,536,252,469,391
40,116,234,148,7,503,52,470,22,152
630,631,341,81,258,152,587,582,611,510
459,640,261,106,229,117,534,543,227,420
316,202,502,456,332,97,386,373,254,377
441,498,441,492,598,442,36,424,73,252
29,316,575,78,111,301,83,605,344,594
170,550,637,105,18,271,260,323,248,207
621,361,207,240,444,332,72,467,8,30
58,191,38,516,410,454,367,224,344,431
500,77,530,637,560,16,470,240,612,86
433,355,585,236,345,528,284,396,601,270
474,344,76,454,554,547,203,104,67,139
419,144,142,281,566,613,137,125,68,324
281,208,101,416,518,135,275,400,467,326
302,19,592,308,378,163,302,443,133,228
208,76,201,490,108,41,618,534,427,13
486,606,374,339,589,301,606,161,450,594
57,453,294,607,260,533,426,162,602,223
254,179,382,426,505,456,345,366,177,517
177,375,345,624,115,62,315,290,161,339
76,605,141,128,551,647,525,260,571,280
551,594,64,422,540,239,458,607,190,554
218,110,31,463,314,38,86,8,361,88
624,252,425,163,287,206,203,582,283,267
486,92,399,54,154,309,313,29,567,131
524,556,68,531,198,63,564,238,417,282
421,104,481,195,240,238,274,326,391,323
286,87,409,467,418,604,421,241,355,642
1,335,239,426,185,511,603,64,62,646
183,614,469,603,185,601,113,622,594,181
128,549,609,396,627,51,129,543,66,101
378,210,617,389,327,256,500,24,91,45
239,178,386,87,319,437,69,547,14,376
204,229,423,44,183,503,340,526,618,511
71,556,262,142,515,294,265,582,213,440
582,195,91,284,203,649,625,218,393,312
255,539,492,213,159,144,634,176,213,372
397,424,542,51,562,104,2,645,120,289
334,451,285,372,284,22,333,88,510,478
9,313,220,466,568,543,237,145,489,451
84,466,336,552,399,20,493,339,359,111
332,542,511,189,50,135,601,464,67,451
463,567,550,491,338,550,2,293,531,155
96,605,643,70,296,38,63,50,224,36
288,625,451,35,573,204,570,310,88,7
6,96,284,359,401,593,167,445,92,627
27,237,562,363,624,110,440,46,241,152
298,135,551,127,496,543,530,126,124,457
292,468,571,370,613,577,363,42,642,337
144,341,465,491,73,532,507,313,190,366
76,178,543,232,449,446,337,593,307,364
464,335,610,482,213,10,460,649,18,293
467,621,422,392,505,92,187,485,574,341
603,90,420,360,490,294,584,561,203,309
156,464,341,559,303,250,561,182,508,270
630,523,70,104,647,172,429,440,348,393
415,141,113,170,335,381,575,267,176,495
437,120,186,220,526,406,581,448,380,601
28,266,272,79,28,248,330,151,286,507
340,579,352,443,563,527,484,264,325,346
265,259,550,119,440,306,83,481,100,214
171,251,48,56,344,91,588,103,389,225
252,43,322,15,344,100,428,388,503,255
529,544,372,635,156,196,361,56,561,474
576,589,29,245,57,18,313,361,263,648
139,460,204,456,145,593,133,8,602,324
18,382,170,351,534,16,5,231,71,634
1,78,320,631,425,72,207,378,237,146
349,170,470,410,449,594,512,282,563,76
240,85,616,90,519,211,37,335,234,271
380,450,457,470,638,184,235,1,351,569
183,545,481,509,514,466,417,258,99,371
250,77,321,101,57,94,580,21,88,133
590,35,507,183,369,426,415,213,395,622
478,344,524,591,228,570,7,490,109,93
37,126,37,422,74,215,205,8,216,508
129,383,571,175,66,504,94,198,612,426
323,412,557,392,298,98,485,609,299,450
521,10,502,437,251,572,262,364,176,644
576,412,387,169,529,206,488,64,307,413
221,286,240,297,162,39,10,564,403,53
503,579,553,637,180,5,256,318,589,269
313,424,512,317,247,345,515,228,342,250
391,270,262,375,179,628,592,479,554,621
334,567,278,601,140,532,390,110,577,386
579,124,434,255,418,346,323,573,222,27
457,362,177,136,198,270,605,437,145,518
576,592,467,590,279,98,388,317,267,124
329,40,443,411,459,584,70,14,176,530
168,113,444,345,71,55,622,642,411,352
244,459,335,122,145,296,532,171,576,192
374,423,353,226,414,123,253,408,587,312
112,340,603,124,283,130,501,356,453,415
11,579,613,571,589,206,518,338,88,611
478,134,278,219,107,296,308,46,541,501
463,122,326,377,603,26,275,612,306,173
10,474,194,638,202,13,638,389,246,436
481,299,122,179,44,557,587,368,435,266
268,440,177,41,55,507,192,511,412,445
535,262,200,231,538,102,191,113,432,36
474,91,187,98,44,506,414,490,642,214
154,521,288,81,377,323,389,47,112,303
120,495,318,24,155,628,473,471,35,301
322,454,531,98,256,618,568,640,414,498
37,421,618,88,150,219,165,155,137,134
119,572,609,394,490,325,414,39,500,333
336,545,36,225,356,49,173,182,93,363
471,179,85,344,564,569,452,74,560,482
618,13,355,169,71,374,610,504,310,448
298,630,396,455,431,228,588,74,96,492
422,206,97,498,63,3,388,358,390,2
359,98,355,253,587,242,361,613,263,597
302,181,599,434,66,605,633,332,594,201
131,12,582,298,557,563,598,457,342,476
537,425,542,347,344,61,256,619,69,502
75,485,491,424,374,405,548,172,262,593
74,308,11,112,632,280,244,315,169,89
130,47,574,240,162,646,566,144,440,568
639,300,31,431,309,453,30,367,621,16
463,238,88,99,463,137,613,156,510,17
60,582,154,625,523,90,237,86,428,354
260,92,126,227,646,296,41,17,38,222
35,130,537,383,290,104,213,60,408,375
491,63,425,156,128,505,164,343,58,544
86,211,26,254,316,549,372,340,418,535
449,371,460,242,44,43,638,591,476,306
314,89,402,30,509,65,452,273,598,166
109,487,494,7,443,409,410,233,300,287
425,401,178,541,581,176,622,399,8,313
156,632,545,568,537,438,622,302,357,357
496,6,451,364,190,551,7,642,463,423
568,428,181,255,360,617,631,262,269,134
149,199,555,531,556,415,570,646,608,414
526,139,235,413,344,251,543,599,481,125
143,182,546,492,573,170,607,617,537,10
99,241,20,260,359,603,382,512,181,313
341,272,212,118,447,476,616,382,16,566
466,249,550,247,174,265,321,151,75,282
180,548,466,25,503,315,171,101,470,68
609,640,310,251,62,437,279,140,552,15
151,285,598,442,523,48,541,300,590,600
584,156,24,511,22,540,240,430,298,633
389,609,410,557,371,15,341,46,440,17
89,514,100,534,265,531,71,159,315,619
27,122,72,320,319,153,18,38,420,131
135,322,74,48,504,157,306,149,95,127
608,469,556,516,239,380,156,286,555,93
403,332,297,48,402,599,115,386,561,2
583,539,396,552,360,330,149,181,227,329
340,463,71,71,425,630,198,522,5,473
115,531,500,201,528,581,640,349,495,396
149,547,233,337,316,383,342,273,157,102
194,232,328,480,223,617,342,476,251,279
193,141,261,123,582,221,232,325,316,630
596,454,557,275,216,54,103,575,200,64
355,7,152,436,556,313,590,59,471,319
342,616,92,260,166,185,171,282,612,286
212,242,321,130,61,233,365,3,217,570
515,113,162,253,362,418,137,644,534,416
527,444,528,630,391,444,362,646,29,327
313,196,595,600,442,261,233,393,9,388
129,202,607,639,5,130,387,338,242,330
456,29,528,136,585,369,514,279,302,418
87,143,4,71,294,515,373,290,62,7
69,365,371,70,400,361,561,72,577,464
130,523,595,349,584,80,143,104,467,49
4,219,434,32,512,262,213,261,395,27
398,600,554,368,21,602,16,394,137,456
376,554,246,632,495,225,561,43,566,8
147,211,304,190,79,397,286,107,567,381
16,391,85,112,169,133,58,274,94,649
302,572,34,616,33,114,605,79,367,637
635,107,137,509,187,155,485,322,63,563
382,533,31,101,186,614,404,513,49,643
80,647,205,54,345,289,344,600,279,188
85,272,325,445,364,498,558,266,291,564
74,300,548,150,123,280,287,538,41,506
459,21,418,491,247,278,231,20,314,463
125,224,344,363,166,537,282,544,246,24
529,547,172,381,218,437,447,613,227,453
521,105,37,55,87,353,493,169,73,184
58,110,406,39,590,212,115,235,443,231
87,24,456,115,549,183,516,34,381,112
564,22,119,274,222,427,523,623,47,392
497,88,356,524,150,259,330,361,468,550
288,9,635,387,514,456,449,248,271,231
109,158,501,317,288,88,382,299,258,8
82,291,554,610,614,407,354,539,233,476
236,145,407,499,394,414,382,308,623,572
649,491,498,53,305,233,256,2,10,548
145,601,310,338,67,583,340,505,483,193
582,155,502,21,363,170,252,610,283,76
505,5,477,132,51,600,455,51,98,168
544,37,507,362,122,617,93,263,542,570
199,539,263,381,472,358,291,154,540,295
187,337,247,394,253,515,253,415,333,252
442,414,306,487,582,455,4,365,331,310
173,95,268,200,336,53,189,170,73,117
261,22,585,601,632,648,333,623,360,118
645,460,555,462,436,148,197,375,187,54
366,101,565,360,150,147,5,12,529,467
286,173,427,592,200,524,310,586,333,253
492,529,413,543,160,492,322,424,387,618
491,126,15,472,436,368,364,573,103,359
324,40,375,448,5,307,513,415,214,158
359,507,274,229,146,367,109,534,331,454
319,212,267,553,36,535,285,609,483,376
138,9,210,159,131,101,531,400,220,617
193,614,60,640,188,346,40,37,379,606
239,405,471,339,75,281,114,395,48,422
384,181,186,404,512,220,313,309,364,70
542,231,586,444,561,106,353,396,78,404
198,78,188,460,396,402,343,610,76,259
417,55,176,620,69,284,185,280,3,578
396,637,384,257,142,77,373,429,142,314
572,22,216,67,642,438,597,298,206,292
578,347,67,631,195,240,251,222,167,643
90,296,422,418,317,551,461,544,339,282
149,330,206,239,19,86,510,314,356,580
34,317,410,98,385,380,322,366,469,537
277,430,233,196,178,308,615,396,173,531
51,351,198,393,251,580,425,610,564,30
556,66,632,39,633,43,62,34,561,522
24,579,499,463,322,192,439,560,323,560
390,150,201,16,15,56,646,336,122,643
39,161,478,522,127,74,146,22,288,369
373,540,114,248,327,594,492,309,346,63
224,315,539,219,310,511,623,423,26,260
407,523,445,528,289,599,188,300,132,101
646,125,544,485,450,18,263,458,84,590
366,320,514,26,247,54,627,146,462,559
608,530,94,398,434,232,402,540,315,460
51,95,470,208,591,156,248,485,51,331
608,256,240,405,516,437,521,495,543,196
333,143,51,287,381,587,213,259,298,551
37,51,369,622,621,544,263,16,470,419
289,550,473,493,488,190,9,502,345,483
189,192,21,35,259,343,598,86,212,253
37,595,489,381,628,435,316,330,84,149
587,211,375,264,192,626,465,30,160,472
345,527,121,593,599,73,587,488,136,454
616,297,159,206,397,354,445,364,618,107
303,384,30,78,18,631,207,396,32,376
351,430,159,466,377,287,638,282,450,373
247,152,645,126,404,183,647,137,40,207
529,515,230,288,274,583,193,69,463,471
471,99,511,41,569,158,25,451,453,167
636,463,522,34,501,267,575,378,28,501
561,226,445,234,97,425,618,590,116,557
232,267,244,442,50,511,138,258,549,439
409,490,227,286,150,238,590,385,450,632
245,149,387,27,225,633,166,483,599,539
417,614,525,232,367,84,100,451,189,301
334,512,468,161,459,513,203,280,50,488
323,349,228,333,206,32,389,644,243,506
367,94,455,380,265,478,236,288,441,632
501,89,446,579,551,3,593,299,374,253
629,477,3,373,442,119,569,243,256,231
57,222,507,274,387,293,10,241,278,52
388,14,449,233,209,120,147,108,516,19
639,336,307,46,345,206,194,82,381,560
423,624,299,648,201,633,61,266,254,354
266,254,34,322,622,646,490,428,420,300
646,71,115,327,609,552,300,624,116,631
266,217,49,429,380,273,208,516,161,559
298,585,633,612,384,158,170,555,411,149
526,587,71,458,598,261,327,219,644,488
644,55,52,15,462,306,600,206,537,125
10,586,241,179,459,357,494,212,627,426
257,8,466,521,462,409,297,459,327,138
430,30,217,106,510,360,58,429,119,532
520,254,561,647,146,590,633,172,469,539
406,381,499,285,92,6,296,159,136,98
452,507,553,175,577,368,230,306,545,638
557,23,596,420,424,238,453,25,153,391
75,421,369,557,449,11,249,189,204,536
239,419,570,207,243,462,106,26,50,577
416,457,520,95,207,103,445,143,285,296
500,370,281,647,241,294,596,91,357,256
100,179,582,126,450,289,469,437,357,556
438,625,540,302,458,31,144,110,421,208
510,616,427,143,641,582,588,217,441,21
329,74,606,519,113,234,159,469,354,39
2,426,295,354,528,328,441,377,327,292
195,16,641,260,456,71,335,351,503,521
168,288,121,118,518,239,63,404,487,172
649,18,511,463,283,625,223,262,249,172
339,245,216,523,480,595,269,533,265,98
165,484,442,582,3,577,196,50,161,18
317,173,334,479,570,346,395,289,503,157
463,209,524,480,237,452,120,584,296,526
92,293,37,186,475,515,528,396,629,540
381,378,358,340,200,294,412,400,449,247
417,142,527,608,414,286,537,498,416,587
118,90,608,403,202,199,162,10,459,225
157,488,162,488,206,65,96,567,399,332
480,34,601,501,27,374,600,89,646,92
367,325,603,479,230,154,434,614,459,462
512,410,29,346,273,172,554,564,244,51
239,642,597,201,401,293,297,441,121,189
603,557,300,551,457,602,17,538,229,355
513,434,60,72,141,421,28,100,529,531
322,485,124,481,589,521,98,133,13,249
16,315,227,621,562,563,499,560,477,490
142,17,606,279,638,472,552,160,167,625
143,596,410,377,182,42,89,79,360,409
411,218,535,436,632,295,467,31,616,358
309,525,464,107,548,142,270,234,627,202
305,17,203,642,36,333,178,48,284,166
114,401,387,343,649,51,482,340,616,440
167,46,538,642,360,416,316,342,7,323
98,610,9,15,274,479,138,28,489,413
374,167,402,9,332,170,252,609,107,292
20,295,545,33,592,527,599,214,543,640
343,86,25,411,378,444,185,231,333,180
39,79,85,223,621,302,493,470,460,413
213,449,96,159,562,357,490,484,288,342
520,184,506,406,534,367,72,396,118,140
143,54,93,115,283,78,573,575,58,283
296,461,51,92,183,498,511,362,193,305
569,523,578,93,104,322,536,41,546,621
270,567,520,56,152,59,134,367,629,198
105,376,328,52,227,624,530,593,66,235
500,592,516,380,49,131,554,536,643,541
646,537,193,649,488,228,105,514,1,53
237,392,320,547,440,20,29,628,642,221
412,309,225,551,517,638,368,443,390,571
469,137,315,233,35,187,103,130,614,72
356,306,377,458,89,297,589,393,87,502
399,202,631,478,552,576,277,300,356,130
639,439,117,286,231,224,10,570,217,509
155,430,78,250,146,559,530,270,259,518
490,328,595,177,643,279,499,596,105,11
115,235,200,466,102,194,572,274,496,377
434,62,80,644,335,476,616,502,377,337
43,278,590,273,335,342,216,163,447,587
58,628,566,409,411,16,235,66,362,76
338,58,60,572,305,562,397,638,236,196
115,381,272,202,156,640,127,206,531,626
247,549,494,624,462,186,457,97,467,436
639,639,471,493,352,342,539,150,172,62
477,14,578,399,154,409,313,153,483,221
113,152,394,303,62,568,535,586,580,265
606,233,117,296,117,124,367,391,17,121
220,353,454,377,148,468,345,180,480,432
243,54,231,582,339,419,65,104,158,592
101,461,61,92,560,168,308,57,373,558
266,169,454,509,18,250,201,143,310,449
548,613,357,94,201,410,169,121,32,182
474,335,554,296,238,291,1,138,630,190
649,423,353,485,309,643,535,498,367,409
620,516,411,101,9,95,231,566,557,292
291,508,405,446,436,406,448,124,623,250
96,228,67,188,206,76,24,270,317,629
33,71,108,286,162,383,14,181,405,565
507,59,419,630,315,507,535,358,64,478
283,419,586,562,469,80,597,434,53,433
66,540,559,140,442,221,614,397,595,110
231,412,224,329,519,377,639,579,491,499
159,74,261,615,164,373,529,549,583,85
281,334,534,373,434,493,401,406,20,505
454,614,456,207,573,157,261,328,410,472
264,11,589,36,584,411,503,64,614,58
627,530,169,567,283,582,304,287,456,207
55,89,309,209,129,300,6,537,102,241
439,20,244,511,237,576,467,287,245,23
44,372,518,238,421,268,319,49,634,100
166,401,412,10,60,348,67,601,307,174
408,57,472,515,563,401,120,265,504,176
557,53,339,204,488,545,127,117,648,136
202,565,315,164,159,485,552,57,256,67
474,556,638,200,53,355,105,51,257,493
461,547,357,49,564,423,227,535,17,404
365,511,253,629,628,406,35,368,58,351
338,480,430,369,306,531,205,92,198,164
123,232,504,381,418,533,171,461,116,15
80,577,637,161,40,453,499,427,101,210
548,1,305,254,10,82,370,316,577,62
